YEAR,STATEFIP,citizenship_group,weighted_denominator,weighted_numerator,uninsured_rate_pct
2010,42,Naturalized citizen,35829700,4045700.0,11.291470483983957
2010,42,Non-citizen / foreign-born unknown,36871600,13066700.0,35.43838618340403
2010,42,US-born,1179670500,113756700.0,9.643091015669206
2010,44,Naturalized citizen,6385000,781100.0,12.233359436178544
2010,44,Non-citizen / foreign-born unknown,6677800,2777100.0,41.58704962712271
2010,44,US-born,89828800,8710200.0,9.69644479276134
2010,45,Naturalized citizen,6387800,1082600.0,16.947931995366165
2010,45,Non-citizen / foreign-born unknown,14933300,9852700.0,65.97804905814522
2010,45,US-born,437103000,70134600.0,16.04532570126492
2010,46,Naturalized citizen,958000,120300.0,12.55741127348643
2010,46,Non-citizen / foreign-born unknown,1160200,284500.0,24.521634200999827
2010,46,US-born,78960100,9253000.0,11.718576850839854
2010,47,Naturalized citizen,9777800,1832500.0,18.741434678557546
2010,47,Non-citizen / foreign-born unknown,19199100,11184800.0,58.25689745873505
2010,47,US-born,601670000,79793500.0,13.262004088620008
2010,48,Naturalized citizen,133173400,35361900.0,26.55327565414715
2010,48,Non-citizen / foreign-born unknown,280767800,175229600.0,62.410860504659006
2010,48,US-born,2082333400,392250600.0,18.83706999080935
2010,49,Naturalized citizen,7314900,1566500.0,21.415193645846152
2010,49,Non-citizen / foreign-born unknown,15766600,9120900.0,57.84950464906829
2010,49,US-born,251574400,32298000.0,12.838349212002493
2010,50,Naturalized citizen,1729000,62900.0,3.637941006362059
2010,50,Non-citizen / foreign-born unknown,1068900,200700.0,18.776312096547855
2010,50,US-born,59214100,4586500.0,7.745621397606313
2010,51,Naturalized citizen,41249300,5415500.0,13.12870763867508
2010,51,Non-citizen / foreign-born unknown,49081700,21829100.0,44.47502837106294
2010,51,US-born,698526100,73234800.0,10.484189495567882
2010,53,Naturalized citizen,41087600,6473300.0,15.7548749501066
2010,53,Non-citizen / foreign-born unknown,48338800,19516000.0,40.37336466772034
2010,53,US-born,574242600,68253300.0,11.885795306722281
2010,54,Naturalized citizen,974800,153800.0,15.777595404185474
2010,54,Non-citizen / foreign-born unknown,1279600,372000.0,29.07158487027196
2010,54,US-born,182591800,26991800.0,14.782591551208762
2010,55,Naturalized citizen,10106800,1007300.0,9.966557169430484
2010,55,Non-citizen / foreign-born unknown,15069500,6956800.0,46.16476989946581
2010,55,US-born,539731700,47298600.0,8.763354088707407
2010,56,Naturalized citizen,675000,114700.0,16.992592592592594
2010,56,Non-citizen / foreign-born unknown,982900,373100.0,37.959100620612475
2010,56,US-born,54394800,7644200.0,14.053181554119142
2011,1,Naturalized citizen,5520200,967000.0,17.517481250679324
2011,1,Non-citizen / foreign-born unknown,10633200,6458300.0,60.73712523041041
2011,1,US-born,460435400,61983800.0,13.461997057567684
2011,2,Naturalized citizen,2432900,595100.0,24.460520366640633
2011,2,Non-citizen / foreign-born unknown,2044400,756200.0,36.98884758364313
2011,2,US-born,66482300,12581500.0,18.92458594242377
2011,4,Naturalized citizen,33104500,6527700.0,19.718467277862526
2011,4,Non-citizen / foreign-born unknown,53780500,26544900.0,49.35785275332137
2011,4,US-born,553398800,80745300.0,14.590797811632406
2011,5,Naturalized citizen,3926700,1068400.0,27.208597550105683
2011,5,Non-citizen / foreign-born unknown,8685800,4727700.0,54.430219438623965
2011,5,US-born,279354900,44613200.0,15.970079637049503
2011,6,Naturalized citizen,478523400,78642200.0,16.43434782917617
2011,6,Non-citizen / foreign-born unknown,543744600,249103800.0,45.812648070436005
2011,6,US-born,2702078700,353769900.0,13.092509111596195
2011,8,Naturalized citizen,17810600,2700900.0,15.164564922012733
2011,8,Non-citizen / foreign-born unknown,31706400,16336400.0,51.523982539802695
2011,8,US-born,455036700,57726300.0,12.686075650601369
2011,9,Naturalized citizen,23643600,1781500.0,7.534808573990424
2011,9,Non-citizen / foreign-born unknown,24081100,9592900.0,39.835804842802034
2011,9,US-born,297396800,17616100.0,5.923432935391369
2011,10,Naturalized citizen,3552500,322800.0,9.08655876143561
2011,10,Non-citizen / foreign-born unknown,4263900,1686200.0,39.54595558057178
2011,10,US-born,81365500,6220700.0,7.645377955030081
2011,11,Naturalized citizen,3064800,280600.0,9.155572957452362
2011,11,Non-citizen / foreign-born unknown,5317500,935500.0,17.59285378467325
2011,11,US-born,52458600,3591300.0,6.845969964886596
2011,12,Naturalized citizen,183814200,41257100.0,22.445001528717583
2011,12,Non-citizen / foreign-born unknown,186142500,102922100.0,55.29210148139194
2011,12,US-born,1474435200,246922500.0,16.746921126136975
2011,13,Naturalized citizen,37117800,9498100.0,25.589070472926736
2011,13,Non-citizen / foreign-born unknown,57346300,35264500.0,61.493941195857445
2011,13,US-born,873606300,149904800.0,17.15930848941909
2011,15,Naturalized citizen,13682500,692600.0,5.06194043486205
2011,15,Non-citizen / foreign-born unknown,11290000,1488200.0,13.181576616474757
2011,15,US-born,108105300,7409200.0,6.853688024546438
2011,16,Naturalized citizen,2643300,348800.0,13.195626678772745
2011,16,Non-citizen / foreign-born unknown,6644100,3641900.0,54.814045544167
2011,16,US-born,147635100,20960000.0,14.197165850126424
2011,17,Naturalized citizen,82742300,11787200.0,14.245676032694282
2011,17,Non-citizen / foreign-born unknown,96382600,44702000.0,46.37974074158614
2011,17,US-born,1094286900,108760000.0,9.938892624959689
2011,18,Naturalized citizen,10627900,1726100.0,16.241214162722645
2011,18,Non-citizen / foreign-born unknown,19456100,8254300.0,42.42525480440582
2011,18,US-born,617326600,86713500.0,14.046616491173392
2011,19,Naturalized citizen,4946900,753700.0,15.235804241039844
2011,19,Non-citizen / foreign-born unknown,8300600,2911300.0,35.07336819025131
2011,19,US-born,291471200,24087700.0,8.264178416255191
2011,20,Naturalized citizen,6894100,1270600.0,18.430251954569847
2011,20,Non-citizen / foreign-born unknown,12430200,6158900.0,49.54787533587553
2011,20,US-born,265228000,29290900.0,11.043668089342
2011,21,Naturalized citizen,5119700,786900.0,15.370041213352344
2011,21,Non-citizen / foreign-born unknown,9206700,3582800.0,38.915137888711484
2011,21,US-born,419437700,60109400.0,14.33094831485105
2011,22,Naturalized citizen,6942900,2142100.0,30.85310172982471
2011,22,Non-citizen / foreign-born unknown,10384200,6339500.0,61.04947901619768
2011,22,US-born,437541700,74971300.0,17.134663964600403
2011,23,Naturalized citizen,2551100,182200.0,7.142017169064325
2011,23,Non-citizen / foreign-born unknown,1863000,348600.0,18.711755233494365
2011,23,US-born,127004000,14092100.0,11.095792258511542
2011,24,Naturalized citizen,36369800,4507400.0,12.393249344236152
2011,24,Non-citizen / foreign-born unknown,43394200,17477500.0,40.27611985011822
2011,24,US-born,495092500,38275500.0,7.730979564424829
2011,25,Naturalized citizen,50416100,2343100.0,4.64752331100581
2011,25,Non-citizen / foreign-born unknown,48064200,6957900.0,14.476262998239855
2011,25,US-born,543186500,17667200.0,3.2525108779397134
2011,26,Naturalized citizen,30865000,4917000.0,15.93066580268913
2011,26,Non-citizen / foreign-born unknown,29834000,8968600.0,30.061674599450296
2011,26,US-born,919694100,104735200.0,11.388047395324161
2011,27,Naturalized citizen,17909400,2491800.0,13.913363931790009
2011,27,Non-citizen / foreign-born unknown,21578700,6970800.0,32.30407763210944
2011,27,US-born,492346700,37122100.0,7.539829148849784
2011,28,Naturalized citizen,2146600,556800.0,25.93869374825305
2011,28,Non-citizen / foreign-born unknown,4670000,3076900.0,65.8865096359743
2011,28,US-born,289565500,49924600.0,17.241211401220106
2011,29,Naturalized citizen,9791900,2001000.0,20.43525771300769
2011,29,Non-citizen / foreign-born unknown,15123600,6138000.0,40.585574863127825
2011,29,US-born,572129900,74766800.0,13.06815113141264
2011,30,Naturalized citizen,882500,188100.0,21.31444759206799
2011,30,Non-citizen / foreign-born unknown,1142400,326500.0,28.580182072829132
2011,30,US-born,97229600,18246300.0,18.76619877074471
2011,31,Naturalized citizen,4558300,1274300.0,27.95559748151723
2011,31,Non-citizen / foreign-born unknown,6845300,3183300.0,46.50344031671366
2011,31,US-born,171794200,17292100.0,10.065590107232957
2011,32,Naturalized citizen,21545900,3985400.0,18.497254698109618
2011,32,Non-citizen / foreign-born unknown,30722900,16505500.0,53.72376956602404
2011,32,US-born,215499100,39155000.0,18.16944943157535
2011,33,Naturalized citizen,3674400,362800.0,9.87372087959939
2011,33,Non-citizen / foreign-born unknown,3370900,1022300.0,30.32721231718532
2011,33,US-born,123002600,11422100.0,9.286063871820597
2011,34,Naturalized citizen,96273600,13594000.0,14.120174170281366
2011,34,Non-citizen / foreign-born unknown,91457400,41697900.0,45.5927021760951
2011,34,US-born,671730500,57488500.0,8.558268531799582
2011,35,Naturalized citizen,7164200,1825100.0,25.475279863767064
2011,35,Non-citizen / foreign-born unknown,13989100,8982500.0,64.21070690752086
2011,35,US-born,184983200,31213300.0,16.873586358112522
2011,36,Naturalized citizen,226824000,26630600.0,11.740644728952844
2011,36,Non-citizen / foreign-born unknown,205182200,74609700.0,36.362657189561276
2011,36,US-born,1466660400,119059600.0,8.117734684866381
2011,37,Naturalized citizen,23373700,4216100.0,18.037794615315505
2011,37,Non-citizen / foreign-born unknown,47411900,29623400.0,62.48093832982858
2011,37,US-born,884529400,122801500.0,13.883258148344193
2011,38,Naturalized citizen,487300,45600.0,9.357685204186334
2011,38,Non-citizen / foreign-born unknown,1177600,151300.0,12.848165760869565
2011,38,US-born,66415600,6578700.0,9.905353561512657
2011,39,Naturalized citizen,22128800,2662100.0,12.030024221828567
2011,39,Non-citizen / foreign-born unknown,23138100,8533300.0,36.879864811717475
2011,39,US-born,1100690400,129500700.0,11.765406512130932
2011,40,Naturalized citizen,7145500,1564800.0,21.899097333986425
2011,40,Non-citizen / foreign-born unknown,13633300,8447600.0,61.962987684566464
2011,40,US-born,354626700,60870400.0,17.164641015467815
2011,41,Naturalized citizen,13949000,1604400.0,11.501899777761846
2011,41,Non-citizen / foreign-born unknown,22927400,11111900.0,48.46559138846969
2011,41,US-born,346407000,47480200.0,13.706478217818924
2011,42,Naturalized citizen,39113700,5570600.0,14.242068635797686
2011,42,Non-citizen / foreign-born unknown,36524800,12753300.0,34.91682363763799
2011,42,US-born,1179056700,112129900.0,9.5101363657914
2011,44,Naturalized citizen,7331100,904500.0,12.337848344723165
2011,44,Non-citizen / foreign-born unknown,6874300,2450600.0,35.64872059700624
2011,44,US-born,88523600,8059200.0,9.104012941181788
2011,45,Naturalized citizen,7286000,1285900.0,17.64891572879495
2011,45,Non-citizen / foreign-born unknown,14905000,8568500.0,57.48742032874874
2011,45,US-born,441625300,69151600.0,15.658432612443175
2011,46,Naturalized citizen,831700,68700.0,8.260189972345797
2011,46,Non-citizen / foreign-born unknown,1535500,632500.0,41.1917942038424
2011,46,US-born,79553100,8846500.0,11.120245471263848
2011,47,Naturalized citizen,10617500,2764100.0,26.033435366140807
2011,47,Non-citizen / foreign-born unknown,19736400,11478400.0,58.158529417725624
2011,47,US-born,604744700,82070100.0,13.571032536539798
2011,48,Naturalized citizen,139876800,36469300.0,26.07244375050044
2011,48,Non-citizen / foreign-born unknown,282704800,174261000.0,61.640623010292
2011,48,US-born,2112912500,381906900.0,18.07490371702567
2011,49,Naturalized citizen,8139600,1437000.0,17.654430193129883
2011,49,Non-citizen / foreign-born unknown,15554700,8910800.0,57.286865063292765
2011,49,US-born,255515900,32143200.0,12.57972595834545
2011,50,Naturalized citizen,1443600,224000.0,15.516763646439458
2011,50,Non-citizen / foreign-born unknown,979000,220200.0,22.492339121552604
2011,50,US-born,59633800,3971800.0,6.660316800203911
2011,51,Naturalized citizen,41581900,5916600.0,14.228787044363052
2011,51,Non-citizen / foreign-born unknown,48276500,20909200.0,43.31134195726699
2011,51,US-born,706456500,72498500.0,10.262273756416707
2011,53,Naturalized citizen,41398800,6977800.0,16.85507792496401
2011,53,Non-citizen / foreign-born unknown,50450300,20831600.0,41.291330279502795
2011,53,US-born,579776100,67192600.0,11.58940494442596
2011,54,Naturalized citizen,1047500,83800.0,8.0
2011,54,Non-citizen / foreign-born unknown,1282500,338700.0,26.4093567251462
2011,54,US-born,182498700,28325400.0,15.520877682964318
2011,55,Naturalized citizen,12273500,1659600.0,13.521815293111175
2011,55,Non-citizen / foreign-born unknown,15215200,5914800.0,38.87428361112571
2011,55,US-born,539262500,46235200.0,8.5737836396931
2011,56,Naturalized citizen,494200,39800.0,8.053419668150546
2011,56,Non-citizen / foreign-born unknown,1147700,657200.0,57.26235078853359
2011,56,US-born,54780500,7994600.0,14.593879208842564
2012,1,Naturalized citizen,5666000,1217000.0,21.478997529121074
2012,1,Non-citizen / foreign-born unknown,10587900,5190700.0,49.024830230735084
2012,1,US-born,462181300,58838600.0,12.730631897049923
2012,2,Naturalized citizen,2736400,517500.0,18.911708814500805
2012,2,Non-citizen / foreign-born unknown,2316600,1171400.0,50.565483898817234
2012,2,US-born,66427400,12977500.0,19.5363660176373
2012,4,Naturalized citizen,34960500,6343700.0,18.145335450007867
2012,4,Non-citizen / foreign-born unknown,53931700,28603500.0,53.03652582803805
2012,4,US-born,559019800,82225700.0,14.708906553936012
2012,5,Naturalized citizen,4184900,827600.0,19.775860832994816
2012,5,Non-citizen / foreign-born unknown,8559600,4142900.0,48.40062619748586
2012,5,US-born,280265100,43537600.0,15.534435075933464
2012,6,Naturalized citizen,490077300,77961900.0,15.908082255595188
2012,6,Non-citizen / foreign-born unknown,538841100,241237400.0,44.769673285872216
2012,6,US-born,2729730400,356850600.0,13.07274154253475
2012,8,Naturalized citizen,20140100,3426600.0,17.01381820348459
2012,8,Non-citizen / foreign-born unknown,30986400,15131100.0,48.831422817752305
2012,8,US-born,459813000,55687800.0,12.110966849567106
2012,9,Naturalized citizen,22867700,2539900.0,11.106932485558232
2012,9,Non-citizen / foreign-born unknown,25742700,10031100.0,38.966775046906506
2012,9,US-born,297276200,19087000.0,6.42062835840878
2012,10,Naturalized citizen,3899200,478900.0,12.282006565449324
2012,10,Non-citizen / foreign-born unknown,4082200,1525600.0,37.372005291264514
2012,10,US-born,82344900,6110800.0,7.420981748717893
2012,11,Naturalized citizen,3553200,304800.0,8.578183046268153
2012,11,Non-citizen / foreign-born unknown,5494900,871000.0,15.851061893756027
2012,11,US-born,53105100,2274600.0,4.283204437991831
2012,12,Naturalized citizen,192146100,41153300.0,21.41771287577526
2012,12,Non-citizen / foreign-born unknown,184127100,99675600.0,54.13412800179876
2012,12,US-born,1494186100,237662600.0,15.905823243838235
2012,13,Naturalized citizen,35259000,8165400.0,23.158342550838086
2012,13,Non-citizen / foreign-born unknown,58885300,33973900.0,57.695044433840025
2012,13,US-born,884635200,145530900.0,16.45095062914069
2012,15,Naturalized citizen,13865200,929400.0,6.7031128292415545
2012,15,Non-citizen / foreign-born unknown,10990200,1721200.0,15.661225455405726
2012,15,US-born,110030600,6171000.0,5.608439834009812
2012,16,Naturalized citizen,3842400,808200.0,21.03372891942536
2012,16,Non-citizen / foreign-born unknown,5520500,3245700.0,58.79358753736075
2012,16,US-born,148851900,21926300.0,14.730278887941639
2012,17,Naturalized citizen,82397600,11984800.0,14.545083837393321
2012,17,Non-citizen / foreign-born unknown,95866800,44987500.0,46.927090504742
2012,17,US-born,1095783700,110460300.0,10.08048394952398
2012,18,Naturalized citizen,10574700,1859600.0,17.585368852071454
2012,18,Non-citizen / foreign-born unknown,19676500,8720000.0,44.316824638528196
2012,18,US-born,619716600,85573100.0,13.80842468960812
2012,19,Naturalized citizen,4875800,559500.0,11.475039993436976
2012,19,Non-citizen / foreign-born unknown,8253900,2822600.0,34.1971673996535
2012,19,US-born,292443200,22381500.0,7.653281047396554
2012,20,Naturalized citizen,7085300,1683800.0,23.764695919721113
2012,20,Non-citizen / foreign-born unknown,11738700,5932100.0,50.53455663744708
2012,20,US-born,267279700,29402900.0,11.000798040404865
2012,21,Naturalized citizen,4596700,644800.0,14.027454478212631
2012,21,Non-citizen / foreign-born unknown,8777700,3585600.0,40.84896954783144
2012,21,US-born,421933100,57096800.0,13.532192662770473
2012,22,Naturalized citizen,6663100,1698400.0,25.48963695577134
2012,22,Non-citizen / foreign-born unknown,9776500,5787100.0,59.19398557766071
2012,22,US-born,441258000,72082900.0,16.335771816035063
2012,23,Naturalized citizen,2298200,125200.0,5.447741710904186
2012,23,Non-citizen / foreign-born unknown,2132500,439200.0,20.595545134818288
2012,23,US-born,127465500,13209400.0,10.363117863264963
2012,24,Naturalized citizen,38433300,4604000.0,11.97919512506082
2012,24,Non-citizen / foreign-born unknown,44560200,20009100.0,44.90352377233495
2012,24,US-born,497491200,35747600.0,7.185574337797332
2012,25,Naturalized citizen,51327500,2135700.0,4.160927378111149
2012,25,Non-citizen / foreign-born unknown,48893100,6289100.0,12.862960213199818
2012,25,US-born,547416400,17161700.0,3.135035778979219
2012,26,Naturalized citizen,30352000,4010300.0,13.212638376383765
2012,26,Non-citizen / foreign-born unknown,29722500,8499200.0,28.595172007738245
2012,26,US-born,921432700,103668100.0,11.25075114004528
2012,27,Naturalized citizen,19285400,1617200.0,8.385618135999254
2012,27,Non-citizen / foreign-born unknown,21043200,7420600.0,35.263648114355234
2012,27,US-born,494327900,35673600.0,7.216586399432441
2012,28,Naturalized citizen,1971200,376400.0,19.094967532467532
2012,28,Non-citizen / foreign-born unknown,3627700,2376900.0,65.52085343330485
2012,28,US-born,291132600,49726300.0,17.080292622674342
2012,29,Naturalized citizen,9441400,1503400.0,15.923485923697756
2012,29,Non-citizen / foreign-born unknown,13192000,5386100.0,40.828532443905395
2012,29,US-born,575619000,77533500.0,13.46958665367196
2012,30,Naturalized citizen,1076300,175200.0,16.277989408157577
2012,30,Non-citizen / foreign-born unknown,709700,236800.0,33.36621107510215
2012,30,US-born,97984800,17933800.0,18.30263469436076
2012,31,Naturalized citizen,4285100,751800.0,17.54451471377564
2012,31,Non-citizen / foreign-born unknown,7953900,4135900.0,51.998390726561816
2012,31,US-born,171885000,15486000.0,9.009512173837159
2012,32,Naturalized citizen,22951300,4154000.0,18.099192638325498
2012,32,Non-citizen / foreign-born unknown,29559200,16495800.0,55.80597580448726
2012,32,US-born,218334000,39399000.0,18.045288411333097
2012,33,Naturalized citizen,3570400,382500.0,10.713085368586153
2012,33,Non-citizen / foreign-born unknown,3740500,761900.0,20.368934634407164
2012,33,US-born,123437500,13216200.0,10.70679493670886
2012,34,Naturalized citizen,97252300,13545800.0,13.928513772939047
2012,34,Non-citizen / foreign-born unknown,90321900,41380900.0,45.81491310523804
2012,34,US-born,678570500,56204300.0,8.28275028165828
2012,35,Naturalized citizen,6616000,1345200.0,20.332527206771463
2012,35,Non-citizen / foreign-born unknown,12822800,7623100.0,59.449574195963436
2012,35,US-born,186738400,30518500.0,16.342916079392346
2012,36,Naturalized citizen,236109900,26807900.0,11.35399235694903
2012,36,Non-citizen / foreign-born unknown,208580900,75806400.0,36.34388383596005
2012,36,US-born,1466806900,108319000.0,7.384680287500693
2012,37,Naturalized citizen,23472900,4928600.0,20.996979495503325
2012,37,Non-citizen / foreign-born unknown,51880900,31712300.0,61.12519250822557
2012,37,US-born,889321700,122372500.0,13.760206233582291
2012,38,Naturalized citizen,676400,146900.0,21.71791839148433
2012,38,Non-citizen / foreign-born unknown,1281600,289100.0,22.55774032459426
2012,38,US-born,66750700,6865100.0,10.284686153104012
2012,39,Naturalized citizen,21520700,2773300.0,12.886662608558272
2012,39,Non-citizen / foreign-born unknown,22249000,7932700.0,35.65418670502045
2012,39,US-born,1102203600,124797300.0,11.322526981403435
2012,40,Naturalized citizen,6534400,1547300.0,23.679297257590598
2012,40,Non-citizen / foreign-born unknown,14681400,9149300.0,62.31898865230836
2012,40,US-born,356936600,59627200.0,16.705263623848044
2012,41,Naturalized citizen,15103100,2283300.0,15.118088339479973
2012,41,Non-citizen / foreign-born unknown,21872800,9423600.0,43.08364726966826
2012,41,US-born,349072700,45295900.0,12.97606487130045
2012,42,Naturalized citizen,39541800,5263500.0,13.311230141268226
2012,42,Non-citizen / foreign-born unknown,37071000,11972900.0,32.29721345526153
2012,42,US-born,1179217700,107727500.0,9.13550568313213
2012,44,Naturalized citizen,7138500,1085700.0,15.209077537297752
2012,44,Non-citizen / foreign-born unknown,7084700,2744400.0,38.736996626533234
2012,44,US-born,88913300,8079300.0,9.086717060327308
2012,45,Naturalized citizen,8102300,1515400.0,18.703331152882516
2012,45,Non-citizen / foreign-born unknown,14031200,8280400.0,59.01419693255031
2012,45,US-born,444974800,68749100.0,15.450110882683694
2012,46,Naturalized citizen,934700,98800.0,10.570236439499304
2012,46,Non-citizen / foreign-born unknown,1290400,463800.0,35.94234345939243
2012,46,US-born,80686100,8403900.0,10.415548650882865
2012,47,Naturalized citizen,10122700,1958500.0,19.347604888023945
2012,47,Non-citizen / foreign-born unknown,18131400,9733200.0,53.681458684933325
2012,47,US-born,611758700,78920100.0,12.900527609987403
2012,48,Naturalized citizen,143021900,36364700.0,25.425966233143317
2012,48,Non-citizen / foreign-born unknown,279503500,168199800.0,60.178065748729445
2012,48,US-born,2150161200,382464500.0,17.787712846832136
2012,49,Naturalized citizen,8423500,1737700.0,20.62919214103401
2012,49,Non-citizen / foreign-born unknown,15201400,8229300.0,54.13514544712987
2012,49,US-born,259240600,29946000.0,11.55143137301796
2012,50,Naturalized citizen,1637500,76900.0,4.69618320610687
2012,50,Non-citizen / foreign-born unknown,989400,56800.0,5.740853042247827
2012,50,US-born,59326900,3918200.0,6.604423962822935
2012,51,Naturalized citizen,45358900,6861400.0,15.126910044114828
2012,51,Non-citizen / foreign-born unknown,49456300,21385800.0,43.24181145779203
2012,51,US-born,710134700,73263900.0,10.31690184974766
2012,53,Naturalized citizen,42800500,6821700.0,15.938365206013948
2012,53,Non-citizen / foreign-born unknown,48351200,19704700.0,40.753280166779724
2012,53,US-born,585650500,67071300.0,11.45244476014278
2012,54,Naturalized citizen,1289500,130600.0,10.12795657231485
2012,54,Non-citizen / foreign-born unknown,1271200,337500.0,26.549716803020768
2012,54,US-born,182064600,26598000.0,14.609100286381866
2012,55,Naturalized citizen,11503200,1379600.0,11.993184505181167
2012,55,Non-citizen / foreign-born unknown,15074300,6256300.0,41.50308803725546
2012,55,US-born,541943500,45493900.0,8.394583568213292
2012,56,Naturalized citizen,780300,226700.0,29.05292836088684
2012,56,Non-citizen / foreign-born unknown,1060000,587200.0,55.39622641509434
2012,56,US-born,55333000,8387200.0,15.157681672781163
2013,1,Naturalized citizen,5803300,1239000.0,21.34992159633312
2013,1,Non-citizen / foreign-born unknown,9927600,5293200.0,53.3180224827753
2013,1,US-born,463848300,61025900.0,13.156434981005644
2013,2,Naturalized citizen,2631600,401800.0,15.268277853777171
2013,2,Non-citizen / foreign-born unknown,1799600,693200.0,38.51967103800845
2013,2,US-born,67829100,12240900.0,18.046679080217785
2013,4,Naturalized citizen,33961000,6076000.0,17.89111039133123
2013,4,Non-citizen / foreign-born unknown,54542500,28453700.0,52.16794243021498
2013,4,US-born,566028600,81978300.0,14.483066756697452
2013,5,Naturalized citizen,4331800,1085700.0,25.063484002031487
2013,5,Non-citizen / foreign-born unknown,9184300,4864500.0,52.965386583626405
2013,5,US-born,280367600,41553200.0,14.820970754109961
2013,6,Naturalized citizen,503801600,77281600.0,15.33968927450806
2013,6,Non-citizen / foreign-born unknown,528308500,232973700.0,44.098041201305676
2013,6,US-born,2754966500,344173600.0,12.492841564498153
2013,8,Naturalized citizen,19861500,3505400.0,17.649220854416836
2013,8,Non-citizen / foreign-born unknown,30572900,13549000.0,44.317025862773896
2013,8,US-born,468882200,55639100.0,11.866328045722359
2013,9,Naturalized citizen,24457100,2228000.0,9.10982904759763
2013,9,Non-citizen / foreign-born unknown,25287300,9728500.0,38.471881141917095
2013,9,US-born,297899400,20161100.0,6.767754483560558
2013,10,Naturalized citizen,3627300,535300.0,14.757533151379814
2013,10,Non-citizen / foreign-born unknown,3943700,1658900.0,42.06455866318432
2013,10,US-born,83686700,7335900.0,8.76590903930971
2013,11,Naturalized citizen,3624700,373200.0,10.296024498579193
2013,11,Non-citizen / foreign-born unknown,5975900,589400.0,9.862949513880755
2013,11,US-born,53789900,2951400.0,5.486903675225275
2013,12,Naturalized citizen,202425600,45579100.0,22.516470248822284
2013,12,Non-citizen / foreign-born unknown,177393600,94912700.0,53.504015928421325
2013,12,US-born,1507651400,243622900.0,16.15910017395268
2013,13,Naturalized citizen,37918600,8998500.0,23.73109766710796
2013,13,Non-citizen / foreign-born unknown,59448100,35433700.0,59.60442806414334
2013,13,US-born,889258100,146352800.0,16.457854024607705
2013,15,Naturalized citizen,13690600,924800.0,6.754999780871547
2013,15,Non-citizen / foreign-born unknown,10483500,1837700.0,17.5294510421138
2013,15,US-born,111948400,6728700.0,6.010536997402375
2013,16,Naturalized citizen,3583100,736600.0,20.557617705338952
2013,16,Non-citizen / foreign-born unknown,6249600,3272600.0,52.364951356886834
2013,16,US-born,149931700,22102300.0,14.741578998970864
2013,17,Naturalized citizen,85437600,12362900.0,14.470092792868714
2013,17,Non-citizen / foreign-born unknown,94827800,42418800.0,44.732451875926685
2013,17,US-born,1095019200,108923000.0,9.94713152061626
2013,18,Naturalized citizen,11014700,1682700.0,15.276857290711504
2013,18,Non-citizen / foreign-born unknown,20425400,8798200.0,43.074799024743704
2013,18,US-born,621435500,83727100.0,13.473176218609975
2013,19,Naturalized citizen,5934700,761700.0,12.834684145786646
2013,19,Non-citizen / foreign-born unknown,9754400,2790100.0,28.60350200934963
2013,19,US-born,291702600,23339800.0,8.001231391149753
2013,20,Naturalized citizen,7088500,1260500.0,17.782323481695705
2013,20,Non-citizen / foreign-born unknown,12592200,6646100.0,52.77949841965661
2013,20,US-born,267392200,28313800.0,10.588865344613643
2013,21,Naturalized citizen,6229600,1143100.0,18.349492744317452
2013,21,Non-citizen / foreign-born unknown,9144500,4118700.0,45.04018809120236
2013,21,US-born,420898200,59809700.0,14.210015628482136
2013,22,Naturalized citizen,7737900,1797800.0,23.233693896276765
2013,22,Non-citizen / foreign-born unknown,10132500,6616600.0,65.3007648655317
2013,22,US-born,441427200,71931600.0,16.29523509199252
2013,23,Naturalized citizen,2542900,262900.0,10.33858979904833
2013,23,Non-citizen / foreign-born unknown,1752400,344300.0,19.647340789774024
2013,23,US-born,127042200,13920000.0,10.956989094962147
2013,24,Naturalized citizen,41841600,5568900.0,13.309481472983824
2013,24,Non-citizen / foreign-born unknown,41760600,17752100.0,42.50920724319095
2013,24,US-born,500930400,36838400.0,7.353995684829669
2013,25,Naturalized citizen,55228600,2583200.0,4.677286768087549
2013,25,Non-citizen / foreign-born unknown,50000200,5925100.0,11.850152599389602
2013,25,US-born,546970800,16786300.0,3.0689572459809553
2013,26,Naturalized citizen,31679900,3509400.0,11.07768648259622
2013,26,Non-citizen / foreign-born unknown,29948200,8487300.0,28.33993361871498
2013,26,US-born,920907100,99003100.0,10.750606657283889
2013,27,Naturalized citizen,20222600,2417300.0,11.953458012322846
2013,27,Non-citizen / foreign-born unknown,19507100,7107900.0,36.43750224277314
2013,27,US-born,498293700,35268800.0,7.0779140896222446
2013,28,Naturalized citizen,2508600,592400.0,23.61476520768556
2013,28,Non-citizen / foreign-born unknown,3895300,2276800.0,58.4499268349036
2013,28,US-born,290888800,49380200.0,16.975627800039053
2013,29,Naturalized citizen,10258900,1431100.0,13.94983867666124
2013,29,Non-citizen / foreign-born unknown,12527400,4937200.0,39.41121062630714
2013,29,US-born,577910400,73276800.0,12.679612618149802
2013,30,Naturalized citizen,925400,197100.0,21.298897773935597
2013,30,Non-citizen / foreign-born unknown,846000,224200.0,26.501182033096924
2013,30,US-born,98702400,16452100.0,16.668389015869927
2013,31,Naturalized citizen,4171900,529300.0,12.687264795416956
2013,31,Non-citizen / foreign-born unknown,7134100,3026500.0,42.4230106110091
2013,31,US-born,174147400,16266100.0,9.340420815929495
