YEAR,STATEFIP,nativity_group,weighted_denominator,weighted_numerator,brain_waste_rate_pct
2012,41,Foreign-born,4565800,1632300.0,35.75058040212011
2012,41,US-born,39300400,14011400.0,35.65205443201596
2012,42,Foreign-born,13176200,4411600.0,33.48158042531231
2012,42,US-born,136102900,46357900.0,34.060920083260534
2012,44,Foreign-born,1466600,453500.0,30.921860084549298
2012,44,US-born,12199600,4276800.0,35.05688711105282
2012,45,Foreign-born,3116800,1253700.0,40.2239476386037
2012,45,US-born,43780100,16975500.0,38.77446602451799
2012,46,Foreign-born,343300,85100.0,24.78881444800466
2012,46,US-born,9116800,3180200.0,34.88285363285363
2012,47,Foreign-born,4436500,1599200.0,36.046432998985686
2012,47,US-born,60185100,21486000.0,35.69986591365637
2012,48,Foreign-born,44608500,15144100.0,33.94891108196869
2012,48,US-born,217159700,71896800.0,33.10780038837777
2012,49,Foreign-born,2768800,1118900.0,40.411008379081196
2012,49,US-born,26991800,8637900.0,32.001941330329956
2012,50,Foreign-born,518600,189600.0,36.55996914770536
2012,50,US-born,8612700,2806700.0,32.587922486560544
2012,51,Foreign-born,19819100,7573600.0,38.213642395467
2012,51,US-born,95595500,30564700.0,31.972948517451133
2012,53,Foreign-born,11794500,4339100.0,36.789181398109285
2012,53,US-born,69017000,23444800.0,33.96960169233667
2012,54,Foreign-born,414800,64600.0,15.573770491803279
2012,54,US-born,13693500,4487400.0,32.770292474531715
2012,55,Foreign-born,3663800,873300.0,23.835908073584804
2012,55,US-born,63102200,21652800.0,34.313859104753874
2012,56,Foreign-born,228400,127500.0,55.823117338003506
2012,56,US-born,5511200,1913800.0,34.725649586296996
2013,1,Foreign-born,2152100,611800.0,28.428047023837184
2013,1,US-born,39677800,13769200.0,34.70252887004824
2013,2,Foreign-born,564500,336400.0,59.592559787422495
2013,2,US-born,7520000,2980600.0,39.63563829787234
2013,4,Foreign-born,7906600,2888400.0,36.53150532466547
2013,4,US-born,54895500,19536100.0,35.587798635589444
2013,5,Foreign-born,1330800,359500.0,27.013826269912833
2013,5,US-born,22015300,8054100.0,36.58410287391042
2013,6,Foreign-born,130233200,47112300.0,36.17533777869238
2013,6,US-born,297219600,100094700.0,33.677018608463236
2013,8,Foreign-born,6097400,2372300.0,38.906747138124445
2013,8,US-born,71329300,27173500.0,38.09584560622353
2013,9,Foreign-born,8627400,2851400.0,33.05051348030693
2013,9,US-born,46300400,15450100.0,33.36925814895768
2013,10,Foreign-born,1479600,327200.0,22.11408488780752
2013,10,US-born,9654500,3068100.0,31.77896317779274
2013,11,Foreign-born,2287700,434300.0,18.98413253486034
2013,11,US-born,11403100,2620600.0,22.98146995115363
2013,12,Foreign-born,47952800,21499900.0,44.83554662084383
2013,12,US-born,140171300,52655500.0,37.5651078359122
2013,13,Foreign-born,13776100,5245100.0,38.073910613308556
2013,13,US-born,95378900,34704500.0,36.38593022146407
2013,15,Foreign-born,3245000,1668500.0,51.41756548536209
2013,15,US-born,14581900,5871600.0,40.26635760771916
2013,16,Foreign-born,765600,233700.0,30.525078369905955
2013,16,US-born,14167900,5434700.0,38.35924872422871
2013,17,Foreign-born,27565500,10175500.0,36.91389599317988
2013,17,US-born,145175500,51290000.0,35.32965273066048
2013,18,Foreign-born,4231700,1530200.0,36.1604083465274
2013,18,US-born,59050500,21084200.0,35.70537082666531
2013,19,Foreign-born,2021200,471600.0,23.33267365921235
2013,19,US-born,31556100,10819200.0,34.28560563567741
2013,20,Foreign-born,2139000,554900.0,25.94202898550725
2013,20,US-born,34109300,11718900.0,34.35690559466187
2013,21,Foreign-born,2537800,787000.0,31.011111986760188
2013,21,US-born,37601200,13339700.0,35.47679329383105
2013,22,Foreign-born,2485500,895600.0,36.03299134982901
2013,22,US-born,38517800,13011300.0,33.77996666476278
2013,23,Foreign-born,621900,164800.0,26.499437208554433
2013,23,US-born,14490300,5012000.0,34.588655859437
2013,24,Foreign-born,17260200,5385100.0,31.19952260112861
2013,24,US-born,70759000,21605500.0,30.533925013072544
2013,25,Foreign-born,17919500,5138600.0,28.67602332654371
2013,25,US-born,89981000,29426700.0,32.703237350107244
2013,26,Foreign-born,11218300,2911800.0,25.955804355383616
2013,26,US-born,93545100,33042300.0,35.32232046360526
2013,27,Foreign-born,6640300,2163200.0,32.57684140776772
2013,27,US-born,69600900,24373500.0,35.01894372055534
2013,28,Foreign-born,961900,373600.0,38.83979623661503
2013,28,US-born,21714300,7830500.0,36.06148943323063
2013,29,Foreign-born,3703500,879700.0,23.753206426353447
2013,29,US-born,63256300,23110400.0,36.53454280443213
2013,30,Foreign-born,348900,175300.0,50.24362281456004
2013,30,US-born,10796700,4092500.0,37.9051006326007
2013,31,Foreign-born,1169500,365600.0,31.26122274476272
2013,31,US-born,22414600,7908300.0,35.28191446646382
2013,32,Foreign-born,5062200,2631500.0,51.98332740705622
2013,32,US-born,18153100,6915800.0,38.0970743289025
2013,33,Foreign-born,1377800,544600.0,39.52678182609958
2013,33,US-born,17485500,5962600.0,34.100254496582885
2013,34,Foreign-born,36507800,13093800.0,35.86576019371203
2013,34,US-born,93563600,31506400.0,33.67377911923013
2013,35,Foreign-born,1831600,529000.0,28.881851932736406
2013,35,US-born,16152300,5062300.0,31.341047405013526
2013,36,Foreign-born,67695600,26102800.0,38.55907917205845
2013,36,US-born,206058100,69584000.0,33.76911657440304
2013,37,Foreign-born,9834500,2907400.0,29.563272154151203
2013,37,US-born,99739600,36165400.0,36.259820572771496
2013,38,Foreign-born,258300,77300.0,29.926442121564072
2013,38,US-born,8613300,3397200.0,39.441329107310786
2013,39,Foreign-born,8660400,2514500.0,29.03445568334026
2013,39,US-born,114019200,39470100.0,34.61706449440094
2013,40,Foreign-born,2115100,676300.0,31.97484752493972
2013,40,US-born,33131400,12411000.0,37.45993226968978
2013,41,Foreign-born,4479200,1529000.0,34.13555992141454
2013,41,US-born,38662200,13553900.0,35.0572393707549
2013,42,Foreign-born,14597800,4862500.0,33.30981380756005
2013,42,US-born,136688800,46619200.0,34.1060862338392
2013,44,Foreign-born,1567100,487500.0,31.10841682087933
2013,44,US-born,12065200,4243900.0,35.17471736896197
2013,45,Foreign-born,2590100,878800.0,33.92919192309177
2013,45,US-born,43910300,16429900.0,37.4169613963011
2013,46,Foreign-born,379700,170800.0,44.98288122201738
2013,46,US-born,8843300,3282800.0,37.121888887632444
2013,47,Foreign-born,4244100,1744700.0,41.10883343936288
2013,47,US-born,60486000,21640700.0,35.77803127996561
2013,48,Foreign-born,49702200,16369700.0,32.935564220497284
2013,48,US-born,222612600,74703100.0,33.55744463700617
2013,49,Foreign-born,2667400,990500.0,37.13353827697383
2013,49,US-born,26616700,8920400.0,33.51429741478095
2013,50,Foreign-born,468900,206200.0,43.975261249733414
2013,50,US-born,8119500,2882500.0,35.50095449227169
2013,51,Foreign-born,18962300,6877200.0,36.26775232962246
2013,51,US-born,97116900,31155800.0,32.08071921570808
2013,53,Foreign-born,12651000,4430700.0,35.022527863410005
2013,53,US-born,70716500,25152700.0,35.56836099071645
2013,54,Foreign-born,524600,130200.0,24.818909645444148
2013,54,US-born,14048800,4502800.0,32.051136040088835
2013,55,Foreign-born,3427200,1005800.0,29.347572362278246
2013,55,US-born,63156800,22293800.0,35.299128518227654
2013,56,Foreign-born,345300,107400.0,31.10338835794961
2013,56,US-born,6166600,2477100.0,40.16962345538871
2014,1,Foreign-born,2150500,864100.0,40.18135317368054
2014,1,US-born,40751300,14992700.0,36.79072814854986
2014,2,Foreign-born,1071100,440200.0,41.09793670058818
2014,2,US-born,7697900,2772500.0,36.016316138167554
2014,4,Foreign-born,8338100,2781100.0,33.35412144253487
2014,4,US-born,54059700,19844700.0,36.708860759493675
2014,5,Foreign-born,1466400,502000.0,34.233496999454445
2014,5,US-born,23385600,8206600.0,35.09253557744937
2014,6,Foreign-born,132447100,47024700.0,35.50451463263447
2014,6,US-born,305686800,102636300.0,33.575640165031665
2014,8,Foreign-born,6625800,2216000.0,33.445017960095385
2014,8,US-born,71573000,26089200.0,36.451175722688724
2014,9,Foreign-born,8117900,2734000.0,33.67866073738282
2014,9,US-born,45093100,14647800.0,32.483461993076546
2014,10,Foreign-born,1504200,434600.0,28.89243451668661
2014,10,US-born,9644500,3288700.0,34.09922753901187
2014,11,Foreign-born,2008200,498200.0,24.80828602728812
2014,11,US-born,11884400,2897900.0,24.38406650735418
2014,12,Foreign-born,48807700,21317400.0,43.67630517315915
2014,12,US-born,140876400,51892900.0,36.835765252377264
2014,13,Foreign-born,14105500,5084100.0,36.04338733118288
2014,13,US-born,98085700,35108600.0,35.79380072732315
2014,15,Foreign-born,3073200,1415900.0,46.07249772224392
2014,15,US-born,14339900,5493600.0,38.309890585011054
2014,16,Foreign-born,822100,253500.0,30.83566476097798
2014,16,US-born,13835900,4313600.0,31.176865979083402
2014,17,Foreign-born,27348800,10229700.0,37.404566196688705
2014,17,US-born,146866600,51873500.0,35.32014767142427
2014,18,Foreign-born,4334400,1334200.0,30.781653746770026
2014,18,US-born,61426500,22821400.0,37.15236909151587
2014,19,Foreign-born,2384500,595000.0,24.952820297756343
2014,19,US-born,34149900,11895300.0,34.83260565916738
2014,20,Foreign-born,2138700,527500.0,24.66451582737177
2014,20,US-born,32958100,11870900.0,36.01815638644218
2014,21,Foreign-born,2097800,671900.0,32.02879206788064
2014,21,US-born,38101200,13769500.0,36.13928170241357
2014,22,Foreign-born,2362000,856400.0,36.25740897544454
2014,22,US-born,38875200,13758000.0,35.39017162612668
2014,23,Foreign-born,840500,221200.0,26.317668054729324
2014,23,US-born,15501700,5619400.0,36.25021771805673
2014,24,Foreign-born,17762400,5997700.0,33.76627032383011
2014,24,US-born,70478800,21973900.0,31.178028002746927
2014,25,Foreign-born,17563800,5796300.0,33.00140060806887
2014,25,US-born,94128100,31048100.0,32.98494285978364
2014,26,Foreign-born,11425700,2910400.0,25.472399940485047
2014,26,US-born,94432300,32781200.0,34.71396969045549
2014,27,Foreign-born,6878600,1839700.0,26.745267932428114
2014,27,US-born,70370400,23576600.0,33.50357536691563
2014,28,Foreign-born,863400,266600.0,30.877924484595788
2014,28,US-born,22733500,8621300.0,37.92332900785185
2014,29,Foreign-born,4455700,1373500.0,30.825683955382992
2014,29,US-born,63471700,22258700.0,35.06869990877824
2014,30,Foreign-born,433200,129900.0,29.98614958448754
2014,30,US-born,10615500,3788100.0,35.684612123781264
2014,31,Foreign-born,1223000,504400.0,41.24284546197874
2014,31,US-born,23812900,8852200.0,37.173968731233906
2014,32,Foreign-born,5499900,3122000.0,56.76466844851724
2014,32,US-born,18078000,7326300.0,40.52605376700962
2014,33,Foreign-born,1560000,518000.0,33.205128205128204
2014,33,US-born,17086100,6267900.0,36.684205289679916
2014,34,Foreign-born,37330300,13134600.0,35.18482305258731
2014,34,US-born,96995000,32877300.0,33.895870921181505
2014,35,Foreign-born,1357000,509200.0,37.52394988946205
2014,35,US-born,16308500,5723100.0,35.09274304810375
2014,36,Foreign-born,69744100,27081500.0,38.82980782603833
2014,36,US-born,210798300,72673200.0,34.475230587722955
2014,37,Foreign-born,9538900,3020800.0,31.668221702712053
2014,37,US-born,100628400,37048000.0,36.81664420779819
2014,38,Foreign-born,403800,229900.0,56.934125804853885
2014,38,US-born,7093000,2664500.0,37.56520513182011
2014,39,Foreign-born,9690700,2645900.0,27.303497167387285
2014,39,US-born,116559000,39613300.0,33.98562101596616
2014,40,Foreign-born,1865000,524800.0,28.13941018766756
2014,40,US-born,32827000,11789300.0,35.91342492460475
2014,41,Foreign-born,4422500,1414000.0,31.972866026003395
2014,41,US-born,40383500,14462900.0,35.81388438347345
2014,42,Foreign-born,14860200,4950100.0,33.311126364382716
2014,42,US-born,137742500,48541600.0,35.24082980924551
2014,44,Foreign-born,1470500,697700.0,47.44644678680721
2014,44,US-born,11829800,4287800.0,36.24575225278534
2014,45,Foreign-born,2844500,1021000.0,35.89383019862893
2014,45,US-born,45021100,17320700.0,38.47240516113556
2014,46,Foreign-born,203500,53100.0,26.093366093366093
2014,46,US-born,9247300,3356100.0,36.2927557232922
2014,47,Foreign-born,3944900,1392100.0,35.28860047149484
2014,47,US-born,62126500,23455400.0,37.754259454500094
2014,48,Foreign-born,49736300,16887000.0,33.953068483180296
2014,48,US-born,227036300,75452500.0,33.23367232464589
2014,49,Foreign-born,2477600,1087100.0,43.87713916693575
2014,49,US-born,27745200,8803400.0,31.72945230165939
2014,50,Foreign-born,482900,79200.0,16.40091116173121
2014,50,US-born,8762200,3064500.0,34.97409326424871
2014,51,Foreign-born,19945600,6337100.0,31.771919621370127
2014,51,US-born,97342500,30937400.0,31.782006831548397
2014,53,Foreign-born,12684100,4536800.0,35.76761457257511
2014,53,US-born,72576500,24593700.0,33.88658863406199
2014,54,Foreign-born,421100,104000.0,24.69722156257421
2014,54,US-born,14183200,5142900.0,36.260505386654636
2014,55,Foreign-born,3820200,747400.0,19.564420710957542
2014,55,US-born,65341200,22895400.0,35.03976051863143
2014,56,Foreign-born,252600,113600.0,44.972288202692
2014,56,US-born,5398600,1872000.0,34.67565665172452
2015,1,Foreign-born,2056600,726800.0,35.339881357580474
2015,1,US-born,41785500,14512700.0,34.731425973124644
2015,2,Foreign-born,848600,565200.0,66.60381805326419
2015,2,US-born,6915900,2508200.0,36.267152503651005
2015,4,Foreign-born,8570100,2802500.0,32.70090197313917
2015,4,US-born,56394100,20568100.0,36.47207775281457
2015,5,Foreign-born,1318500,488300.0,37.034508911642014
2015,5,US-born,22505000,7574800.0,33.65829815596534
2015,6,Foreign-born,138826200,49381600.0,35.57080723955565
2015,6,US-born,320140500,106105800.0,33.14351042745295
2015,8,Foreign-born,6532600,2445400.0,37.43379358907632
2015,8,US-born,76126400,27337400.0,35.91053826267891
2015,9,Foreign-born,8600300,2632100.0,30.60474634605769
2015,9,US-born,46622200,15278000.0,32.76979636310599
2015,10,Foreign-born,1518100,374500.0,24.668994137408603
2015,10,US-born,10005800,3177600.0,31.757580603250112
2015,11,Foreign-born,2818300,671200.0,23.815775467480396
2015,11,US-born,12697600,3217200.0,25.337071572580644
2015,12,Foreign-born,53733300,23393700.0,43.53668953888929
2015,12,US-born,151433400,57305700.0,37.84218012670917
2015,13,Foreign-born,17015300,6039500.0,35.494525515271555
2015,13,US-born,99629700,34702200.0,34.831179859017944
2015,15,Foreign-born,2932900,1200900.0,40.94582154181868
2015,15,US-born,13847400,5300700.0,38.27938818839638
2015,16,Foreign-born,888900,248200.0,27.922150973112835
2015,16,US-born,14145500,4963600.0,35.08960446785196
2015,17,Foreign-born,27668000,9707400.0,35.085297094115944
2015,17,US-born,144840700,51183300.0,35.337650259906226
2015,18,Foreign-born,4480100,1068700.0,23.85437825048548
2015,18,US-born,63277700,23018600.0,36.377112316029184
2015,19,Foreign-born,1944700,545100.0,28.03003033886975
2015,19,US-born,32762900,11777900.0,35.94889341297626
2015,20,Foreign-born,2816800,886800.0,31.482533371201367
2015,20,US-born,33923600,10850000.0,31.983633812449153
2015,21,Foreign-born,2565600,1094100.0,42.644995322731525
2015,21,US-born,38709900,14326900.0,37.0109455203966
2015,22,Foreign-born,2266100,777400.0,34.305635232337494
2015,22,US-born,40226000,14162600.0,35.20757718888281
2015,23,Foreign-born,747300,288300.0,38.57888398233641
2015,23,US-born,15396800,5261700.0,34.17398420451003
2015,24,Foreign-born,19973500,6848600.0,34.28843217262874
2015,24,US-born,72337400,22583000.0,31.21898215860675
2015,25,Foreign-born,19511200,5932300.0,30.404588133994835
2015,25,US-born,95017400,31703200.0,33.36567828629283
2015,26,Foreign-born,12253500,3101500.0,25.311135593911942
2015,26,US-born,96469900,33613900.0,34.843925410931284
2015,27,Foreign-born,7858700,2471400.0,31.447949406390368
2015,27,US-born,72867100,24663400.0,33.847099719901024
2015,28,Foreign-born,743500,318900.0,42.89172831203766
2015,28,US-born,22545400,8530400.0,37.836543152926986
2015,29,Foreign-born,4424800,1044700.0,23.610106671487976
2015,29,US-born,64787600,23073000.0,35.61329637152789
2015,30,Foreign-born,323300,62600.0,19.3628209093721
2015,30,US-born,11016600,4059600.0,36.84984477969609
2015,31,Foreign-born,1397800,489500.0,35.019316068107024
2015,31,US-born,22169900,7741900.0,34.92077095521405
2015,32,Foreign-born,5420400,2821000.0,52.044129584532506
2015,32,US-born,19301300,7545800.0,39.094775999544076
2015,33,Foreign-born,1491600,461500.0,30.939930276213463
2015,33,US-born,17427800,6181700.0,35.47034049048073
2015,34,Foreign-born,37792400,12997700.0,34.392364602406836
2015,34,US-born,97885300,33789400.0,34.5193813575685
2015,35,Foreign-born,1726800,515200.0,29.83553393560343
2015,35,US-born,16414600,5692500.0,34.67949264679005
2015,36,Foreign-born,71487300,27131900.0,37.95345466957068
2015,36,US-born,212951300,72475500.0,34.03383778356835
2015,37,Foreign-born,10570400,3272500.0,30.95909331718762
2015,37,US-born,104076400,37211700.0,35.75421517270006
2015,38,Foreign-born,447300,207100.0,46.30002235636038
2015,38,US-born,9221900,3291300.0,35.69004218219673
2015,39,Foreign-born,9339900,2737700.0,29.31187700082442
2015,39,US-born,117756800,39971000.0,33.943687328460015
2015,40,Foreign-born,2591200,1009000.0,38.939487496140785
2015,40,US-born,34454500,13037200.0,37.83888896951051
2015,41,Foreign-born,4775700,1737000.0,36.371631383880896
2015,41,US-born,43646400,15400100.0,35.28378056380366
2015,42,Foreign-born,14187500,4522700.0,31.878061674008812
2015,42,US-born,139793700,47454500.0,33.94609342194963
2015,44,Foreign-born,1636400,641300.0,39.189684673673916
2015,44,US-born,12355100,4359400.0,35.28421461582666
2015,45,Foreign-born,3217000,1145000.0,35.59216661485856
2015,45,US-born,47075700,18113800.0,38.478025817991025
2015,46,Foreign-born,204500,77100.0,37.70171149144254
2015,46,US-born,9247700,3862900.0,41.77146750002703
2015,47,Foreign-born,4524200,1600000.0,35.36536846293267
2015,47,US-born,63818900,23141200.0,36.26073153877613
2015,48,Foreign-born,53593900,18208300.0,33.97457546474506
2015,48,US-born,231953200,77158600.0,33.2647275398658
2015,49,Foreign-born,2414500,991800.0,41.0768275005177
2015,49,US-born,28394800,9178500.0,32.324580557003394
2015,50,Foreign-born,567900,290900.0,51.223807008276104
2015,50,US-born,8619900,2892400.0,33.55491363008852
2015,51,Foreign-born,20984400,6549300.0,31.210327671984906
2015,51,US-born,97638000,32491000.0,33.277002806284436
2015,53,Foreign-born,15418000,5268500.0,34.17109871578674
2015,53,US-born,73095200,24826700.0,33.96488415107969
2015,54,Foreign-born,859600,160100.0,18.624941833410887
2015,54,US-born,14037600,4825700.0,34.376959024334646
2015,55,Foreign-born,4271000,1158100.0,27.115429641770078
2015,55,US-born,64582000,21544100.0,33.359295159642
2015,56,Foreign-born,126600,43900.0,34.67614533965245
2015,56,US-born,5944300,2415400.0,40.63388456168094
2016,1,Foreign-born,2359700,563000.0,23.858965122685085
2016,1,US-born,43448600,14705200.0,33.845049092490896
2016,2,Foreign-born,882200,390400.0,44.25300385400136
2016,2,US-born,7230100,2370300.0,32.78377892421958
2016,4,Foreign-born,9797400,3383800.0,34.537734500990055
2016,4,US-born,58053800,20633700.0,35.5423762096538
2016,5,Foreign-born,1361800,421500.0,30.95168159788515
2016,5,US-born,24424400,8087200.0,33.11115114393803
2016,6,Foreign-born,141601700,49386400.0,34.876982409109495
2016,6,US-born,329981300,111613500.0,33.8241894313405
2016,8,Foreign-born,6968500,2691400.0,38.62237210303508
2016,8,US-born,77699900,27745500.0,35.70854016543136
2016,9,Foreign-born,9388600,3193400.0,34.013590950727476
2016,9,US-born,45905100,14541400.0,31.67709034508148
2016,10,Foreign-born,1568100,350300.0,22.33913653465978
2016,10,US-born,9875300,3341900.0,33.84099723552702
2016,11,Foreign-born,2590000,643900.0,24.861003861003862
2016,11,US-born,13405900,3071600.0,22.912299808293362
2016,12,Foreign-born,55407700,24786000.0,44.73385468084761
2016,12,US-born,151871200,56672800.0,37.31635754507767
2016,13,Foreign-born,18002200,7660700.0,42.554243370254746
2016,13,US-born,104163600,37221900.0,35.73407601119777
2016,15,Foreign-born,3593400,1727200.0,48.06589859186286
2016,15,US-born,14855900,6307200.0,42.45585928822892
2016,16,Foreign-born,878700,219400.0,24.968703766928417
2016,16,US-born,14984800,5381000.0,35.909721851476164
2016,17,Foreign-born,28372400,10058600.0,35.4520590432956
2016,17,US-born,149672900,54251800.0,36.246909093095674
2016,18,Foreign-born,4705800,1325100.0,28.158867780186153
2016,18,US-born,65136800,22977400.0,35.27560457375861
2016,19,Foreign-born,2056100,773500.0,37.6197655756043
2016,19,US-born,34269800,11675600.0,34.06964732796807
2016,20,Foreign-born,2792200,837900.0,30.0085953728243
2016,20,US-born,33955100,11498700.0,33.8644268460408
2016,21,Foreign-born,2339800,830900.0,35.51158218651167
2016,21,US-born,38768900,14078200.0,36.31312727469699
2016,22,Foreign-born,2546400,740200.0,29.068488846999685
2016,22,US-born,39885900,14040300.0,35.20116131264432
2016,23,Foreign-born,924300,340400.0,36.82786973926214
2016,23,US-born,16312500,5955600.0,36.50942528735632
2016,24,Foreign-born,20000500,6669000.0,33.344166395840105
2016,24,US-born,72812300,21900400.0,30.077885192474348
2016,25,Foreign-born,20049400,6077100.0,30.310632737139265
2016,25,US-born,96447700,31610800.0,32.77506876783998
2016,26,Foreign-born,12597500,2848000.0,22.607660250049612
2016,26,US-born,97697800,34361100.0,35.17080220844277
2016,27,Foreign-born,7157000,2651400.0,37.046248428112335
2016,27,US-born,72122100,25097100.0,34.798071603572275
2016,28,Foreign-born,728300,218300.0,29.973911849512564
2016,28,US-born,24115800,8431800.0,34.963799666608615
2016,29,Foreign-born,4675700,1176200.0,25.155591676112664
2016,29,US-born,64980700,23328800.0,35.90112140989555
2016,30,Foreign-born,571300,218200.0,38.193593558550674
2016,30,US-born,11640700,4382000.0,37.64378430850378
2016,31,Foreign-born,977000,323000.0,33.0603889457523
2016,31,US-born,24579700,8553200.0,34.797820966081765
2016,32,Foreign-born,5673800,3086500.0,54.399168106031226
2016,32,US-born,19021100,7224200.0,37.97992755413725
2016,33,Foreign-born,1483500,516100.0,34.789349511290865
2016,33,US-born,18147200,6644000.0,36.61170869335214
2016,34,Foreign-born,39005000,12684300.0,32.51967696449174
2016,34,US-born,99622900,33533600.0,33.66053387323597
2016,35,Foreign-born,1979300,606300.0,30.632041630879602
2016,35,US-born,16357200,5773900.0,35.29882865038026
2016,36,Foreign-born,72573400,28488000.0,39.254051760011244
2016,36,US-born,215977800,73836300.0,34.18698588466037
2016,37,Foreign-born,11754500,3985700.0,33.907865072950784
2016,37,US-born,109638600,39465000.0,35.99553441944717
2016,38,Foreign-born,475900,164400.0,34.54507249422147
2016,38,US-born,9424000,3064700.0,32.52016129032258
2016,39,Foreign-born,9658000,2896700.0,29.99275212259267
2016,39,US-born,121009400,40634900.0,33.57995329288468
2016,40,Foreign-born,2483100,764500.0,30.788127743546372
2016,40,US-born,35904700,13097400.0,36.478232654777784
2016,41,Foreign-born,5623200,1822400.0,32.408592971973256
2016,41,US-born,43814100,15685400.0,35.79989090270027
2016,42,Foreign-born,15289900,5228100.0,34.19316019071413
2016,42,US-born,146556000,50927600.0,34.74958377684981
2016,44,Foreign-born,1938400,775300.0,39.996904663640116
2016,44,US-born,12952900,4611800.0,35.604382030278934
2016,45,Foreign-born,3136900,1047600.0,33.39602792565909
2016,45,US-born,49481000,19190000.0,38.78256300398132
2016,46,Foreign-born,338000,154500.0,45.710059171597635
2016,46,US-born,10091300,3751400.0,37.174595939076234
2016,47,Foreign-born,5177200,1712500.0,33.0777254114193
2016,47,US-born,64202600,23286900.0,36.27096098911882
2016,48,Foreign-born,56187700,18731300.0,33.33701148116047
2016,48,US-born,240159000,79764400.0,33.213162946214794
2016,49,Foreign-born,2723300,1063300.0,39.04454154885617
2016,49,US-born,30027400,9556600.0,31.826265344318855
2016,50,Foreign-born,560400,163400.0,29.157744468236974
2016,50,US-born,8467100,2924800.0,34.54311393511355
2016,51,Foreign-born,21225200,7293000.0,34.36010025818367
2016,51,US-born,100961800,32271900.0,31.964465768241055
2016,53,Foreign-born,15560000,5428200.0,34.88560411311054
2016,53,US-born,78628300,27059300.0,34.41419946762171
2016,54,Foreign-born,782900,306900.0,39.20040873674799
2016,54,US-born,14331100,5088300.0,35.50529966297074
2016,55,Foreign-born,4064200,1008500.0,24.814231583091384
2016,55,US-born,67526900,22179800.0,32.84587327420628
2016,56,Foreign-born,328200,123700.0,37.69043266301036
2016,56,US-born,5586800,2452400.0,43.896327056633496
2017,1,Foreign-born,2549200,900100.0,35.309116585595476
2017,1,US-born,43905300,15364700.0,34.99509170874587
2017,2,Foreign-born,936400,445000.0,47.522426313541224
2017,2,US-born,6903100,2569400.0,37.22095869971462
2017,4,Foreign-born,10150400,3395300.0,33.449913303909206
2017,4,US-born,60731600,21587000.0,35.54492224805538
2017,5,Foreign-born,1640700,429200.0,26.15956603888584
2017,5,US-born,25136700,8526500.0,33.920522582518785
2017,6,Foreign-born,148608300,52956400.0,35.63488714964104
2017,6,US-born,339004900,112670100.0,33.23553730344311
2017,8,Foreign-born,8157800,3352900.0,41.10054181274363
2017,8,US-born,81208200,29031600.0,35.749591789991655
2017,9,Foreign-born,9382800,3423100.0,36.48271304940956
2017,9,US-born,45431300,13821700.0,30.42329847484003
2017,10,Foreign-born,1835000,515400.0,28.08719346049046
2017,10,US-born,10131600,3556700.0,35.10501796359904
2017,11,Foreign-born,2794300,697500.0,24.96152882653974
2017,11,US-born,13124900,2846000.0,21.6839747350456
2017,12,Foreign-born,59591900,27829600.0,46.70030658529095
2017,12,US-born,157423400,58275100.0,37.01806719966663
2017,13,Foreign-born,18174900,6592500.0,36.27255170592411
2017,13,US-born,107102500,38520900.0,35.96638733923111
2017,15,Foreign-born,3637100,1743500.0,47.93654285007286
2017,15,US-born,14426900,5725600.0,39.686973639520616
2017,16,Foreign-born,850300,348100.0,40.93849229683641
2017,16,US-born,15223500,5317900.0,34.932177225999276
2017,17,Foreign-born,29899300,10880200.0,36.38948069018338
2017,17,US-born,149249300,52378500.0,35.094636959771336
2017,18,Foreign-born,5462200,1546600.0,28.314598513419504
2017,18,US-born,66071000,23275500.0,35.22801228980945
2017,19,Foreign-born,1980100,408700.0,20.640371698399072
2017,19,US-born,36156000,12651500.0,34.991426042703836
2017,20,Foreign-born,2516700,718500.0,28.54929073787102
2017,20,US-born,34937400,11800800.0,33.776983977056105
2017,21,Foreign-born,2604800,873300.0,33.526566339066335
2017,21,US-born,40101000,14771300.0,36.83524101643351
2017,22,Foreign-born,2567400,798300.0,31.093713484458984
2017,22,US-born,41009900,14649700.0,35.72234996915379
2017,23,Foreign-born,914200,333500.0,36.47998249835922
2017,23,US-born,16311200,5583900.0,34.23353278728726
2017,24,Foreign-born,20217600,6632600.0,32.806069958847736
2017,24,US-born,76284900,22260600.0,29.180873278984436
2017,25,Foreign-born,20477900,6323500.0,30.879631212184844
2017,25,US-born,97820900,32061400.0,32.775613391412264
2017,26,Foreign-born,13040900,3633100.0,27.85927351639841
2017,26,US-born,99829700,34455800.0,34.51457832689069
2017,27,Foreign-born,8040100,2676000.0,33.283168119799505
2017,27,US-born,74660800,26308200.0,35.23696504725372
2017,28,Foreign-born,765500,201300.0,26.29653821032005
2017,28,US-born,23624100,8453000.0,35.78125727540943
2017,29,Foreign-born,5364300,1596000.0,29.75225099267379
2017,29,US-born,67108400,23501200.0,35.01975907636004
2017,30,Foreign-born,363500,70100.0,19.284731774415405
2017,30,US-born,12330400,4846400.0,39.30448322844352
2017,31,Foreign-born,1741200,732000.0,42.03997243280496
2017,31,US-born,22597600,7930700.0,35.09531985697596
2017,32,Foreign-born,6348300,3660100.0,57.65480522344565
2017,32,US-born,21660800,8509800.0,39.28663761264588
2017,33,Foreign-born,1794200,634300.0,35.352803477873145
