period,country,country_key,iso3,is_aggregate,sex,age,comparison_group,comparison_label,reporting_country_rate_pct,comparison_rate_pct,employment_rate_gap_pp
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,46.92,57.279999999999994,10.359999999999992
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,46.92,57.1,10.18
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,67.26,67.35999999999999,0.0999999999999801
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,67.26,80.17999999999999,12.919999999999987
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,67.26,70.16,2.8999999999999915
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,67.26,69.35999999999999,2.09999999999998
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,77.58000000000001,77.62,0.03999999999999204
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,77.58000000000001,82.91999999999999,5.339999999999975
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,77.58000000000001,73.82,-3.7600000000000193
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 59 years,no_response,No response,77.58000000000001,59.4,-18.180000000000014
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,77.58000000000001,72.9,-4.680000000000007
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,72.11999999999999,72.2,0.0800000000000125
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,72.11999999999999,80.38,8.260000000000005
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,72.11999999999999,73.10000000000001,0.9800000000000182
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 64 years,no_response,No response,72.11999999999999,59.2,-12.919999999999987
2020-2024,Slovenia,SVN,SVN,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,72.11999999999999,72.34,0.22000000000001307
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,17.683333333333334,18.066666666666666,0.38333333333333286
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,17.683333333333334,28.316666666666674,10.63333333333334
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,17.683333333333334,24.483333333333334,6.800000000000001
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,17.683333333333334,22.933333333333334,5.25
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,33.93333333333334,34.4,0.46666666666666146
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,33.93333333333334,44.166666666666664,10.233333333333327
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,33.93333333333334,37.03333333333333,3.0999999999999943
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,33.93333333333334,34.03333333333333,0.09999999999999432
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,52.23333333333334,52.416666666666664,0.1833333333333229
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,52.23333333333334,54.88333333333333,2.6499999999999915
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,52.23333333333334,47.53333333333333,-4.70000000000001
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,52.23333333333334,44.21666666666666,-8.01666666666668
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,57.88333333333333,57.88333333333333,0.0
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,57.88333333333333,58.13333333333333,0.25
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,57.88333333333333,51.31666666666666,-6.56666666666667
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,57.88333333333333,48.06666666666667,-9.816666666666663
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,55.349999999999994,55.400000000000006,0.05000000000001137
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,55.349999999999994,57.25000000000001,1.9000000000000128
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,55.349999999999994,50.76666666666667,-4.5833333333333215
2014-2019,Spain,ESP,ESP,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,55.349999999999994,47.65,-7.699999999999996
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,19.483333333333334,19.933333333333334,0.4499999999999993
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,19.483333333333334,32.733333333333334,13.25
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,19.483333333333334,29.25,9.766666666666666
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,19.483333333333334,27.950000000000003,8.466666666666669
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,35.81666666666667,36.449999999999996,0.6333333333333258
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,35.81666666666667,50.849999999999994,15.033333333333324
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,35.81666666666667,43.800000000000004,7.983333333333334
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,35.81666666666667,40.75,4.93333333333333
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,57.1,57.583333333333336,0.4833333333333343
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,57.1,66.9,9.800000000000004
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,57.1,60.4,3.299999999999997
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,57.1,57.43333333333334,0.3333333333333357
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,67.68333333333334,67.8,0.11666666666666003
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,67.68333333333334,69.83333333333333,2.1499999999999915
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,67.68333333333334,64.05,-3.63333333333334
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,67.68333333333334,61.23333333333333,-6.45000000000001
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,65.48333333333333,65.61666666666667,0.13333333333333997
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,65.48333333333333,68.7,3.2166666666666686
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,65.48333333333333,63.21666666666666,-2.266666666666673
2014-2019,Spain,ESP,ESP,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,65.48333333333333,60.550000000000004,-4.93333333333333
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,18.633333333333336,19.033333333333335,0.3999999999999986
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,18.633333333333336,30.46666666666667,11.833333333333332
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,18.633333333333336,26.883333333333336,8.25
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,18.633333333333336,25.483333333333334,6.849999999999998
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,34.916666666666664,35.43333333333333,0.5166666666666657
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,34.916666666666664,47.383333333333326,12.466666666666661
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,34.916666666666664,40.18333333333334,5.266666666666673
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,34.916666666666664,37.18333333333333,2.2666666666666657
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,54.73333333333334,55.03333333333333,0.29999999999999005
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,54.73333333333334,60.449999999999996,5.716666666666654
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,54.73333333333334,53.449999999999996,-1.2833333333333456
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,54.73333333333334,50.28333333333333,-4.45000000000001
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,62.86666666666667,62.88333333333333,0.01666666666666572
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,62.86666666666667,63.71666666666667,0.8500000000000014
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,62.86666666666667,57.4,-5.466666666666669
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,62.86666666666667,54.333333333333336,-8.533333333333331
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,60.449999999999996,60.54999999999999,0.09999999999999432
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,60.449999999999996,62.73333333333334,2.2833333333333456
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,60.449999999999996,56.71666666666667,-3.733333333333327
2014-2019,Spain,ESP,ESP,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,60.449999999999996,53.76666666666667,-6.683333333333323
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,19.62,19.779999999999998,0.1599999999999966
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,19.62,24.720000000000002,5.100000000000001
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,19.62,24.96,5.34
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,19.62,25.1,5.48
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,35.56,35.8,0.23999999999999488
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,35.56,42.019999999999996,6.459999999999994
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,35.56,38.67999999999999,3.1199999999999903
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,35.56,37.92,2.3599999999999994
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,52.94000000000001,53.17999999999999,0.23999999999998067
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,52.94000000000001,58.06,5.11999999999999
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,52.94000000000001,48.739999999999995,-4.200000000000017
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,52.94000000000001,46.019999999999996,-6.920000000000016
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,62.46,62.379999999999995,-0.0800000000000054
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,62.46,60.5,-1.9600000000000009
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,62.46,52.8,-9.660000000000004
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,62.46,50.02,-12.439999999999998
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,60.21999999999999,60.2,-0.019999999999988916
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,60.21999999999999,59.15999999999999,-1.0600000000000023
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,60.21999999999999,52.0,-8.219999999999992
2020-2024,Spain,ESP,ESP,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,60.21999999999999,49.38000000000001,-10.839999999999982
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,22.58,22.860000000000003,0.2800000000000047
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,22.58,32.44,9.86
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,22.58,32.06,9.480000000000004
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,22.58,31.9,9.32
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,37.96,38.419999999999995,0.45999999999999375
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,37.96,50.58,12.619999999999997
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,37.96,47.879999999999995,9.919999999999995
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,37.96,46.99999999999999,9.039999999999992
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,56.98,57.44,0.46000000000000085
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,56.98,67.17999999999999,10.199999999999996
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,56.98,62.34000000000001,5.360000000000014
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,56.98,60.8,3.8200000000000003
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 39 years,stateless,Stateless,56.98,100.0,43.02
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,70.7,70.85999999999999,0.15999999999998238
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,70.7,74.02000000000001,3.3200000000000074
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,70.7,68.24000000000001,-2.4599999999999937
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,70.7,66.08,-4.6200000000000045
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 59 years,stateless,Stateless,70.7,100.0,29.299999999999997
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,68.88,69.06,0.18000000000000682
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,68.88,72.9,4.02000000000001
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,68.88,67.56,-1.3199999999999932
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,68.88,65.47999999999999,-3.4000000000000057
2020-2024,Spain,ESP,ESP,0,Males,From 15 to 64 years,stateless,Stateless,68.88,100.0,31.120000000000005
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,21.14,21.380000000000003,0.240000000000002
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,21.14,28.579999999999995,7.439999999999994
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,21.14,28.52,7.379999999999999
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,21.14,28.52,7.379999999999999
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 24 years,stateless,Stateless,21.14,68.1,46.959999999999994
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,36.78,37.12,0.3399999999999963
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,36.78,46.339999999999996,9.559999999999995
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,36.78,43.17999999999999,6.3999999999999915
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,36.78,42.28,5.5
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 29 years,stateless,Stateless,36.78,68.1,31.319999999999993
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,55.04,55.379999999999995,0.3399999999999963
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,55.04,62.379999999999995,7.339999999999996
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,55.04,55.120000000000005,0.0800000000000054
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,55.04,52.94,-2.1000000000000014
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 39 years,stateless,Stateless,55.04,59.7,4.660000000000004
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,66.64,66.7,0.060000000000002274
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,66.64,67.0,0.35999999999999943
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,66.64,60.14000000000001,-6.499999999999993
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,66.64,57.64,-9.0
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 59 years,stateless,Stateless,66.64,55.2,-11.439999999999998
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,64.6,64.63999999999999,0.03999999999999204
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,64.6,65.78,1.1800000000000068
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,64.6,59.4,-5.199999999999996
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,64.6,57.019999999999996,-7.579999999999998
2020-2024,Spain,ESP,ESP,0,Total,From 15 to 64 years,stateless,Stateless,64.6,55.2,-9.399999999999991
2014-2019,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,47.25,47.0,-0.25
2014-2019,Sweden,SWE,SWE,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,47.25,34.01666666666667,-13.233333333333327
2014-2019,Sweden,SWE,SWE,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,47.25,23.666666666666668,-23.583333333333332
2014-2019,Sweden,SWE,SWE,0,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,47.25,20.400000000000002,-26.849999999999998
2014-2019,Sweden,SWE,SWE,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,59.25,59.150000000000006,-0.09999999999999432
2014-2019,Sweden,SWE,SWE,0,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,59.25,54.70000000000001,-4.54999999999999
