DATAFLOW,LAST UPDATE,freq,citizen,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LI,2014,110.43,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LI,2015,112.40,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LI,2016,164.80,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LI,2017,161.33,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LI,2018,141.68,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LI,2019,93.80,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LI,2020,98.07,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LI,2022,134.83,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LI,2023,113.42,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LI,2024,144.95,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2008,2.80,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2009,3.71,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2010,3.18,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2011,4.19,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2012,3.76,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2013,5.01,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2014,5.40,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2015,4.38,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2016,3.84,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2017,4.00,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2018,4.45,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2019,4.58,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2020,3.65,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2021,5.97,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2022,5.92,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2023,5.35,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LT,2024,5.72,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2008,114.92,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2009,98.07,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2010,92.22,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2011,87.53,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2012,88.79,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2013,84.54,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2014,84.59,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2015,91.66,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2016,94.23,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2017,83.46,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2018,81.56,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2019,71.51,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2020,65.00,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2021,70.42,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2022,85.06,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2023,69.31,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LU,2024,70.83,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2008,3.74,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2009,3.93,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2010,4.39,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2011,4.00,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2012,3.72,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2013,3.36,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2014,4.35,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2015,5.34,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2016,7.21,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2017,4.82,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2018,4.34,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2019,3.39,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2020,2.36,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2021,3.06,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2022,4.21,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2023,6.11,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,LV,2024,9.63,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2008,7.80,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2009,13.77,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2010,18.58,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2011,13.23,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2012,32.56,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2013,37.69,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2014,60.17,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2015,27.49,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2016,45.64,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2017,30.05,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2018,27.96,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2019,30.86,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2020,21.23,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2021,24.65,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2022,23.31,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2023,29.03,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,ME,2024,32.55,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MK,2009,2.44,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MK,2016,14.63,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MK,2017,6.41,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MK,2022,15.84,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MK,2023,7.98,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MK,2024,6.24,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MT,2008,37.76,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MT,2009,52.32,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MT,2010,69.08,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MT,2016,52.62,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MT,2017,54.10,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MT,2018,54.03,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MT,2019,79.02,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MT,2020,102.61,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MT,2021,60.26,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MT,2022,50.67,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MT,2023,64.39,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,MT,2024,64.78,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2008,17.19,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2009,17.31,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2010,17.21,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2011,16.25,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2012,15.18,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2013,14.36,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2014,12.89,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2015,11.20,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2016,10.79,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2017,12.04,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2018,12.72,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2019,13.28,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2020,13.22,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2021,13.04,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2022,13.96,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2023,14.96,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NL,2024,14.34,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2012,24.01,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2013,23.99,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2014,24.98,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2015,26.34,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2016,25.47,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2017,25.26,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2018,22.58,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2019,19.95,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2020,18.48,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2021,16.69,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2022,16.13,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2023,16.00,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,NO,2024,16.58,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2008,1.43,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2009,1.56,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2010,1.50,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2011,1.46,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2012,1.49,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2013,1.37,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2014,1.43,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2015,1.37,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2016,1.75,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2017,2.22,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2018,2.74,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2019,3.45,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2020,3.34,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2021,4.60,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2022,4.86,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2023,6.40,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PL,2024,6.99,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2008,20.75,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2009,21.42,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2010,22.60,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2011,24.10,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2012,24.68,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2013,25.24,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2014,23.90,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2015,24.12,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2016,22.31,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2017,20.99,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2018,19.12,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2019,19.32,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2020,17.18,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2021,16.24,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2022,18.49,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2023,19.50,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,PT,2024,20.36,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2008,0.93,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2009,0.99,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2010,0.96,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2011,0.97,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2012,0.87,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2013,0.97,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2014,1.27,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2015,1.35,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2016,1.53,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2017,1.46,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2018,1.30,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2019,1.21,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2020,1.17,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2021,1.17,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2022,1.30,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2023,1.32,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RO,2024,1.43,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2008,2.21,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2009,2.62,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2010,4.34,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2011,2.61,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2012,2.90,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2013,4.90,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2014,4.23,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2015,4.96,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2016,5.06,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2017,4.97,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2018,4.53,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2019,5.00,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2020,5.57,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2021,6.16,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2022,5.80,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2023,10.98,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,RS,2024,7.80,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2012,20.92,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2013,19.39,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2014,13.73,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2015,13.59,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2016,12.93,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2017,12.41,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2018,13.03,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2019,13.82,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2020,14.19,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2021,19.28,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2022,19.91,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2023,21.40,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SE,2024,22.72,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2008,6.77,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2009,6.74,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2010,7.28,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2011,6.49,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2012,7.88,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2013,7.04,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2014,7.28,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2015,6.35,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2016,5.72,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2018,9.14,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2019,13.50,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2020,19.85,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2021,17.02,,
ESTAT:CRIM_PRIS_CTZ(1.0),29/04/26 11:00:00,A,FOR,P_HTHAB,SI,2022,19.17,,
