Year,Country,Cohort,Value,Metric
2013,UK,Native,85.1,Highly_Educated_Employment_Rate
2014,UK,Native,85.6,Highly_Educated_Employment_Rate
2015,UK,Native,85.8,Highly_Educated_Employment_Rate
2016,UK,Native,86.1,Highly_Educated_Employment_Rate
2017,UK,Native,85.9,Highly_Educated_Employment_Rate
2018,UK,Native,86.1,Highly_Educated_Employment_Rate
2019,UK,Native,86.5,Highly_Educated_Employment_Rate
1995,AT,Extra_EU_Migrant,85.9,Highly_Educated_Employment_Rate
1996,AT,Extra_EU_Migrant,71.9,Highly_Educated_Employment_Rate
1997,AT,Extra_EU_Migrant,77.6,Highly_Educated_Employment_Rate
1998,AT,Extra_EU_Migrant,79.0,Highly_Educated_Employment_Rate
1999,AT,Extra_EU_Migrant,67.2,Highly_Educated_Employment_Rate
2000,AT,Extra_EU_Migrant,79.5,Highly_Educated_Employment_Rate
2001,AT,Extra_EU_Migrant,76.3,Highly_Educated_Employment_Rate
2002,AT,Extra_EU_Migrant,77.6,Highly_Educated_Employment_Rate
2003,AT,Extra_EU_Migrant,75.4,Highly_Educated_Employment_Rate
2004,AT,Extra_EU_Migrant,78.6,Highly_Educated_Employment_Rate
2005,AT,Extra_EU_Migrant,65.3,Highly_Educated_Employment_Rate
2006,AT,Extra_EU_Migrant,67.8,Highly_Educated_Employment_Rate
2007,AT,Extra_EU_Migrant,62.4,Highly_Educated_Employment_Rate
2008,AT,Extra_EU_Migrant,61.9,Highly_Educated_Employment_Rate
2009,AT,Extra_EU_Migrant,64.6,Highly_Educated_Employment_Rate
2010,AT,Extra_EU_Migrant,61.6,Highly_Educated_Employment_Rate
2011,AT,Extra_EU_Migrant,67.4,Highly_Educated_Employment_Rate
2012,AT,Extra_EU_Migrant,63.9,Highly_Educated_Employment_Rate
2013,AT,Extra_EU_Migrant,63.2,Highly_Educated_Employment_Rate
2014,AT,Extra_EU_Migrant,67.9,Highly_Educated_Employment_Rate
2015,AT,Extra_EU_Migrant,64.3,Highly_Educated_Employment_Rate
2016,AT,Extra_EU_Migrant,59.4,Highly_Educated_Employment_Rate
2017,AT,Extra_EU_Migrant,65.3,Highly_Educated_Employment_Rate
2018,AT,Extra_EU_Migrant,66.4,Highly_Educated_Employment_Rate
2019,AT,Extra_EU_Migrant,65.9,Highly_Educated_Employment_Rate
2020,AT,Extra_EU_Migrant,63.5,Highly_Educated_Employment_Rate
2021,AT,Extra_EU_Migrant,68.9,Highly_Educated_Employment_Rate
2022,AT,Extra_EU_Migrant,69.6,Highly_Educated_Employment_Rate
2023,AT,Extra_EU_Migrant,67.7,Highly_Educated_Employment_Rate
2024,AT,Extra_EU_Migrant,66.2,Highly_Educated_Employment_Rate
2025,AT,Extra_EU_Migrant,68.1,Highly_Educated_Employment_Rate
1995,BE,Extra_EU_Migrant,49.6,Highly_Educated_Employment_Rate
1996,BE,Extra_EU_Migrant,56.1,Highly_Educated_Employment_Rate
1997,BE,Extra_EU_Migrant,48.7,Highly_Educated_Employment_Rate
1998,BE,Extra_EU_Migrant,60.7,Highly_Educated_Employment_Rate
1999,BE,Extra_EU_Migrant,51.6,Highly_Educated_Employment_Rate
2000,BE,Extra_EU_Migrant,64.9,Highly_Educated_Employment_Rate
2001,BE,Extra_EU_Migrant,55.5,Highly_Educated_Employment_Rate
2002,BE,Extra_EU_Migrant,55.5,Highly_Educated_Employment_Rate
2003,BE,Extra_EU_Migrant,48.6,Highly_Educated_Employment_Rate
2004,BE,Extra_EU_Migrant,59.8,Highly_Educated_Employment_Rate
2005,BE,Extra_EU_Migrant,55.5,Highly_Educated_Employment_Rate
2006,BE,Extra_EU_Migrant,57.5,Highly_Educated_Employment_Rate
2007,BE,Extra_EU_Migrant,57.5,Highly_Educated_Employment_Rate
2008,BE,Extra_EU_Migrant,60.8,Highly_Educated_Employment_Rate
2009,BE,Extra_EU_Migrant,57.2,Highly_Educated_Employment_Rate
2010,BE,Extra_EU_Migrant,58.0,Highly_Educated_Employment_Rate
2011,BE,Extra_EU_Migrant,54.1,Highly_Educated_Employment_Rate
2012,BE,Extra_EU_Migrant,57.5,Highly_Educated_Employment_Rate
2013,BE,Extra_EU_Migrant,55.0,Highly_Educated_Employment_Rate
2014,BE,Extra_EU_Migrant,56.2,Highly_Educated_Employment_Rate
2015,BE,Extra_EU_Migrant,59.7,Highly_Educated_Employment_Rate
2016,BE,Extra_EU_Migrant,52.9,Highly_Educated_Employment_Rate
2017,BE,Extra_EU_Migrant,56.4,Highly_Educated_Employment_Rate
2018,BE,Extra_EU_Migrant,59.4,Highly_Educated_Employment_Rate
2019,BE,Extra_EU_Migrant,57.6,Highly_Educated_Employment_Rate
2020,BE,Extra_EU_Migrant,51.2,Highly_Educated_Employment_Rate
2021,BE,Extra_EU_Migrant,55.9,Highly_Educated_Employment_Rate
2022,BE,Extra_EU_Migrant,65.7,Highly_Educated_Employment_Rate
2023,BE,Extra_EU_Migrant,66.3,Highly_Educated_Employment_Rate
2024,BE,Extra_EU_Migrant,67.4,Highly_Educated_Employment_Rate
2025,BE,Extra_EU_Migrant,65.4,Highly_Educated_Employment_Rate
2017,BG,Extra_EU_Migrant,81.2,Highly_Educated_Employment_Rate
2018,BG,Extra_EU_Migrant,75.9,Highly_Educated_Employment_Rate
2025,BG,Extra_EU_Migrant,74.4,Highly_Educated_Employment_Rate
1996,CH,Extra_EU_Migrant,72.5,Highly_Educated_Employment_Rate
1997,CH,Extra_EU_Migrant,63.4,Highly_Educated_Employment_Rate
1998,CH,Extra_EU_Migrant,78.4,Highly_Educated_Employment_Rate
1999,CH,Extra_EU_Migrant,72.6,Highly_Educated_Employment_Rate
2000,CH,Extra_EU_Migrant,71.1,Highly_Educated_Employment_Rate
2001,CH,Extra_EU_Migrant,81.8,Highly_Educated_Employment_Rate
2002,CH,Extra_EU_Migrant,76.5,Highly_Educated_Employment_Rate
2003,CH,Extra_EU_Migrant,75.0,Highly_Educated_Employment_Rate
2004,CH,Extra_EU_Migrant,73.9,Highly_Educated_Employment_Rate
2005,CH,Extra_EU_Migrant,74.3,Highly_Educated_Employment_Rate
2006,CH,Extra_EU_Migrant,75.1,Highly_Educated_Employment_Rate
2007,CH,Extra_EU_Migrant,72.9,Highly_Educated_Employment_Rate
2008,CH,Extra_EU_Migrant,73.9,Highly_Educated_Employment_Rate
2009,CH,Extra_EU_Migrant,73.2,Highly_Educated_Employment_Rate
2010,CH,Extra_EU_Migrant,66.4,Highly_Educated_Employment_Rate
2011,CH,Extra_EU_Migrant,67.8,Highly_Educated_Employment_Rate
2012,CH,Extra_EU_Migrant,70.3,Highly_Educated_Employment_Rate
2013,CH,Extra_EU_Migrant,67.8,Highly_Educated_Employment_Rate
2014,CH,Extra_EU_Migrant,65.6,Highly_Educated_Employment_Rate
2015,CH,Extra_EU_Migrant,65.0,Highly_Educated_Employment_Rate
2016,CH,Extra_EU_Migrant,69.3,Highly_Educated_Employment_Rate
2017,CH,Extra_EU_Migrant,66.5,Highly_Educated_Employment_Rate
2018,CH,Extra_EU_Migrant,70.6,Highly_Educated_Employment_Rate
2019,CH,Extra_EU_Migrant,70.9,Highly_Educated_Employment_Rate
2020,CH,Extra_EU_Migrant,69.8,Highly_Educated_Employment_Rate
2021,CH,Extra_EU_Migrant,70.1,Highly_Educated_Employment_Rate
2022,CH,Extra_EU_Migrant,72.3,Highly_Educated_Employment_Rate
2023,CH,Extra_EU_Migrant,71.8,Highly_Educated_Employment_Rate
2024,CH,Extra_EU_Migrant,69.8,Highly_Educated_Employment_Rate
2025,CH,Extra_EU_Migrant,67.5,Highly_Educated_Employment_Rate
1999,CY,Extra_EU_Migrant,65.2,Highly_Educated_Employment_Rate
2000,CY,Extra_EU_Migrant,61.7,Highly_Educated_Employment_Rate
2001,CY,Extra_EU_Migrant,67.5,Highly_Educated_Employment_Rate
2002,CY,Extra_EU_Migrant,63.4,Highly_Educated_Employment_Rate
2003,CY,Extra_EU_Migrant,68.2,Highly_Educated_Employment_Rate
2004,CY,Extra_EU_Migrant,68.0,Highly_Educated_Employment_Rate
2005,CY,Extra_EU_Migrant,67.3,Highly_Educated_Employment_Rate
2006,CY,Extra_EU_Migrant,65.6,Highly_Educated_Employment_Rate
2007,CY,Extra_EU_Migrant,67.9,Highly_Educated_Employment_Rate
2008,CY,Extra_EU_Migrant,64.8,Highly_Educated_Employment_Rate
2009,CY,Extra_EU_Migrant,64.5,Highly_Educated_Employment_Rate
2010,CY,Extra_EU_Migrant,60.9,Highly_Educated_Employment_Rate
2011,CY,Extra_EU_Migrant,65.0,Highly_Educated_Employment_Rate
2012,CY,Extra_EU_Migrant,65.9,Highly_Educated_Employment_Rate
2013,CY,Extra_EU_Migrant,62.9,Highly_Educated_Employment_Rate
2014,CY,Extra_EU_Migrant,61.3,Highly_Educated_Employment_Rate
2015,CY,Extra_EU_Migrant,63.8,Highly_Educated_Employment_Rate
2016,CY,Extra_EU_Migrant,61.3,Highly_Educated_Employment_Rate
2017,CY,Extra_EU_Migrant,63.1,Highly_Educated_Employment_Rate
2018,CY,Extra_EU_Migrant,59.2,Highly_Educated_Employment_Rate
2019,CY,Extra_EU_Migrant,63.2,Highly_Educated_Employment_Rate
2020,CY,Extra_EU_Migrant,61.3,Highly_Educated_Employment_Rate
2021,CY,Extra_EU_Migrant,67.9,Highly_Educated_Employment_Rate
2022,CY,Extra_EU_Migrant,67.5,Highly_Educated_Employment_Rate
2023,CY,Extra_EU_Migrant,70.4,Highly_Educated_Employment_Rate
2024,CY,Extra_EU_Migrant,71.1,Highly_Educated_Employment_Rate
2025,CY,Extra_EU_Migrant,72.7,Highly_Educated_Employment_Rate
1998,CZ,Extra_EU_Migrant,82.4,Highly_Educated_Employment_Rate
1999,CZ,Extra_EU_Migrant,86.5,Highly_Educated_Employment_Rate
2000,CZ,Extra_EU_Migrant,68.1,Highly_Educated_Employment_Rate
2001,CZ,Extra_EU_Migrant,65.1,Highly_Educated_Employment_Rate
2002,CZ,Extra_EU_Migrant,70.5,Highly_Educated_Employment_Rate
2003,CZ,Extra_EU_Migrant,75.4,Highly_Educated_Employment_Rate
2004,CZ,Extra_EU_Migrant,86.1,Highly_Educated_Employment_Rate
2005,CZ,Extra_EU_Migrant,87.7,Highly_Educated_Employment_Rate
2006,CZ,Extra_EU_Migrant,75.5,Highly_Educated_Employment_Rate
2007,CZ,Extra_EU_Migrant,78.3,Highly_Educated_Employment_Rate
2008,CZ,Extra_EU_Migrant,79.0,Highly_Educated_Employment_Rate
2009,CZ,Extra_EU_Migrant,77.7,Highly_Educated_Employment_Rate
2010,CZ,Extra_EU_Migrant,78.5,Highly_Educated_Employment_Rate
2011,CZ,Extra_EU_Migrant,78.1,Highly_Educated_Employment_Rate
2012,CZ,Extra_EU_Migrant,76.6,Highly_Educated_Employment_Rate
2013,CZ,Extra_EU_Migrant,78.8,Highly_Educated_Employment_Rate
2014,CZ,Extra_EU_Migrant,79.2,Highly_Educated_Employment_Rate
2015,CZ,Extra_EU_Migrant,75.4,Highly_Educated_Employment_Rate
2016,CZ,Extra_EU_Migrant,76.2,Highly_Educated_Employment_Rate
2017,CZ,Extra_EU_Migrant,75.9,Highly_Educated_Employment_Rate
2018,CZ,Extra_EU_Migrant,75.7,Highly_Educated_Employment_Rate
2019,CZ,Extra_EU_Migrant,78.8,Highly_Educated_Employment_Rate
2020,CZ,Extra_EU_Migrant,78.1,Highly_Educated_Employment_Rate
2021,CZ,Extra_EU_Migrant,76.2,Highly_Educated_Employment_Rate
2022,CZ,Extra_EU_Migrant,79.5,Highly_Educated_Employment_Rate
2023,CZ,Extra_EU_Migrant,86.5,Highly_Educated_Employment_Rate
2024,CZ,Extra_EU_Migrant,80.9,Highly_Educated_Employment_Rate
2025,CZ,Extra_EU_Migrant,81.2,Highly_Educated_Employment_Rate
1995,DE,Extra_EU_Migrant,61.4,Highly_Educated_Employment_Rate
1996,DE,Extra_EU_Migrant,58.6,Highly_Educated_Employment_Rate
1997,DE,Extra_EU_Migrant,57.9,Highly_Educated_Employment_Rate
1999,DE,Extra_EU_Migrant,61.5,Highly_Educated_Employment_Rate
2000,DE,Extra_EU_Migrant,61.0,Highly_Educated_Employment_Rate
2001,DE,Extra_EU_Migrant,65.2,Highly_Educated_Employment_Rate
2002,DE,Extra_EU_Migrant,62.8,Highly_Educated_Employment_Rate
2003,DE,Extra_EU_Migrant,62.7,Highly_Educated_Employment_Rate
2004,DE,Extra_EU_Migrant,59.5,Highly_Educated_Employment_Rate
2005,DE,Extra_EU_Migrant,57.5,Highly_Educated_Employment_Rate
2006,DE,Extra_EU_Migrant,60.5,Highly_Educated_Employment_Rate
2007,DE,Extra_EU_Migrant,62.3,Highly_Educated_Employment_Rate
2008,DE,Extra_EU_Migrant,61.8,Highly_Educated_Employment_Rate
2009,DE,Extra_EU_Migrant,64.2,Highly_Educated_Employment_Rate
2010,DE,Extra_EU_Migrant,64.4,Highly_Educated_Employment_Rate
2011,DE,Extra_EU_Migrant,67.8,Highly_Educated_Employment_Rate
2012,DE,Extra_EU_Migrant,67.5,Highly_Educated_Employment_Rate
2013,DE,Extra_EU_Migrant,66.8,Highly_Educated_Employment_Rate
2014,DE,Extra_EU_Migrant,67.0,Highly_Educated_Employment_Rate
2015,DE,Extra_EU_Migrant,65.1,Highly_Educated_Employment_Rate
2016,DE,Extra_EU_Migrant,65.1,Highly_Educated_Employment_Rate
2017,DE,Extra_EU_Migrant,66.0,Highly_Educated_Employment_Rate
2018,DE,Extra_EU_Migrant,67.3,Highly_Educated_Employment_Rate
2019,DE,Extra_EU_Migrant,68.6,Highly_Educated_Employment_Rate
2020,DE,Extra_EU_Migrant,64.8,Highly_Educated_Employment_Rate
2021,DE,Extra_EU_Migrant,67.8,Highly_Educated_Employment_Rate
2022,DE,Extra_EU_Migrant,68.1,Highly_Educated_Employment_Rate
2023,DE,Extra_EU_Migrant,64.5,Highly_Educated_Employment_Rate
2024,DE,Extra_EU_Migrant,65.3,Highly_Educated_Employment_Rate
2025,DE,Extra_EU_Migrant,67.1,Highly_Educated_Employment_Rate
1995,DK,Extra_EU_Migrant,67.2,Highly_Educated_Employment_Rate
1996,DK,Extra_EU_Migrant,63.4,Highly_Educated_Employment_Rate
1997,DK,Extra_EU_Migrant,62.4,Highly_Educated_Employment_Rate
1998,DK,Extra_EU_Migrant,69.2,Highly_Educated_Employment_Rate
1999,DK,Extra_EU_Migrant,66.7,Highly_Educated_Employment_Rate
2000,DK,Extra_EU_Migrant,64.2,Highly_Educated_Employment_Rate
2001,DK,Extra_EU_Migrant,56.2,Highly_Educated_Employment_Rate
2002,DK,Extra_EU_Migrant,61.4,Highly_Educated_Employment_Rate
2003,DK,Extra_EU_Migrant,60.5,Highly_Educated_Employment_Rate
2004,DK,Extra_EU_Migrant,68.7,Highly_Educated_Employment_Rate
2005,DK,Extra_EU_Migrant,65.2,Highly_Educated_Employment_Rate
2006,DK,Extra_EU_Migrant,77.8,Highly_Educated_Employment_Rate
2007,DK,Extra_EU_Migrant,72.1,Highly_Educated_Employment_Rate
2008,DK,Extra_EU_Migrant,73.0,Highly_Educated_Employment_Rate
2009,DK,Extra_EU_Migrant,71.3,Highly_Educated_Employment_Rate
2010,DK,Extra_EU_Migrant,73.4,Highly_Educated_Employment_Rate
2011,DK,Extra_EU_Migrant,71.0,Highly_Educated_Employment_Rate
2012,DK,Extra_EU_Migrant,66.9,Highly_Educated_Employment_Rate
2013,DK,Extra_EU_Migrant,70.6,Highly_Educated_Employment_Rate
2014,DK,Extra_EU_Migrant,65.4,Highly_Educated_Employment_Rate
2015,DK,Extra_EU_Migrant,65.9,Highly_Educated_Employment_Rate
2016,DK,Extra_EU_Migrant,67.9,Highly_Educated_Employment_Rate
2017,DK,Extra_EU_Migrant,70.6,Highly_Educated_Employment_Rate
2018,DK,Extra_EU_Migrant,72.5,Highly_Educated_Employment_Rate
2019,DK,Extra_EU_Migrant,78.5,Highly_Educated_Employment_Rate
2020,DK,Extra_EU_Migrant,74.6,Highly_Educated_Employment_Rate
2002,EA21,Extra_EU_Migrant,65.0,Highly_Educated_Employment_Rate
2003,EA21,Extra_EU_Migrant,63.5,Highly_Educated_Employment_Rate
2004,EA21,Extra_EU_Migrant,63.3,Highly_Educated_Employment_Rate
2005,EA21,Extra_EU_Migrant,64.6,Highly_Educated_Employment_Rate
2006,EA21,Extra_EU_Migrant,66.9,Highly_Educated_Employment_Rate
2007,EA21,Extra_EU_Migrant,66.9,Highly_Educated_Employment_Rate
2008,EA21,Extra_EU_Migrant,67.2,Highly_Educated_Employment_Rate
2009,EA21,Extra_EU_Migrant,65.8,Highly_Educated_Employment_Rate
2010,EA21,Extra_EU_Migrant,65.2,Highly_Educated_Employment_Rate
2011,EA21,Extra_EU_Migrant,64.8,Highly_Educated_Employment_Rate
2012,EA21,Extra_EU_Migrant,63.0,Highly_Educated_Employment_Rate
2013,EA21,Extra_EU_Migrant,62.3,Highly_Educated_Employment_Rate
2014,EA21,Extra_EU_Migrant,62.5,Highly_Educated_Employment_Rate
2015,EA21,Extra_EU_Migrant,62.5,Highly_Educated_Employment_Rate
2016,EA21,Extra_EU_Migrant,63.2,Highly_Educated_Employment_Rate
2017,EA21,Extra_EU_Migrant,64.7,Highly_Educated_Employment_Rate
2018,EA21,Extra_EU_Migrant,65.5,Highly_Educated_Employment_Rate
2019,EA21,Extra_EU_Migrant,66.9,Highly_Educated_Employment_Rate
2020,EA21,Extra_EU_Migrant,63.8,Highly_Educated_Employment_Rate
2021,EA21,Extra_EU_Migrant,66.0,Highly_Educated_Employment_Rate
2022,EA21,Extra_EU_Migrant,68.2,Highly_Educated_Employment_Rate
2023,EA21,Extra_EU_Migrant,68.5,Highly_Educated_Employment_Rate
2024,EA21,Extra_EU_Migrant,68.8,Highly_Educated_Employment_Rate
2025,EA21,Extra_EU_Migrant,69.8,Highly_Educated_Employment_Rate
1998,EE,Extra_EU_Migrant,75.4,Highly_Educated_Employment_Rate
1999,EE,Extra_EU_Migrant,73.6,Highly_Educated_Employment_Rate
2000,EE,Extra_EU_Migrant,78.6,Highly_Educated_Employment_Rate
2001,EE,Extra_EU_Migrant,51.1,Highly_Educated_Employment_Rate
2002,EE,Extra_EU_Migrant,57.0,Highly_Educated_Employment_Rate
2003,EE,Extra_EU_Migrant,65.0,Highly_Educated_Employment_Rate
2004,EE,Extra_EU_Migrant,67.3,Highly_Educated_Employment_Rate
2005,EE,Extra_EU_Migrant,79.0,Highly_Educated_Employment_Rate
2006,EE,Extra_EU_Migrant,75.7,Highly_Educated_Employment_Rate
2007,EE,Extra_EU_Migrant,81.7,Highly_Educated_Employment_Rate
2008,EE,Extra_EU_Migrant,81.8,Highly_Educated_Employment_Rate
2009,EE,Extra_EU_Migrant,78.4,Highly_Educated_Employment_Rate
2010,EE,Extra_EU_Migrant,64.3,Highly_Educated_Employment_Rate
2011,EE,Extra_EU_Migrant,66.1,Highly_Educated_Employment_Rate
2012,EE,Extra_EU_Migrant,68.4,Highly_Educated_Employment_Rate
2013,EE,Extra_EU_Migrant,76.0,Highly_Educated_Employment_Rate
2014,EE,Extra_EU_Migrant,75.1,Highly_Educated_Employment_Rate
2015,EE,Extra_EU_Migrant,73.6,Highly_Educated_Employment_Rate
2016,EE,Extra_EU_Migrant,70.9,Highly_Educated_Employment_Rate
2017,EE,Extra_EU_Migrant,74.0,Highly_Educated_Employment_Rate
2018,EE,Extra_EU_Migrant,74.5,Highly_Educated_Employment_Rate
2019,EE,Extra_EU_Migrant,78.6,Highly_Educated_Employment_Rate
2020,EE,Extra_EU_Migrant,74.6,Highly_Educated_Employment_Rate
2021,EE,Extra_EU_Migrant,74.3,Highly_Educated_Employment_Rate
2022,EE,Extra_EU_Migrant,75.0,Highly_Educated_Employment_Rate
2023,EE,Extra_EU_Migrant,79.0,Highly_Educated_Employment_Rate
2024,EE,Extra_EU_Migrant,76.7,Highly_Educated_Employment_Rate
2025,EE,Extra_EU_Migrant,76.7,Highly_Educated_Employment_Rate
1995,EL,Extra_EU_Migrant,62.8,Highly_Educated_Employment_Rate
1996,EL,Extra_EU_Migrant,68.5,Highly_Educated_Employment_Rate
1997,EL,Extra_EU_Migrant,64.8,Highly_Educated_Employment_Rate
1998,EL,Extra_EU_Migrant,65.5,Highly_Educated_Employment_Rate
1999,EL,Extra_EU_Migrant,64.1,Highly_Educated_Employment_Rate
2000,EL,Extra_EU_Migrant,72.1,Highly_Educated_Employment_Rate
2001,EL,Extra_EU_Migrant,71.0,Highly_Educated_Employment_Rate
2002,EL,Extra_EU_Migrant,69.9,Highly_Educated_Employment_Rate
2003,EL,Extra_EU_Migrant,69.9,Highly_Educated_Employment_Rate
2004,EL,Extra_EU_Migrant,74.8,Highly_Educated_Employment_Rate
2005,EL,Extra_EU_Migrant,75.0,Highly_Educated_Employment_Rate
2006,EL,Extra_EU_Migrant,74.3,Highly_Educated_Employment_Rate
2007,EL,Extra_EU_Migrant,72.2,Highly_Educated_Employment_Rate
2008,EL,Extra_EU_Migrant,70.7,Highly_Educated_Employment_Rate
2009,EL,Extra_EU_Migrant,70.7,Highly_Educated_Employment_Rate
2010,EL,Extra_EU_Migrant,64.2,Highly_Educated_Employment_Rate
2011,EL,Extra_EU_Migrant,64.5,Highly_Educated_Employment_Rate
2012,EL,Extra_EU_Migrant,52.1,Highly_Educated_Employment_Rate
2013,EL,Extra_EU_Migrant,46.2,Highly_Educated_Employment_Rate
2014,EL,Extra_EU_Migrant,54.9,Highly_Educated_Employment_Rate
2015,EL,Extra_EU_Migrant,54.1,Highly_Educated_Employment_Rate
2016,EL,Extra_EU_Migrant,49.9,Highly_Educated_Employment_Rate
2017,EL,Extra_EU_Migrant,54.4,Highly_Educated_Employment_Rate
2018,EL,Extra_EU_Migrant,54.8,Highly_Educated_Employment_Rate
2019,EL,Extra_EU_Migrant,54.2,Highly_Educated_Employment_Rate
2020,EL,Extra_EU_Migrant,45.3,Highly_Educated_Employment_Rate
2021,EL,Extra_EU_Migrant,54.4,Highly_Educated_Employment_Rate
2022,EL,Extra_EU_Migrant,59.2,Highly_Educated_Employment_Rate
2023,EL,Extra_EU_Migrant,63.4,Highly_Educated_Employment_Rate
2024,EL,Extra_EU_Migrant,63.1,Highly_Educated_Employment_Rate
2025,EL,Extra_EU_Migrant,70.6,Highly_Educated_Employment_Rate
1995,ES,Extra_EU_Migrant,58.4,Highly_Educated_Employment_Rate
1996,ES,Extra_EU_Migrant,58.0,Highly_Educated_Employment_Rate
1997,ES,Extra_EU_Migrant,55.4,Highly_Educated_Employment_Rate
1998,ES,Extra_EU_Migrant,65.2,Highly_Educated_Employment_Rate
1999,ES,Extra_EU_Migrant,74.3,Highly_Educated_Employment_Rate
2000,ES,Extra_EU_Migrant,67.7,Highly_Educated_Employment_Rate
2001,ES,Extra_EU_Migrant,75.6,Highly_Educated_Employment_Rate
2002,ES,Extra_EU_Migrant,70.4,Highly_Educated_Employment_Rate
2003,ES,Extra_EU_Migrant,68.3,Highly_Educated_Employment_Rate
2004,ES,Extra_EU_Migrant,66.7,Highly_Educated_Employment_Rate
2005,ES,Extra_EU_Migrant,73.3,Highly_Educated_Employment_Rate
2006,ES,Extra_EU_Migrant,74.7,Highly_Educated_Employment_Rate
2007,ES,Extra_EU_Migrant,73.5,Highly_Educated_Employment_Rate
2008,ES,Extra_EU_Migrant,71.8,Highly_Educated_Employment_Rate
2009,ES,Extra_EU_Migrant,66.5,Highly_Educated_Employment_Rate
2010,ES,Extra_EU_Migrant,66.6,Highly_Educated_Employment_Rate
2011,ES,Extra_EU_Migrant,63.2,Highly_Educated_Employment_Rate
2012,ES,Extra_EU_Migrant,59.0,Highly_Educated_Employment_Rate
2013,ES,Extra_EU_Migrant,58.1,Highly_Educated_Employment_Rate
2014,ES,Extra_EU_Migrant,58.7,Highly_Educated_Employment_Rate
2015,ES,Extra_EU_Migrant,61.5,Highly_Educated_Employment_Rate
2016,ES,Extra_EU_Migrant,65.9,Highly_Educated_Employment_Rate
2017,ES,Extra_EU_Migrant,65.6,Highly_Educated_Employment_Rate
2018,ES,Extra_EU_Migrant,64.5,Highly_Educated_Employment_Rate
2019,ES,Extra_EU_Migrant,64.6,Highly_Educated_Employment_Rate
2020,ES,Extra_EU_Migrant,61.9,Highly_Educated_Employment_Rate
2021,ES,Extra_EU_Migrant,63.5,Highly_Educated_Employment_Rate
2022,ES,Extra_EU_Migrant,68.7,Highly_Educated_Employment_Rate
2023,ES,Extra_EU_Migrant,70.4,Highly_Educated_Employment_Rate
2024,ES,Extra_EU_Migrant,69.0,Highly_Educated_Employment_Rate
2025,ES,Extra_EU_Migrant,70.1,Highly_Educated_Employment_Rate
2002,EU27_2020,Extra_EU_Migrant,64.9,Highly_Educated_Employment_Rate
2003,EU27_2020,Extra_EU_Migrant,63.5,Highly_Educated_Employment_Rate
2004,EU27_2020,Extra_EU_Migrant,63.7,Highly_Educated_Employment_Rate
2005,EU27_2020,Extra_EU_Migrant,64.6,Highly_Educated_Employment_Rate
2006,EU27_2020,Extra_EU_Migrant,67.1,Highly_Educated_Employment_Rate
2007,EU27_2020,Extra_EU_Migrant,67.2,Highly_Educated_Employment_Rate
2008,EU27_2020,Extra_EU_Migrant,67.3,Highly_Educated_Employment_Rate
2009,EU27_2020,Extra_EU_Migrant,65.9,Highly_Educated_Employment_Rate
2010,EU27_2020,Extra_EU_Migrant,65.2,Highly_Educated_Employment_Rate
2011,EU27_2020,Extra_EU_Migrant,64.8,Highly_Educated_Employment_Rate
2012,EU27_2020,Extra_EU_Migrant,63.2,Highly_Educated_Employment_Rate
2013,EU27_2020,Extra_EU_Migrant,62.7,Highly_Educated_Employment_Rate
2014,EU27_2020,Extra_EU_Migrant,63.0,Highly_Educated_Employment_Rate
2015,EU27_2020,Extra_EU_Migrant,62.8,Highly_Educated_Employment_Rate
2016,EU27_2020,Extra_EU_Migrant,63.4,Highly_Educated_Employment_Rate
2017,EU27_2020,Extra_EU_Migrant,65.0,Highly_Educated_Employment_Rate
2018,EU27_2020,Extra_EU_Migrant,65.8,Highly_Educated_Employment_Rate
2019,EU27_2020,Extra_EU_Migrant,67.6,Highly_Educated_Employment_Rate
2020,EU27_2020,Extra_EU_Migrant,64.4,Highly_Educated_Employment_Rate
2021,EU27_2020,Extra_EU_Migrant,66.6,Highly_Educated_Employment_Rate
2022,EU27_2020,Extra_EU_Migrant,69.0,Highly_Educated_Employment_Rate
2023,EU27_2020,Extra_EU_Migrant,69.6,Highly_Educated_Employment_Rate
2024,EU27_2020,Extra_EU_Migrant,69.8,Highly_Educated_Employment_Rate
2025,EU27_2020,Extra_EU_Migrant,70.9,Highly_Educated_Employment_Rate
1996,FI,Extra_EU_Migrant,56.8,Highly_Educated_Employment_Rate
1997,FI,Extra_EU_Migrant,35.7,Highly_Educated_Employment_Rate
1998,FI,Extra_EU_Migrant,37.0,Highly_Educated_Employment_Rate
1999,FI,Extra_EU_Migrant,56.5,Highly_Educated_Employment_Rate
2000,FI,Extra_EU_Migrant,51.5,Highly_Educated_Employment_Rate
2001,FI,Extra_EU_Migrant,56.8,Highly_Educated_Employment_Rate
2002,FI,Extra_EU_Migrant,68.9,Highly_Educated_Employment_Rate
2003,FI,Extra_EU_Migrant,44.8,Highly_Educated_Employment_Rate
2004,FI,Extra_EU_Migrant,51.7,Highly_Educated_Employment_Rate
2005,FI,Extra_EU_Migrant,55.8,Highly_Educated_Employment_Rate
2006,FI,Extra_EU_Migrant,62.5,Highly_Educated_Employment_Rate
2007,FI,Extra_EU_Migrant,64.9,Highly_Educated_Employment_Rate
2008,FI,Extra_EU_Migrant,62.1,Highly_Educated_Employment_Rate
2009,FI,Extra_EU_Migrant,57.5,Highly_Educated_Employment_Rate
