YEAR,STATEFIP,US_State,is_imigrant,total_educated_pop,brain_waste_pop,brain_waste_pct
2016,22,Louisiana,True,43897.0,12381.0,28.204660910768393
2016,23,Maine,False,248453.0,77662.0,31.258225901880838
2016,23,Maine,True,16819.0,4788.0,28.46780426898151
2016,24,Maryland,False,1149318.0,277636.0,24.156586775809654
2016,24,Maryland,True,328349.0,91552.0,27.88252743270118
2016,25,Massachusetts,False,1525443.0,409236.0,26.827354414422565
2016,25,Massachusetts,True,347578.0,87212.0,25.091346402821813
2016,26,Michigan,False,1467490.0,435483.0,29.675364056995278
2016,26,Michigan,True,208638.0,47743.0,22.883175643938305
2016,27,Minnesota,False,1069552.0,303294.0,28.357106526844884
2016,27,Minnesota,True,122987.0,38331.0,31.16670867652679
2016,28,Mississippi,False,355587.0,108580.0,30.53542452339371
2016,28,Mississippi,True,13291.0,3720.0,27.98886464524866
2016,29,Missouri,False,962965.0,294609.0,30.59394682049711
2016,29,Missouri,True,79350.0,18275.0,23.03087586641462
2016,30,Montana,False,183804.0,62705.0,34.11514439294031
2016,30,Montana,True,10289.0,3183.0,30.935951015647777
2016,31,Nebraska,False,354927.0,109146.0,30.75167569669256
2016,31,Nebraska,True,19244.0,6141.0,31.911245063396382
2016,32,Nevada,False,300643.0,97292.0,32.36130560166044
2016,32,Nevada,True,90494.0,45555.0,50.34035405662254
2016,33,New Hampshire,False,287977.0,90892.0,31.56224281800283
2016,33,New Hampshire,True,28493.0,9309.0,32.67118239567613
2016,34,New Jersey,False,1529218.0,440747.0,28.821724567720235
2016,34,New Jersey,True,613730.0,174673.0,28.4608867091392
2016,35,New Mexico,False,274092.0,78353.0,28.58638705252251
2016,35,New Mexico,True,35434.0,8588.0,24.23660890669978
2016,36,New York,False,3298216.0,951487.0,28.84853508684695
2016,36,New York,True,1127479.0,390996.0,34.67878337423579
2016,37,North Carolina,False,1646698.0,499244.0,30.317884639442084
2016,37,North Carolina,True,212090.0,61846.0,29.160262152859634
2016,38,North Dakota,False,133879.0,40350.0,30.13915550609132
2016,38,North Dakota,True,7996.0,2943.0,36.80590295147574
2016,39,Ohio,False,1817744.0,517845.0,28.48833499106585
2016,39,Ohio,True,176295.0,51832.0,29.4007203834482
2016,40,Oklahoma,False,534394.0,159822.0,29.907147161083397
2016,40,Oklahoma,True,42857.0,12724.0,29.68943229810766
2016,41,Oregon,False,697094.0,205686.0,29.50620719730768
2016,41,Oregon,True,102320.0,27333.0,26.713252541047694
2016,42,Pennsylvania,False,2223379.0,652312.0,29.338767704471437
2016,42,Pennsylvania,True,267509.0,78083.0,29.18892448478369
2016,44,Rhode Island,False,200272.0,60728.0,30.32276104497883
2016,44,Rhode Island,True,30225.0,10401.0,34.411910669975185
2016,45,South Carolina,False,752639.0,248714.0,33.045590249774456
2016,45,South Carolina,True,60101.0,18834.0,31.337248964243525
2016,46,South Dakota,False,145964.0,45210.0,30.973390699076486
2016,46,South Dakota,True,6183.0,1552.0,25.101083616367458
2016,47,Tennessee,False,974216.0,310410.0,31.8625438301157
2016,47,Tennessee,True,92558.0,30035.0,32.44992329134165
2016,48,Texas,False,3666464.0,1027750.0,28.031094809604024
2016,48,Texas,True,944414.0,282793.0,29.943753480994562
2016,49,Utah,False,462410.0,126690.0,27.397763889189246
2016,49,Utah,True,49883.0,16753.0,33.5845879357697
2016,50,Vermont,False,129231.0,37528.0,29.039471953323893
2016,50,Vermont,True,10083.0,2912.0,28.880293563423585
2016,51,Virginia,False,1595636.0,410648.0,25.735694105673225
2016,51,Virginia,True,386607.0,113724.0,29.415918490870574
2016,53,Washington,False,1245289.0,366344.0,29.418392035904915
2016,53,Washington,True,303179.0,81808.0,26.983399245989993
2016,54,West Virginia,False,223927.0,63257.0,28.248938270061224
2016,54,West Virginia,True,13505.0,4278.0,31.67715660866346
2016,55,Wisconsin,False,982694.0,282244.0,28.721453473817892
2016,55,Wisconsin,True,75752.0,17083.0,22.551219769775056
2016,56,Wyoming,False,85508.0,30230.0,35.35341722411938
2016,56,Wyoming,True,5918.0,1893.0,31.98715782358905
2017,1,Alabama,False,666004.0,194224.0,29.162587612086416
2017,1,Alabama,True,48024.0,15188.0,31.625853739796767
2017,2,Alaska,False,108761.0,32679.0,30.046615974476143
2017,2,Alaska,True,16543.0,7235.0,43.734510064679924
2017,4,Arizona,False,950765.0,291972.0,30.709165777032176
2017,4,Arizona,True,179029.0,54642.0,30.521312189645254
2017,5,Arkansas,False,373082.0,110541.0,29.629143191041113
2017,5,Arkansas,True,30297.0,6588.0,21.74472720071294
2017,6,California,False,5399694.0,1489793.0,27.590322710879544
2017,6,California,True,2497372.0,744520.0,29.812138520012237
2017,8,Colorado,False,1277785.0,391669.0,30.652183270268473
2017,8,Colorado,True,146303.0,47011.0,32.132628859285184
2017,9,Connecticut,False,714502.0,180838.0,25.30965623609171
2017,9,Connecticut,True,151777.0,48485.0,31.944892836200477
2017,10,Delaware,False,158884.0,43513.0,27.386646861861486
2017,10,Delaware,True,28899.0,6836.0,23.65479774386657
2017,11,District of Columbia,False,220208.0,36080.0,16.384509191310034
2017,11,District of Columbia,True,54859.0,12666.0,23.088280865491534
2017,12,Florida,False,2568917.0,806736.0,31.403739396796393
2017,12,Florida,True,1021771.0,410268.0,40.152636941154135
2017,13,Georgia,False,1600535.0,489630.0,30.591645918396036
