Year,Country,EU_Migrant,Extra_EU_Migrant,Native,Gap_ExtraEU_vs_Native_PP,Metric,Ratio_Foreign_vs_Native
2001,UK,83.39411764705882,76.77058823529411,87.05555555555556,-10.284967320261444,Highly_Educated_Employment_Rate,
2002,AT,80.89333333333335,77.59166666666667,74.78888888888889,2.802777777777777,Highly_Educated_Employment_Rate,
2002,BE,76.85333333333332,56.21666666666667,76.77058823529411,-20.553921568627445,Highly_Educated_Employment_Rate,
2002,BG,,,67.02777777777777,,Highly_Educated_Employment_Rate,
2002,CH,85.10625,77.94375,84.80000000000001,-6.856250000000017,Highly_Educated_Employment_Rate,
2002,CY,85.80714285714285,56.74666666666666,81.28888888888889,-24.54222222222223,Highly_Educated_Employment_Rate,
2002,CZ,77.64999999999999,69.09285714285714,79.15555555555555,-10.06269841269841,Highly_Educated_Employment_Rate,
2002,DE,74.58125,58.705882352941174,75.51666666666667,-16.81078431372549,Highly_Educated_Employment_Rate,
2002,DK,75.24,63.99333333333333,80.13333333333334,-16.140000000000008,Highly_Educated_Employment_Rate,
2002,EE,,58.55384615384616,80.80000000000001,-22.246153846153852,Highly_Educated_Employment_Rate,
2002,EL,73.64999999999999,70.61333333333333,72.11111111111111,-1.4977777777777845,Highly_Educated_Employment_Rate,
2002,ES,67.61764705882354,63.964705882352945,72.62777777777778,-8.663071895424835,Highly_Educated_Employment_Rate,
2002,FI,79.9625,69.73333333333333,77.58333333333333,-7.849999999999994,Highly_Educated_Employment_Rate,
2002,FR,66.33571428571429,60.879999999999995,72.12777777777778,-11.247777777777785,Highly_Educated_Employment_Rate,
2002,HU,87.2875,63.3111111111111,74.79444444444444,-11.483333333333334,Highly_Educated_Employment_Rate,
2002,IE,81.62,74.57333333333332,78.94444444444444,-4.371111111111119,Highly_Educated_Employment_Rate,
2002,IS,,,94.15,,Highly_Educated_Employment_Rate,
2002,LT,,,75.82222222222222,,Highly_Educated_Employment_Rate,
2002,LU,79.6,75.23333333333333,80.99411764705883,-5.760784313725495,Highly_Educated_Employment_Rate,
2002,NL,85.98125,69.38125,79.00555555555555,-9.624305555555551,Highly_Educated_Employment_Rate,
2002,NO,89.64,71.98333333333333,82.64444444444445,-10.661111111111111,Highly_Educated_Employment_Rate,
2002,PT,,79.27,81.03888888888889,-1.7688888888888954,Highly_Educated_Employment_Rate,
2002,SE,77.93125,63.14666666666667,80.5611111111111,-17.414444444444435,Highly_Educated_Employment_Rate,
2002,SI,,,79.51176470588236,,Highly_Educated_Employment_Rate,
2002,UK,82.1375,78.91875,86.51111111111112,-7.592361111111117,Highly_Educated_Employment_Rate,
2003,AT,82.38000000000001,77.68571428571428,74.96111111111111,2.7246031746031747,Highly_Educated_Employment_Rate,
2003,BE,80.64666666666668,50.84166666666667,72.97777777777777,-22.136111111111106,Highly_Educated_Employment_Rate,
2003,BG,,,68.34444444444445,,Highly_Educated_Employment_Rate,
2003,CH,79.39999999999999,74.00625,83.93333333333334,-9.927083333333343,Highly_Educated_Employment_Rate,
2003,CY,83.7,66.45333333333333,83.30000000000001,-16.84666666666668,Highly_Educated_Employment_Rate,
2003,CZ,85.4625,76.01666666666667,78.05555555555556,-2.0388888888888914,Highly_Educated_Employment_Rate,
2003,DE,73.9,59.66470588235294,75.83888888888889,-16.174183006535948,Highly_Educated_Employment_Rate,
2003,DK,77.08333333333333,61.25333333333333,79.10555555555555,-17.852222222222224,Highly_Educated_Employment_Rate,
2003,EE,,66.14545454545454,78.41666666666667,-12.27121212121213,Highly_Educated_Employment_Rate,
2003,EL,70.425,71.08666666666666,72.51111111111112,-1.424444444444461,Highly_Educated_Employment_Rate,
2003,ES,67.73529411764706,60.17777777777778,73.14444444444445,-12.966666666666669,Highly_Educated_Employment_Rate,
2003,FI,73.63,44.5,77.59444444444445,-33.09444444444445,Highly_Educated_Employment_Rate,
2003,FR,77.26363636363637,60.875,76.06470588235294,-15.18970588235294,Highly_Educated_Employment_Rate,
2003,HU,82.61111111111111,69.58571428571429,75.23333333333333,-5.647619047619045,Highly_Educated_Employment_Rate,
2003,IE,83.69,69.5625,79.67222222222222,-10.109722222222217,Highly_Educated_Employment_Rate,
2003,IS,,,93.1875,,Highly_Educated_Employment_Rate,
2003,LT,,,77.75555555555555,,Highly_Educated_Employment_Rate,
2003,LU,76.08125,69.33333333333333,78.13529411764705,-8.80196078431372,Highly_Educated_Employment_Rate,
2003,NL,85.46875,58.38125,77.93333333333334,-19.552083333333336,Highly_Educated_Employment_Rate,
2003,NO,88.55625,65.74285714285715,81.79444444444444,-16.05158730158729,Highly_Educated_Employment_Rate,
2003,PT,,83.8,78.98888888888888,4.811111111111117,Highly_Educated_Employment_Rate,
2003,SE,83.10625,63.40833333333333,80.83888888888889,-17.430555555555557,Highly_Educated_Employment_Rate,
2003,SI,,,74.95555555555556,,Highly_Educated_Employment_Rate,
2003,SK,,,78.03333333333333,,Highly_Educated_Employment_Rate,
2003,UK,88.13333333333334,78.01764705882353,86.82777777777778,-8.810130718954255,Highly_Educated_Employment_Rate,
2004,AT,77.32666666666667,78.36,70.74444444444445,7.615555555555545,Highly_Educated_Employment_Rate,
2004,BE,75.89333333333335,61.26666666666667,73.75,-12.483333333333327,Highly_Educated_Employment_Rate,
2004,BG,,,69.71666666666667,,Highly_Educated_Employment_Rate,
2004,CH,78.66666666666667,74.02941176470588,84.44444444444444,-10.415032679738559,Highly_Educated_Employment_Rate,
2004,CY,83.53333333333333,65.9,83.64444444444445,-17.74444444444444,Highly_Educated_Employment_Rate,
2004,CZ,82.07857142857142,86.94166666666666,78.44999999999999,8.491666666666674,Highly_Educated_Employment_Rate,
2004,DE,75.18235294117646,56.26470588235294,75.5,-19.235294117647058,Highly_Educated_Employment_Rate,
2004,DK,62.82727272727273,67.77142857142857,79.87222222222222,-12.100793650793648,Highly_Educated_Employment_Rate,
2004,EE,,65.175,76.62777777777778,-11.452777777777783,Highly_Educated_Employment_Rate,
2004,EL,57.81666666666666,73.54375,73.13888888888889,0.4048611111111171,Highly_Educated_Employment_Rate,
2004,ES,71.27058823529411,64.97647058823529,73.98333333333333,-9.006862745098047,Highly_Educated_Employment_Rate,
2004,FI,85.13333333333334,51.660000000000004,76.9388888888889,-25.278888888888893,Highly_Educated_Employment_Rate,
2004,FR,70.80833333333334,59.416666666666664,75.43529411764706,-16.018627450980397,Highly_Educated_Employment_Rate,
2004,HU,87.4,75.49090909090908,75.44999999999999,0.040909090909096335,Highly_Educated_Employment_Rate,
2004,IE,86.44,72.96666666666667,78.71666666666667,-5.75,Highly_Educated_Employment_Rate,
2004,IS,,,92.0375,,Highly_Educated_Employment_Rate,
2004,LT,,,76.48888888888888,,Highly_Educated_Employment_Rate,
2004,LU,79.25625000000001,76.22,78.68235294117646,-2.462352941176462,Highly_Educated_Employment_Rate,
2004,LV,,,78.10555555555555,,Highly_Educated_Employment_Rate,
2004,NL,81.34375,59.2125,77.57777777777778,-18.365277777777784,Highly_Educated_Employment_Rate,
2004,NO,83.225,62.7375,83.24444444444445,-20.506944444444457,Highly_Educated_Employment_Rate,
2004,PL,,100.0,70.6888888888889,29.311111111111103,Highly_Educated_Employment_Rate,
2004,PT,,78.25,79.11111111111111,-0.8611111111111143,Highly_Educated_Employment_Rate,
2004,RO,,,75.36666666666666,,Highly_Educated_Employment_Rate,
2004,SE,81.76875,63.64,79.98333333333333,-16.343333333333334,Highly_Educated_Employment_Rate,
2004,SI,,,76.93333333333334,,Highly_Educated_Employment_Rate,
2004,SK,,,74.32222222222222,,Highly_Educated_Employment_Rate,
2004,UK,82.8875,76.90588235294118,86.98333333333333,-10.077450980392157,Highly_Educated_Employment_Rate,
2005,AT,76.1,67.38666666666667,74.9388888888889,-7.552222222222227,Highly_Educated_Employment_Rate,
2005,BE,75.76875,57.34375,73.6888888888889,-16.345138888888897,Highly_Educated_Employment_Rate,
2005,BG,,,70.76666666666667,,Highly_Educated_Employment_Rate,
2005,CH,80.71666666666667,74.55625,83.74444444444444,-9.188194444444434,Highly_Educated_Employment_Rate,
2005,CY,78.53333333333333,63.03333333333333,81.26111111111112,-18.22777777777779,Highly_Educated_Employment_Rate,
2005,CZ,76.95,88.1375,77.62222222222222,10.515277777777783,Highly_Educated_Employment_Rate,
2005,DE,73.15294117647058,53.87647058823529,75.86111111111111,-21.98464052287582,Highly_Educated_Employment_Rate,
2005,DK,76.43333333333334,66.02666666666667,79.55000000000001,-13.52333333333334,Highly_Educated_Employment_Rate,
2005,EE,84.6,75.56875,79.0,-3.4312500000000057,Highly_Educated_Employment_Rate,
2005,EL,61.875,74.98125,72.8111111111111,2.1701388888889,Highly_Educated_Employment_Rate,
2005,ES,69.07058823529412,65.3111111111111,74.42222222222222,-9.111111111111114,Highly_Educated_Employment_Rate,
2005,FI,75.44545454545454,56.339999999999996,77.40555555555555,-21.065555555555555,Highly_Educated_Employment_Rate,
2005,FR,66.575,58.73529411764706,71.70555555555556,-12.970261437908505,Highly_Educated_Employment_Rate,
2005,HU,83.43333333333334,84.9625,75.82222222222222,9.140277777777783,Highly_Educated_Employment_Rate,
2005,IS,97.02000000000001,84.78,88.33888888888889,-3.5588888888888874,Highly_Educated_Employment_Rate,
2005,IT,77.11875,71.04375,72.02777777777777,-0.9840277777777686,Highly_Educated_Employment_Rate,
2005,LT,,,78.94999999999999,,Highly_Educated_Employment_Rate,
2005,LU,78.56470588235294,67.76,78.97058823529412,-11.21058823529411,Highly_Educated_Employment_Rate,
2005,LV,,62.94285714285714,78.65555555555555,-15.712698412698408,Highly_Educated_Employment_Rate,
2005,MT,,66.88888888888889,79.46470588235294,-12.57581699346406,Highly_Educated_Employment_Rate,
2005,NL,82.95625,61.78235294117647,76.26666666666667,-14.484313725490196,Highly_Educated_Employment_Rate,
2005,NO,85.33125,71.76875,82.87222222222222,-11.103472222222223,Highly_Educated_Employment_Rate,
2005,PL,,,71.8111111111111,,Highly_Educated_Employment_Rate,
2005,PT,71.92222222222222,78.72500000000001,77.67222222222222,1.0527777777777914,Highly_Educated_Employment_Rate,
2005,RO,,,74.13888888888889,,Highly_Educated_Employment_Rate,
2005,SE,81.58125,60.873333333333335,80.57222222222222,-19.698888888888888,Highly_Educated_Employment_Rate,
2005,SI,,,76.11666666666666,,Highly_Educated_Employment_Rate,
2005,SK,,,75.50555555555555,,Highly_Educated_Employment_Rate,
2005,UK,84.05882352941177,77.97647058823529,87.05000000000001,-9.073529411764724,Highly_Educated_Employment_Rate,
2006,AT,74.91875,66.20714285714286,76.36111111111111,-10.153968253968259,Highly_Educated_Employment_Rate,
2006,BE,74.5875,57.72666666666667,73.08888888888889,-15.362222222222222,Highly_Educated_Employment_Rate,
2006,BG,,,72.76111111111112,,Highly_Educated_Employment_Rate,
2006,CH,79.71111111111111,76.44375,83.93333333333334,-7.489583333333343,Highly_Educated_Employment_Rate,
2006,CY,75.9,60.88666666666666,81.07222222222222,-20.18555555555556,Highly_Educated_Employment_Rate,
2006,CZ,91.0625,78.94375,76.71666666666667,2.2270833333333258,Highly_Educated_Employment_Rate,
2006,DE,74.35882352941178,56.50588235294118,76.97777777777777,-20.471895424836596,Highly_Educated_Employment_Rate,
2006,DK,80.97333333333333,75.98,79.65555555555555,-3.6755555555555475,Highly_Educated_Employment_Rate,
2006,EE,,72.225,82.48333333333333,-10.25833333333334,Highly_Educated_Employment_Rate,
2006,EL,70.98666666666666,73.80625,74.00555555555555,-0.19930555555554008,Highly_Educated_Employment_Rate,
2006,ES,71.5764705882353,70.77058823529411,75.21111111111111,-4.4405228758169955,Highly_Educated_Employment_Rate,
2006,FI,86.2909090909091,62.916666666666664,77.62222222222222,-14.705555555555556,Highly_Educated_Employment_Rate,
2006,FR,69.09375,58.406666666666666,71.45555555555556,-13.048888888888897,Highly_Educated_Employment_Rate,
2006,HR,,,71.65555555555555,,Highly_Educated_Employment_Rate,
2006,HU,76.46363636363637,83.48888888888888,73.98333333333333,9.505555555555546,Highly_Educated_Employment_Rate,
2006,IE,84.54615384615384,71.84117647058824,79.44999999999999,-7.608823529411751,Highly_Educated_Employment_Rate,
2006,IS,94.9,86.15714285714286,88.45882352941176,-2.301680672268901,Highly_Educated_Employment_Rate,
2006,IT,67.95,73.9125,71.87222222222222,2.0402777777777743,Highly_Educated_Employment_Rate,
2006,LT,,,79.69444444444444,,Highly_Educated_Employment_Rate,
2006,LU,82.0125,71.4,79.40588235294118,-8.005882352941171,Highly_Educated_Employment_Rate,
2006,LV,,79.875,81.17222222222222,-1.2972222222222172,Highly_Educated_Employment_Rate,
2006,MK,,,67.74117647058823,,Highly_Educated_Employment_Rate,
2006,MT,,45.5,78.39999999999999,-32.89999999999999,Highly_Educated_Employment_Rate,
2006,NL,77.65,61.65,76.53333333333333,-14.883333333333333,Highly_Educated_Employment_Rate,
2006,NO,87.90625,79.91875,83.53888888888889,-3.6201388888888886,Highly_Educated_Employment_Rate,
2006,PL,,66.05555555555556,72.23333333333333,-6.177777777777777,Highly_Educated_Employment_Rate,
2006,PT,81.4,82.58333333333333,76.34444444444445,6.23888888888888,Highly_Educated_Employment_Rate,
2006,RO,,,76.67777777777778,,Highly_Educated_Employment_Rate,
2006,SE,81.94375,61.3,80.26111111111112,-18.961111111111123,Highly_Educated_Employment_Rate,
2006,SI,,,77.5,,Highly_Educated_Employment_Rate,
2006,SK,,,76.07222222222222,,Highly_Educated_Employment_Rate,
2006,UK,82.95294117647059,80.0,87.06666666666666,-7.066666666666663,Highly_Educated_Employment_Rate,
2007,AT,78.7,63.14666666666666,77.82777777777778,-14.681111111111122,Highly_Educated_Employment_Rate,
2007,BE,77.30625,56.64375,74.86666666666666,-18.222916666666663,Highly_Educated_Employment_Rate,
2007,BG,,,75.3,,Highly_Educated_Employment_Rate,
2007,CH,81.65,73.02941176470588,83.76666666666667,-10.737254901960782,Highly_Educated_Employment_Rate,
2007,CY,80.56666666666666,61.325,81.93333333333334,-20.608333333333334,Highly_Educated_Employment_Rate,
2007,CZ,87.31428571428572,77.11333333333333,76.99444444444445,0.1188888888888755,Highly_Educated_Employment_Rate,
2007,DE,77.14375,59.00588235294118,77.90555555555555,-18.899673202614373,Highly_Educated_Employment_Rate,
2007,DK,77.11999999999999,69.31875,80.31666666666666,-10.997916666666669,Highly_Educated_Employment_Rate,
2007,EE,,77.0625,82.28888888888889,-5.226388888888891,Highly_Educated_Employment_Rate,
2007,EL,68.23333333333333,72.45,73.98333333333333,-1.5333333333333314,Highly_Educated_Employment_Rate,
2007,ES,70.65555555555555,68.9470588235294,76.12777777777778,-7.180718954248377,Highly_Educated_Employment_Rate,
2007,FI,80.88333333333334,66.125,77.92777777777778,-11.802777777777777,Highly_Educated_Employment_Rate,
2007,FR,68.41333333333334,53.78125,72.39444444444445,-18.613194444444446,Highly_Educated_Employment_Rate,
2007,HR,,84.76666666666667,73.73333333333333,11.033333333333331,Highly_Educated_Employment_Rate,
2007,HU,57.142857142857146,82.9,72.95555555555556,9.944444444444443,Highly_Educated_Employment_Rate,
2007,IE,86.12307692307692,75.04705882352941,80.96666666666667,-5.919607843137257,Highly_Educated_Employment_Rate,
2007,IS,88.63000000000001,84.22,89.46111111111111,-5.24111111111111,Highly_Educated_Employment_Rate,
2007,IT,70.29375,75.83125,71.43333333333334,4.39791666666666,Highly_Educated_Employment_Rate,
2007,LT,,,80.48888888888888,,Highly_Educated_Employment_Rate,
2007,LU,80.39999999999999,72.08666666666666,79.10625,-7.019583333333344,Highly_Educated_Employment_Rate,
2007,LV,84.52222222222221,62.04,82.95555555555556,-20.915555555555564,Highly_Educated_Employment_Rate,
2007,MK,,,63.67222222222222,,Highly_Educated_Employment_Rate,
2007,MT,,76.125,81.3,-5.174999999999997,Highly_Educated_Employment_Rate,
2007,NL,80.60625,65.23125,78.28333333333333,-13.052083333333329,Highly_Educated_Employment_Rate,
2007,NO,88.90625,81.34375,84.76666666666667,-3.4229166666666657,Highly_Educated_Employment_Rate,
2007,PL,,79.83333333333333,72.85555555555555,6.977777777777774,Highly_Educated_Employment_Rate,
2007,PT,87.46666666666665,81.81666666666666,76.52777777777777,5.288888888888891,Highly_Educated_Employment_Rate,
2007,RO,,,76.36666666666666,,Highly_Educated_Employment_Rate,
2007,SE,84.35,63.74,81.40555555555555,-17.66555555555555,Highly_Educated_Employment_Rate,
2007,SI,80.5625,,77.9,,Highly_Educated_Employment_Rate,
