period,year_start,year_end,country,country_code,country_key,iso3,is_aggregate,metric_key,metric_label,unit,years_observed,native_value,eu_migrant_value,extra_eu_migrant_value,gap_extra_eu_vs_native_pp,ratio_foreign_vs_native
2008-2013,2008,2013,Norway,NO,NOR,NOR,0,brain_waste,Highly educated employment rate,percentage points,6,84.52,87.2,73.69,-10.83,
2008-2013,2008,2013,Norway,NO,NOR,NOR,0,incarceration,Foreign prison-population representation,ratio,2,68.29,,30.43,-37.86,0.45
2008-2013,2008,2013,Norway,NO,NOR,NOR,0,poverty,Poverty risk rate,percentage points,6,14.18,18.21,39.44,25.27,
2008-2013,2008,2013,Norway,NO,NOR,NOR,0,temporary_contract,Temporary contract rate,percentage points,6,9.53,9.95,20.42,10.89,
2008-2013,2008,2013,Poland,PL,POL,POL,0,brain_waste,Highly educated employment rate,percentage points,6,73.95,94.93,72.64,-1.31,
2008-2013,2008,2013,Poland,PL,POL,POL,0,incarceration,Foreign prison-population representation,ratio,6,99.33,,0.67,-98.66,0.01
2008-2013,2008,2013,Poland,PL,POL,POL,0,poverty,Poverty risk rate,percentage points,6,27.41,,26.43,-0.06,
2008-2013,2008,2013,Poland,PL,POL,POL,0,temporary_contract,Temporary contract rate,percentage points,6,30.89,,44.96,13.92,
2008-2013,2008,2013,Portugal,PT,PRT,PRT,0,brain_waste,Highly educated employment rate,percentage points,6,74.0,81.0,70.06,-3.94,
2008-2013,2008,2013,Portugal,PT,PRT,PRT,0,incarceration,Foreign prison-population representation,ratio,6,78.93,,19.52,-59.41,0.25
2008-2013,2008,2013,Portugal,PT,PRT,PRT,0,poverty,Poverty risk rate,percentage points,6,24.36,26.72,42.05,17.67,
2008-2013,2008,2013,Portugal,PT,PRT,PRT,0,temporary_contract,Temporary contract rate,percentage points,6,24.88,35.84,50.32,25.44,
2008-2013,2008,2013,Romania,RO,ROU,ROU,0,brain_waste,Highly educated employment rate,percentage points,6,74.14,,,,
2008-2013,2008,2013,Romania,RO,ROU,ROU,0,incarceration,Foreign prison-population representation,ratio,6,99.33,,0.67,-98.66,0.01
2008-2013,2008,2013,Romania,RO,ROU,ROU,0,poverty,Poverty risk rate,percentage points,6,40.52,,,,
2008-2013,2008,2013,Romania,RO,ROU,ROU,0,temporary_contract,Temporary contract rate,percentage points,6,1.85,,,,
2008-2013,2008,2013,Serbia,RS,SRB,SRB,0,brain_waste,Highly educated employment rate,percentage points,4,59.4,,,,
2008-2013,2008,2013,Serbia,RS,SRB,SRB,0,incarceration,Foreign prison-population representation,ratio,6,97.75,,2.25,-95.49,0.02
2008-2013,2008,2013,Serbia,RS,SRB,SRB,0,poverty,Poverty risk rate,percentage points,1,,,42.77,,
2008-2013,2008,2013,Serbia,RS,SRB,SRB,0,temporary_contract,Temporary contract rate,percentage points,4,17.43,,,,
2008-2013,2008,2013,Slovakia,SK,SVK,SVK,0,brain_waste,Highly educated employment rate,percentage points,6,71.96,,,,
2008-2013,2008,2013,Slovakia,SK,SVK,SVK,0,incarceration,Foreign prison-population representation,ratio,6,98.11,,1.87,-96.23,0.02
2008-2013,2008,2013,Slovakia,SK,SVK,SVK,0,poverty,Poverty risk rate,percentage points,6,19.39,20.95,,,
2008-2013,2008,2013,Slovakia,SK,SVK,SVK,0,temporary_contract,Temporary contract rate,percentage points,6,7.12,,,,
2008-2013,2008,2013,Slovenia,SI,SVN,SVN,0,brain_waste,Highly educated employment rate,percentage points,6,75.66,78.65,64.08,-11.32,
2008-2013,2008,2013,Slovenia,SI,SVN,SVN,0,incarceration,Foreign prison-population representation,ratio,6,89.04,,10.71,-78.08,0.12
2008-2013,2008,2013,Slovenia,SI,SVN,SVN,0,poverty,Poverty risk rate,percentage points,6,18.25,33.22,50.25,32.01,
2008-2013,2008,2013,Slovenia,SI,SVN,SVN,0,temporary_contract,Temporary contract rate,percentage points,6,23.14,33.63,39.9,16.76,
2008-2013,2008,2013,Sweden,SE,SWE,SWE,0,brain_waste,Highly educated employment rate,percentage points,6,81.48,82.34,61.72,-19.76,
2008-2013,2008,2013,Sweden,SE,SWE,SWE,0,incarceration,Foreign prison-population representation,ratio,2,68.05,,31.95,-36.11,0.47
2008-2013,2008,2013,Sweden,SE,SWE,SWE,0,poverty,Poverty risk rate,percentage points,6,15.56,31.78,54.82,39.13,
2008-2013,2008,2013,Sweden,SE,SWE,SWE,0,temporary_contract,Temporary contract rate,percentage points,6,19.43,21.05,36.81,17.39,
2008-2013,2008,2013,Turkey,TR,TUR,TUR,0,incarceration,Foreign prison-population representation,ratio,5,98.16,,1.68,-96.48,0.02
2008-2013,2008,2013,Turkey,TR,TUR,TUR,0,poverty,Poverty risk rate,percentage points,6,59.37,39.2,50.61,-7.54,
2008-2013,2008,2013,Kosovo,XK,XKX,XKX,0,incarceration,Foreign prison-population representation,ratio,3,94.42,,5.58,-88.84,0.06
2014-2019,2014,2019,Albania,AL,ALB,ALB,0,incarceration,Foreign prison-population representation,ratio,6,98.26,,1.74,-96.53,0.02
2014-2019,2014,2019,Austria,AT,AUT,AUT,0,brain_waste,Highly educated employment rate,percentage points,6,78.14,78.3,63.0,-15.14,
2014-2019,2014,2019,Austria,AT,AUT,AUT,0,incarceration,Foreign prison-population representation,ratio,6,46.31,,53.69,7.37,1.16
2014-2019,2014,2019,Austria,AT,AUT,AUT,0,poverty,Poverty risk rate,percentage points,1,14.93,39.4,44.37,29.43,
2014-2019,2014,2019,Austria,AT,AUT,AUT,0,temporary_contract,Temporary contract rate,percentage points,6,10.63,12.78,13.64,3.0,
2014-2019,2014,2019,Belgium,BE,BEL,BEL,0,brain_waste,Highly educated employment rate,percentage points,6,74.98,75.37,58.28,-16.7,
2014-2019,2014,2019,Belgium,BE,BEL,BEL,0,incarceration,Foreign prison-population representation,ratio,4,55.68,,44.14,-11.55,0.79
2014-2019,2014,2019,Belgium,BE,BEL,BEL,0,poverty,Poverty risk rate,percentage points,1,18.1,29.77,68.83,50.73,
2014-2019,2014,2019,Belgium,BE,BEL,BEL,0,temporary_contract,Temporary contract rate,percentage points,6,12.49,18.32,30.61,18.11,
2014-2019,2014,2019,Bulgaria,BG,BGR,BGR,0,brain_waste,Highly educated employment rate,percentage points,6,76.55,,77.01,-0.24,
2014-2019,2014,2019,Bulgaria,BG,BGR,BGR,0,incarceration,Foreign prison-population representation,ratio,6,97.28,,2.72,-94.55,0.03
2014-2019,2014,2019,Bulgaria,BG,BGR,BGR,0,poverty,Poverty risk rate,percentage points,1,36.87,,38.5,1.63,
2014-2019,2014,2019,Bulgaria,BG,BGR,BGR,0,temporary_contract,Temporary contract rate,percentage points,6,5.42,,,,
2014-2019,2014,2019,Bosnia and Herzegovina,BA,BIH,BIH,0,incarceration,Foreign prison-population representation,ratio,6,98.42,,1.58,-96.84,0.02
2014-2019,2014,2019,Switzerland,CH,CHE,CHE,0,brain_waste,Highly educated employment rate,percentage points,6,82.96,80.65,63.68,-19.28,
2014-2019,2014,2019,Switzerland,CH,CHE,CHE,0,incarceration,Foreign prison-population representation,ratio,6,29.8,,70.2,40.4,2.36
2014-2019,2014,2019,Switzerland,CH,CHE,CHE,0,poverty,Poverty risk rate,percentage points,1,12.97,16.77,22.7,9.73,
2014-2019,2014,2019,Switzerland,CH,CHE,CHE,0,temporary_contract,Temporary contract rate,percentage points,6,15.19,16.17,19.71,4.52,
2014-2019,2014,2019,Cyprus,CY,CYP,CYP,0,brain_waste,Highly educated employment rate,percentage points,6,74.71,76.55,57.16,-17.55,
2014-2019,2014,2019,Cyprus,CY,CYP,CYP,0,incarceration,Foreign prison-population representation,ratio,6,59.4,,40.6,-18.8,0.71
2014-2019,2014,2019,Cyprus,CY,CYP,CYP,0,poverty,Poverty risk rate,percentage points,1,25.93,37.13,40.83,14.9,
2014-2019,2014,2019,Cyprus,CY,CYP,CYP,0,temporary_contract,Temporary contract rate,percentage points,6,12.6,14.63,63.83,51.23,
2014-2019,2014,2019,Czechia,CZ,CZE,CZE,0,brain_waste,Highly educated employment rate,percentage points,6,77.53,84.23,77.11,-0.41,
2014-2019,2014,2019,Czechia,CZ,CZE,CZE,0,incarceration,Foreign prison-population representation,ratio,6,91.79,,8.21,-83.58,0.09
2014-2019,2014,2019,Czechia,CZ,CZE,CZE,0,poverty,Poverty risk rate,percentage points,1,14.17,26.93,17.07,2.9,
2014-2019,2014,2019,Czechia,CZ,CZE,CZE,0,temporary_contract,Temporary contract rate,percentage points,6,12.04,16.33,17.56,5.52,
2014-2019,2014,2019,Germany,DE,DEU,DEU,0,brain_waste,Highly educated employment rate,percentage points,6,81.23,77.9,61.86,-19.37,
2014-2019,2014,2019,Germany,DE,DEU,DEU,0,poverty,Poverty risk rate,percentage points,1,21.27,23.5,34.3,13.03,
2014-2019,2014,2019,Germany,DE,DEU,DEU,0,temporary_contract,Temporary contract rate,percentage points,6,16.14,19.3,23.7,7.56,
2014-2019,2014,2019,Denmark,DK,DNK,DNK,0,brain_waste,Highly educated employment rate,percentage points,6,78.9,76.83,68.85,-10.05,
2014-2019,2014,2019,Denmark,DK,DNK,DNK,0,incarceration,Foreign prison-population representation,ratio,6,71.85,,28.15,-43.71,0.39
2014-2019,2014,2019,Denmark,DK,DNK,DNK,0,poverty,Poverty risk rate,percentage points,1,19.73,29.8,42.13,22.4,
2014-2019,2014,2019,Denmark,DK,DNK,DNK,0,temporary_contract,Temporary contract rate,percentage points,6,12.12,16.6,18.95,6.82,
2014-2019,2014,2019,Spain,ES,ESP,ESP,0,brain_waste,Highly educated employment rate,percentage points,6,71.89,65.09,58.02,-13.87,
2014-2019,2014,2019,Spain,ES,ESP,ESP,0,incarceration,Foreign prison-population representation,ratio,6,71.27,,28.74,-42.53,0.4
2014-2019,2014,2019,Spain,ES,ESP,ESP,0,poverty,Poverty risk rate,percentage points,1,27.83,48.6,60.4,32.57,
2014-2019,2014,2019,Spain,ES,ESP,ESP,0,temporary_contract,Temporary contract rate,percentage points,6,30.35,36.82,42.25,11.9,
2014-2019,2014,2019,Estonia,EE,EST,EST,0,brain_waste,Highly educated employment rate,percentage points,6,81.85,78.7,71.59,-10.26,
2014-2019,2014,2019,Estonia,EE,EST,EST,0,incarceration,Foreign prison-population representation,ratio,6,63.01,,36.99,-26.03,0.59
2014-2019,2014,2019,Estonia,EE,EST,EST,0,poverty,Poverty risk rate,percentage points,1,22.23,17.5,39.4,17.17,
2014-2019,2014,2019,Estonia,EE,EST,EST,0,temporary_contract,Temporary contract rate,percentage points,6,4.08,,4.97,0.88,
2014-2019,2014,2019,Finland,FI,FIN,FIN,0,brain_waste,Highly educated employment rate,percentage points,6,77.08,77.35,59.17,-17.91,
2014-2019,2014,2019,Finland,FI,FIN,FIN,0,incarceration,Foreign prison-population representation,ratio,6,83.36,,16.64,-66.72,0.2
2014-2019,2014,2019,Finland,FI,FIN,FIN,0,poverty,Poverty risk rate,percentage points,1,17.27,23.07,45.83,28.57,
2014-2019,2014,2019,Finland,FI,FIN,FIN,0,temporary_contract,Temporary contract rate,percentage points,6,18.32,17.47,26.71,8.39,
2014-2019,2014,2019,France,FR,FRA,FRA,0,brain_waste,Highly educated employment rate,percentage points,6,75.05,72.84,57.49,-17.56,
2014-2019,2014,2019,France,FR,FRA,FRA,0,incarceration,Foreign prison-population representation,ratio,6,77.92,,22.07,-55.85,0.28
2014-2019,2014,2019,France,FR,FRA,FRA,0,poverty,Poverty risk rate,percentage points,1,17.73,26.3,51.03,33.3,
2014-2019,2014,2019,France,FR,FRA,FRA,0,temporary_contract,Temporary contract rate,percentage points,6,20.04,21.37,31.4,11.36,
2014-2019,2014,2019,United Kingdom,UK,GBR,GBR,0,brain_waste,Highly educated employment rate,percentage points,6,80.89,82.3,69.61,-11.28,
2014-2019,2014,2019,United Kingdom,UK,GBR,GBR,0,poverty,Poverty risk rate,percentage points,1,22.17,22.4,34.67,12.5,
2014-2019,2014,2019,United Kingdom,UK,GBR,GBR,0,temporary_contract,Temporary contract rate,percentage points,6,6.15,9.17,11.94,5.79,
2014-2019,2014,2019,Greece,EL,GRC,GRC,0,brain_waste,Highly educated employment rate,percentage points,6,63.39,54.62,51.77,-11.61,
2014-2019,2014,2019,Greece,EL,GRC,GRC,0,incarceration,Foreign prison-population representation,ratio,6,44.47,,55.53,11.06,1.25
2014-2019,2014,2019,Greece,EL,GRC,GRC,0,poverty,Poverty risk rate,percentage points,1,36.13,51.5,70.63,34.5,
2014-2019,2014,2019,Greece,EL,GRC,GRC,0,temporary_contract,Temporary contract rate,percentage points,6,13.35,24.62,22.02,8.68,
2014-2019,2014,2019,Croatia,HR,HRV,HRV,0,brain_waste,Highly educated employment rate,percentage points,6,70.9,85.18,,,
2014-2019,2014,2019,Croatia,HR,HRV,HRV,0,incarceration,Foreign prison-population representation,ratio,6,91.43,,8.13,-83.3,0.09
2014-2019,2014,2019,Croatia,HR,HRV,HRV,0,poverty,Poverty risk rate,percentage points,1,29.13,,46.47,17.33,
2014-2019,2014,2019,Croatia,HR,HRV,HRV,0,temporary_contract,Temporary contract rate,percentage points,6,24.22,,49.64,23.98,
2014-2019,2014,2019,Hungary,HU,HUN,HUN,0,brain_waste,Highly educated employment rate,percentage points,6,75.43,84.99,81.23,4.78,
2014-2019,2014,2019,Hungary,HU,HUN,HUN,0,incarceration,Foreign prison-population representation,ratio,6,95.24,,4.76,-90.47,0.05
2014-2019,2014,2019,Hungary,HU,HUN,HUN,0,poverty,Poverty risk rate,percentage points,1,31.4,24.27,,,
2014-2019,2014,2019,Hungary,HU,HUN,HUN,0,temporary_contract,Temporary contract rate,percentage points,6,10.33,17.5,,,
2014-2019,2014,2019,Ireland,IE,IRL,IRL,0,brain_waste,Highly educated employment rate,percentage points,6,77.19,79.2,68.39,-8.79,
2014-2019,2014,2019,Ireland,IE,IRL,IRL,0,incarceration,Foreign prison-population representation,ratio,4,84.37,,11.84,-72.52,0.14
2014-2019,2014,2019,Ireland,IE,IRL,IRL,0,poverty,Poverty risk rate,percentage points,1,28.2,22.57,47.77,19.57,
2014-2019,2014,2019,Ireland,IE,IRL,IRL,0,temporary_contract,Temporary contract rate,percentage points,6,11.83,8.21,13.55,1.72,
2014-2019,2014,2019,Iceland,IS,ISL,ISL,0,brain_waste,Highly educated employment rate,percentage points,6,88.84,90.66,80.36,-8.48,
2014-2019,2014,2019,Iceland,IS,ISL,ISL,0,incarceration,Foreign prison-population representation,ratio,6,79.46,,20.54,-58.92,0.26
2014-2019,2014,2019,Iceland,IS,ISL,ISL,0,poverty,Poverty risk rate,percentage points,1,10.83,11.7,11.03,0.2,
2014-2019,2014,2019,Iceland,IS,ISL,ISL,0,temporary_contract,Temporary contract rate,percentage points,6,12.15,8.93,32.38,20.7,
2014-2019,2014,2019,Italy,IT,ITA,ITA,0,brain_waste,Highly educated employment rate,percentage points,6,72.27,71.94,63.27,-9.01,
2014-2019,2014,2019,Italy,IT,ITA,ITA,0,incarceration,Foreign prison-population representation,ratio,6,66.46,,33.54,-32.92,0.5
2014-2019,2014,2019,Italy,IT,ITA,ITA,0,poverty,Poverty risk rate,percentage points,1,27.17,41.83,50.93,23.77,
2014-2019,2014,2019,Italy,IT,ITA,ITA,0,temporary_contract,Temporary contract rate,percentage points,6,21.43,23.67,21.57,0.15,
2014-2019,2014,2019,Liechtenstein,LI,LIE,LIE,0,incarceration,Foreign prison-population representation,ratio,6,17.38,,82.62,65.24,4.94
2014-2019,2014,2019,Lithuania,LT,LTU,LTU,0,brain_waste,Highly educated employment rate,percentage points,6,82.53,91.0,77.28,-5.24,
2014-2019,2014,2019,Lithuania,LT,LTU,LTU,0,incarceration,Foreign prison-population representation,ratio,6,98.17,,1.83,-96.35,0.02
2014-2019,2014,2019,Lithuania,LT,LTU,LTU,0,poverty,Poverty risk rate,percentage points,1,25.93,,38.43,12.5,
2014-2019,2014,2019,Lithuania,LT,LTU,LTU,0,temporary_contract,Temporary contract rate,percentage points,6,2.45,,,,
2014-2019,2014,2019,Luxembourg,LU,LUX,LUX,0,brain_waste,Highly educated employment rate,percentage points,6,76.92,80.51,70.34,-6.58,
2014-2019,2014,2019,Luxembourg,LU,LUX,LUX,0,incarceration,Foreign prison-population representation,ratio,5,26.04,,73.96,47.91,2.87
2014-2019,2014,2019,Luxembourg,LU,LUX,LUX,0,poverty,Poverty risk rate,percentage points,1,13.23,22.87,35.77,22.53,
2014-2019,2014,2019,Luxembourg,LU,LUX,LUX,0,temporary_contract,Temporary contract rate,percentage points,6,13.31,14.45,21.7,8.39,
2014-2019,2014,2019,Latvia,LV,LVA,LVA,0,brain_waste,Highly educated employment rate,percentage points,6,82.75,,68.81,-13.94,
2014-2019,2014,2019,Latvia,LV,LVA,LVA,0,incarceration,Foreign prison-population representation,ratio,6,97.61,,2.4,-95.21,0.02
2014-2019,2014,2019,Latvia,LV,LVA,LVA,0,poverty,Poverty risk rate,percentage points,1,29.07,13.5,39.6,10.53,
2014-2019,2014,2019,Latvia,LV,LVA,LVA,0,temporary_contract,Temporary contract rate,percentage points,6,3.76,,3.53,-0.23,
2014-2019,2014,2019,North Macedonia,MK,MKD,MKD,0,brain_waste,Highly educated employment rate,percentage points,6,68.79,,,,
2014-2019,2014,2019,North Macedonia,MK,MKD,MKD,0,incarceration,Foreign prison-population representation,ratio,2,93.12,,6.88,-86.23,0.07
2014-2019,2014,2019,North Macedonia,MK,MKD,MKD,0,poverty,Poverty risk rate,percentage points,1,42.67,,56.87,14.2,
2014-2019,2014,2019,North Macedonia,MK,MKD,MKD,0,temporary_contract,Temporary contract rate,percentage points,6,16.38,,,,
2014-2019,2014,2019,Malta,MT,MLT,MLT,0,brain_waste,Highly educated employment rate,percentage points,6,83.05,86.96,74.64,-8.41,
2014-2019,2014,2019,Malta,MT,MLT,MLT,0,incarceration,Foreign prison-population representation,ratio,5,44.77,,44.3,-11.41,0.81
2014-2019,2014,2019,Malta,MT,MLT,MLT,0,poverty,Poverty risk rate,percentage points,1,21.63,18.33,30.53,8.9,
2014-2019,2014,2019,Malta,MT,MLT,MLT,0,temporary_contract,Temporary contract rate,percentage points,6,7.36,11.89,11.99,4.63,
2014-2019,2014,2019,Montenegro,ME,MNE,MNE,0,brain_waste,Highly educated employment rate,percentage points,6,73.12,,69.19,-3.93,
2014-2019,2014,2019,Montenegro,ME,MNE,MNE,0,incarceration,Foreign prison-population representation,ratio,6,79.42,,20.58,-58.83,0.27
2014-2019,2014,2019,Montenegro,ME,MNE,MNE,0,poverty,Poverty risk rate,percentage points,1,36.5,,,,
2014-2019,2014,2019,Montenegro,ME,MNE,MNE,0,temporary_contract,Temporary contract rate,percentage points,6,34.52,,55.58,21.06,
2014-2019,2014,2019,Netherlands,NL,NLD,NLD,0,brain_waste,Highly educated employment rate,percentage points,6,80.8,81.13,66.9,-13.91,
2014-2019,2014,2019,Netherlands,NL,NLD,NLD,0,incarceration,Foreign prison-population representation,ratio,6,81.43,,18.46,-62.97,0.23
2014-2019,2014,2019,Netherlands,NL,NLD,NLD,0,poverty,Poverty risk rate,percentage points,1,17.53,19.6,39.8,22.27,
2014-2019,2014,2019,Netherlands,NL,NLD,NLD,0,temporary_contract,Temporary contract rate,percentage points,6,22.23,31.69,37.46,15.22,
2014-2019,2014,2019,Norway,NO,NOR,NOR,0,brain_waste,Highly educated employment rate,percentage points,6,82.9,86.08,73.26,-9.64,
2014-2019,2014,2019,Norway,NO,NOR,NOR,0,incarceration,Foreign prison-population representation,ratio,6,66.87,,31.6,-35.27,0.47
2014-2019,2014,2019,Norway,NO,NOR,NOR,0,poverty,Poverty risk rate,percentage points,1,13.87,16.23,28.47,14.6,
2014-2019,2014,2019,Norway,NO,NOR,NOR,0,temporary_contract,Temporary contract rate,percentage points,6,9.47,10.38,20.45,10.98,
2014-2019,2014,2019,Poland,PL,POL,POL,0,brain_waste,Highly educated employment rate,percentage points,6,77.49,84.95,73.86,-3.62,
2014-2019,2014,2019,Poland,PL,POL,POL,0,incarceration,Foreign prison-population representation,ratio,6,98.89,,1.11,-97.79,0.01
2014-2019,2014,2019,Poland,PL,POL,POL,0,poverty,Poverty risk rate,percentage points,1,24.43,,10.73,-13.7,
2014-2019,2014,2019,Poland,PL,POL,POL,0,temporary_contract,Temporary contract rate,percentage points,6,30.4,,55.75,25.35,
2014-2019,2014,2019,Portugal,PT,PRT,PRT,0,brain_waste,Highly educated employment rate,percentage points,6,76.33,78.73,64.46,-11.87,
2014-2019,2014,2019,Portugal,PT,PRT,PRT,0,incarceration,Foreign prison-population representation,ratio,6,83.68,,16.32,-67.36,0.2
2014-2019,2014,2019,Portugal,PT,PRT,PRT,0,poverty,Poverty risk rate,percentage points,1,27.27,28.8,50.7,23.43,
2014-2019,2014,2019,Portugal,PT,PRT,PRT,0,temporary_contract,Temporary contract rate,percentage points,6,26.96,34.47,47.46,20.5,
2014-2019,2014,2019,Romania,RO,ROU,ROU,0,brain_waste,Highly educated employment rate,percentage points,6,76.53,,,,
2014-2019,2014,2019,Romania,RO,ROU,ROU,0,incarceration,Foreign prison-population representation,ratio,6,98.92,,1.08,-97.84,0.01
2014-2019,2014,2019,Romania,RO,ROU,ROU,0,poverty,Poverty risk rate,percentage points,1,38.27,,,,
2014-2019,2014,2019,Romania,RO,ROU,ROU,0,temporary_contract,Temporary contract rate,percentage points,6,1.99,,,,
2014-2019,2014,2019,Serbia,RS,SRB,SRB,0,brain_waste,Highly educated employment rate,percentage points,6,66.43,,52.55,-14.17,
2014-2019,2014,2019,Serbia,RS,SRB,SRB,0,incarceration,Foreign prison-population representation,ratio,6,96.82,,3.18,-93.64,0.03
2014-2019,2014,2019,Serbia,RS,SRB,SRB,0,poverty,Poverty risk rate,percentage points,1,43.43,64.07,46.8,3.37,
2014-2019,2014,2019,Serbia,RS,SRB,SRB,0,temporary_contract,Temporary contract rate,percentage points,6,26.8,,,,
2014-2019,2014,2019,Slovakia,SK,SVK,SVK,0,brain_waste,Highly educated employment rate,percentage points,6,71.86,83.38,,,
2014-2019,2014,2019,Slovakia,SK,SVK,SVK,0,incarceration,Foreign prison-population representation,ratio,6,97.94,,2.06,-95.89,0.02
2014-2019,2014,2019,Slovakia,SK,SVK,SVK,0,poverty,Poverty risk rate,percentage points,1,17.73,28.67,,,
2014-2019,2014,2019,Slovakia,SK,SVK,SVK,0,temporary_contract,Temporary contract rate,percentage points,6,10.98,,,,
2014-2019,2014,2019,Slovenia,SI,SVN,SVN,0,brain_waste,Highly educated employment rate,percentage points,6,76.28,77.47,71.44,-4.84,
2014-2019,2014,2019,Slovenia,SI,SVN,SVN,0,incarceration,Foreign prison-population representation,ratio,5,87.52,,12.48,-75.04,0.15
2014-2019,2014,2019,Slovenia,SI,SVN,SVN,0,poverty,Poverty risk rate,percentage points,1,20.1,35.5,52.53,32.43,
2014-2019,2014,2019,Slovenia,SI,SVN,SVN,0,temporary_contract,Temporary contract rate,percentage points,6,22.89,26.11,34.36,11.47,
2014-2019,2014,2019,Sweden,SE,SWE,SWE,0,brain_waste,Highly educated employment rate,percentage points,6,82.98,81.34,62.81,-20.17,
2014-2019,2014,2019,Sweden,SE,SWE,SWE,0,incarceration,Foreign prison-population representation,ratio,6,51.34,,22.15,-29.19,0.43
2014-2019,2014,2019,Sweden,SE,SWE,SWE,0,poverty,Poverty risk rate,percentage points,1,15.83,31.27,54.5,38.67,
2014-2019,2014,2019,Sweden,SE,SWE,SWE,0,temporary_contract,Temporary contract rate,percentage points,6,19.09,24.8,42.03,22.94,
2014-2019,2014,2019,Turkey,TR,TUR,TUR,0,incarceration,Foreign prison-population representation,ratio,6,97.39,,2.61,-94.79,0.03
2014-2019,2014,2019,Turkey,TR,TUR,TUR,0,poverty,Poverty risk rate,percentage points,1,38.87,9.83,33.33,-5.53,
2014-2019,2014,2019,Kosovo,XK,XKX,XKX,0,incarceration,Foreign prison-population representation,ratio,6,93.04,,5.98,-87.06,0.06
2020-2024,2020,2024,Albania,AL,ALB,ALB,0,incarceration,Foreign prison-population representation,ratio,5,97.48,,2.52,-94.96,0.03
2020-2024,2020,2024,Albania,AL,ALB,ALB,0,poverty,Poverty risk rate,percentage points,3,20.8,,11.9,-8.9,
2020-2024,2020,2024,Austria,AT,AUT,AUT,0,brain_waste,Highly educated employment rate,percentage points,5,79.42,79.44,63.67,-15.75,
2020-2024,2020,2024,Austria,AT,AUT,AUT,0,incarceration,Foreign prison-population representation,ratio,5,48.52,,51.48,2.95,1.06
2020-2024,2020,2024,Austria,AT,AUT,AUT,0,poverty,Poverty risk rate,percentage points,5,10.7,,22.12,11.42,
2020-2024,2020,2024,Austria,AT,AUT,AUT,0,temporary_contract,Temporary contract rate,percentage points,5,10.31,13.28,14.73,4.42,
2020-2024,2020,2024,Belgium,BE,BEL,BEL,0,brain_waste,Highly educated employment rate,percentage points,5,77.09,78.55,59.95,-17.14,
2020-2024,2020,2024,Belgium,BE,BEL,BEL,0,incarceration,Foreign prison-population representation,ratio,5,55.88,,44.03,-11.85,0.79
2020-2024,2020,2024,Belgium,BE,BEL,BEL,0,poverty,Poverty risk rate,percentage points,5,9.62,,17.62,8.0,
2020-2024,2020,2024,Belgium,BE,BEL,BEL,0,temporary_contract,Temporary contract rate,percentage points,5,13.41,17.76,29.33,15.92,
2020-2024,2020,2024,Bulgaria,BG,BGR,BGR,0,brain_waste,Highly educated employment rate,percentage points,5,80.41,,,,
2020-2024,2020,2024,Bulgaria,BG,BGR,BGR,0,incarceration,Foreign prison-population representation,ratio,5,97.26,,2.74,-94.53,0.03
2020-2024,2020,2024,Bulgaria,BG,BGR,BGR,0,poverty,Poverty risk rate,percentage points,5,21.68,,32.58,10.6,
2020-2024,2020,2024,Bulgaria,BG,BGR,BGR,0,temporary_contract,Temporary contract rate,percentage points,5,4.15,,,,
2020-2024,2020,2024,Bosnia and Herzegovina,BA,BIH,BIH,0,brain_waste,Highly educated employment rate,percentage points,4,70.67,,,,
2020-2024,2020,2024,Bosnia and Herzegovina,BA,BIH,BIH,0,incarceration,Foreign prison-population representation,ratio,5,72.12,,2.58,-69.54,0.03
2020-2024,2020,2024,Bosnia and Herzegovina,BA,BIH,BIH,0,temporary_contract,Temporary contract rate,percentage points,4,14.64,,,,
2020-2024,2020,2024,Switzerland,CH,CHE,CHE,0,brain_waste,Highly educated employment rate,percentage points,5,82.73,81.06,65.27,-17.46,
2020-2024,2020,2024,Switzerland,CH,CHE,CHE,0,incarceration,Foreign prison-population representation,ratio,5,29.49,,70.51,41.02,2.39
2020-2024,2020,2024,Switzerland,CH,CHE,CHE,0,poverty,Poverty risk rate,percentage points,4,13.82,,15.55,1.73,
2020-2024,2020,2024,Switzerland,CH,CHE,CHE,0,temporary_contract,Temporary contract rate,percentage points,5,15.89,16.43,21.48,5.58,
2020-2024,2020,2024,Cyprus,CY,CYP,CYP,0,brain_waste,Highly educated employment rate,percentage points,5,79.71,81.65,61.98,-17.73,
2020-2024,2020,2024,Cyprus,CY,CYP,CYP,0,incarceration,Foreign prison-population representation,ratio,5,47.63,,52.37,4.74,1.12
2020-2024,2020,2024,Cyprus,CY,CYP,CYP,0,poverty,Poverty risk rate,percentage points,5,12.58,,18.18,5.6,
2020-2024,2020,2024,Cyprus,CY,CYP,CYP,0,temporary_contract,Temporary contract rate,percentage points,5,8.59,7.7,50.76,42.17,
2020-2024,2020,2024,Czechia,CZ,CZE,CZE,0,brain_waste,Highly educated employment rate,percentage points,5,79.25,87.31,79.81,0.56,
2020-2024,2020,2024,Czechia,CZ,CZE,CZE,0,incarceration,Foreign prison-population representation,ratio,5,92.06,,7.94,-84.11,0.09
2020-2024,2020,2024,Czechia,CZ,CZE,CZE,0,poverty,Poverty risk rate,percentage points,5,9.04,,14.44,5.4,
2020-2024,2020,2024,Czechia,CZ,CZE,CZE,0,temporary_contract,Temporary contract rate,percentage points,5,9.41,15.96,19.38,9.97,
