YEAR,period,country,country_code,country_key,iso3,is_aggregate,metric_key,metric_label,unit,native_value,eu_migrant_value,extra_eu_migrant_value,gap_extra_eu_vs_native_pp,ratio_foreign_vs_native
2014,2014-2019,Switzerland,CH,CHE,CHE,0,brain_waste,Highly educated employment rate,percentage points,82.86111111111111,80.55555555555556,60.888888888888886,-21.97222222222223,
2014,2014-2019,Cyprus,CY,CYP,CYP,0,brain_waste,Highly educated employment rate,percentage points,72.83888888888889,76.58125,55.925,-16.91388888888889,
2014,2014-2019,Czechia,CZ,CZE,CZE,0,brain_waste,Highly educated employment rate,percentage points,76.16111111111111,75.89999999999999,82.4125,6.251388888888883,
2014,2014-2019,Germany,DE,DEU,DEU,0,brain_waste,Highly educated employment rate,percentage points,80.36666666666667,76.37222222222222,61.516666666666666,-18.85000000000001,
2014,2014-2019,Denmark,DK,DNK,DNK,0,brain_waste,Highly educated employment rate,percentage points,78.3111111111111,74.56,64.0,-14.311111111111103,
2014,2014-2019,Spain,ES,ESP,ESP,0,brain_waste,Highly educated employment rate,percentage points,69.29444444444444,61.44444444444444,52.75,-16.544444444444437,
2014,2014-2019,Estonia,EE,EST,EST,0,brain_waste,Highly educated employment rate,percentage points,79.4,85.22,73.9125,-5.487500000000011,
2014,2014-2019,Finland,FI,FIN,FIN,0,brain_waste,Highly educated employment rate,percentage points,76.42777777777778,75.69166666666666,55.583333333333336,-20.84444444444444,
2014,2014-2019,France,FR,FRA,FRA,0,brain_waste,Highly educated employment rate,percentage points,73.78888888888889,68.96666666666667,54.544444444444444,-19.244444444444447,
2014,2014-2019,United Kingdom,UK,GBR,GBR,0,brain_waste,Highly educated employment rate,percentage points,80.57777777777778,79.68333333333334,67.61111111111111,-12.966666666666669,
2014,2014-2019,Greece,EL,GRC,GRC,0,brain_waste,Highly educated employment rate,percentage points,60.72222222222222,49.575,54.50625,-6.21597222222222,
2014,2014-2019,Croatia,HR,HRV,HRV,0,brain_waste,Highly educated employment rate,percentage points,69.71666666666667,,,,
2014,2014-2019,Hungary,HU,HUN,HUN,0,brain_waste,Highly educated employment rate,percentage points,72.8111111111111,84.43333333333334,,,
2014,2014-2019,Ireland,IE,IRL,IRL,0,brain_waste,Highly educated employment rate,percentage points,74.43333333333334,72.2625,63.752941176470586,-10.680392156862752,
2014,2014-2019,Iceland,IS,ISL,ISL,0,brain_waste,Highly educated employment rate,percentage points,88.03888888888889,85.92,85.14000000000001,-2.8988888888888766,
2014,2014-2019,Italy,IT,ITA,ITA,0,brain_waste,Highly educated employment rate,percentage points,70.53888888888889,72.925,64.9470588235294,-5.591830065359488,
2014,2014-2019,Lithuania,LT,LTU,LTU,0,brain_waste,Highly educated employment rate,percentage points,80.93333333333334,,71.82222222222222,-9.111111111111114,
2014,2014-2019,Luxembourg,LU,LUX,LUX,0,brain_waste,Highly educated employment rate,percentage points,73.27222222222223,80.61764705882354,68.31875,-4.953472222222231,
2014,2014-2019,Latvia,LV,LVA,LVA,0,brain_waste,Highly educated employment rate,percentage points,79.98333333333333,,69.19375,-10.78958333333334,
2014,2014-2019,North Macedonia,MK,MKD,MKD,0,brain_waste,Highly educated employment rate,percentage points,67.39999999999999,,,,
2014,2014-2019,Malta,MT,MLT,MLT,0,brain_waste,Highly educated employment rate,percentage points,80.79444444444444,83.02499999999999,71.06,-9.734444444444435,
2014,2014-2019,Montenegro,ME,MNE,MNE,0,brain_waste,Highly educated employment rate,percentage points,75.58823529411765,,60.96666666666667,-14.621568627450984,
2014,2014-2019,Netherlands,NL,NLD,NLD,0,brain_waste,Highly educated employment rate,percentage points,79.69999999999999,86.61875,62.811764705882354,-16.888235294117635,
2014,2014-2019,Norway,NO,NOR,NOR,0,brain_waste,Highly educated employment rate,percentage points,83.86111111111111,83.81666666666666,67.52222222222223,-16.33888888888889,
2014,2014-2019,Poland,PL,POL,POL,0,brain_waste,Highly educated employment rate,percentage points,75.46666666666667,92.83333333333333,75.36,-0.10666666666666913,
2014,2014-2019,Portugal,PT,PRT,PRT,0,brain_waste,Highly educated employment rate,percentage points,72.5611111111111,73.45555555555556,68.22857142857143,-4.332539682539675,
2014,2014-2019,Romania,RO,ROU,ROU,0,brain_waste,Highly educated employment rate,percentage points,73.22777777777777,,,,
2014,2014-2019,Serbia,RS,SRB,SRB,0,brain_waste,Highly educated employment rate,percentage points,62.31666666666667,,61.529999999999994,-0.786666666666676,
2014,2014-2019,Slovakia,SK,SVK,SVK,0,brain_waste,Highly educated employment rate,percentage points,69.9388888888889,83.375,,,
2014,2014-2019,Slovenia,SI,SVN,SVN,0,brain_waste,Highly educated employment rate,percentage points,72.36111111111111,65.1,57.42,-14.941111111111113,
2014,2014-2019,Sweden,SE,SWE,SWE,0,brain_waste,Highly educated employment rate,percentage points,82.01666666666667,79.67647058823529,65.21875,-16.797916666666666,
2015,2014-2019,Austria,AT,AUT,AUT,0,brain_waste,Highly educated employment rate,percentage points,77.31666666666666,78.0764705882353,64.0529411764706,-13.263725490196066,
2015,2014-2019,Belgium,BE,BEL,BEL,0,brain_waste,Highly educated employment rate,percentage points,74.19444444444444,74.19411764705882,57.375,-16.819444444444443,
2015,2014-2019,Bulgaria,BG,BGR,BGR,0,brain_waste,Highly educated employment rate,percentage points,75.53333333333333,,,,
2015,2014-2019,Switzerland,CH,CHE,CHE,0,brain_waste,Highly educated employment rate,percentage points,82.52222222222223,79.65555555555555,60.82222222222222,-21.700000000000003,
2015,2014-2019,Cyprus,CY,CYP,CYP,0,brain_waste,Highly educated employment rate,percentage points,72.71666666666667,76.325,56.96875,-15.747916666666669,
2015,2014-2019,Czechia,CZ,CZE,CZE,0,brain_waste,Highly educated employment rate,percentage points,76.45555555555556,83.6,77.8125,1.3569444444444372,
2015,2014-2019,Germany,DE,DEU,DEU,0,brain_waste,Highly educated employment rate,percentage points,80.51111111111112,76.94444444444444,60.349999999999994,-20.161111111111126,
2015,2014-2019,Denmark,DK,DNK,DNK,0,brain_waste,Highly educated employment rate,percentage points,79.03888888888889,73.92666666666668,66.53125,-12.507638888888891,
2015,2014-2019,Spain,ES,ESP,ESP,0,brain_waste,Highly educated employment rate,percentage points,70.43333333333334,63.12777777777777,54.08888888888889,-16.34444444444445,
2015,2014-2019,Estonia,EE,EST,EST,0,brain_waste,Highly educated employment rate,percentage points,81.57777777777778,70.225,70.35882352941177,-11.218954248366018,
2015,2014-2019,Finland,FI,FIN,FIN,0,brain_waste,Highly educated employment rate,percentage points,76.01666666666667,74.86153846153846,53.38333333333333,-22.633333333333333,
2015,2014-2019,France,FR,FRA,FRA,0,brain_waste,Highly educated employment rate,percentage points,74.40555555555555,70.25,56.86666666666667,-17.538888888888884,
2015,2014-2019,United Kingdom,UK,GBR,GBR,0,brain_waste,Highly educated employment rate,percentage points,80.78333333333333,80.76111111111112,69.02222222222223,-11.761111111111106,
2015,2014-2019,Greece,EL,GRC,GRC,0,brain_waste,Highly educated employment rate,percentage points,60.5611111111111,59.9,52.04375,-8.5173611111111,
2015,2014-2019,Croatia,HR,HRV,HRV,0,brain_waste,Highly educated employment rate,percentage points,69.53888888888889,,,,
2015,2014-2019,Hungary,HU,HUN,HUN,0,brain_waste,Highly educated employment rate,percentage points,73.96111111111111,87.925,,,
2015,2014-2019,Ireland,IE,IRL,IRL,0,brain_waste,Highly educated employment rate,percentage points,76.28333333333333,78.39375,64.4235294117647,-11.859803921568627,
2015,2014-2019,Iceland,IS,ISL,ISL,0,brain_waste,Highly educated employment rate,percentage points,89.77777777777777,86.26666666666667,73.2,-16.57777777777777,
2015,2014-2019,Italy,IT,ITA,ITA,0,brain_waste,Highly educated employment rate,percentage points,71.19444444444444,73.15625,63.670588235294126,-7.523856209150317,
2015,2014-2019,Lithuania,LT,LTU,LTU,0,brain_waste,Highly educated employment rate,percentage points,81.43333333333334,,77.58333333333333,-3.8500000000000085,
2015,2014-2019,Luxembourg,LU,LUX,LUX,0,brain_waste,Highly educated employment rate,percentage points,79.48823529411764,77.70588235294117,69.91875,-9.56948529411764,
2015,2014-2019,Latvia,LV,LVA,LVA,0,brain_waste,Highly educated employment rate,percentage points,81.75,,62.094117647058816,-19.655882352941184,
2015,2014-2019,North Macedonia,MK,MKD,MKD,0,brain_waste,Highly educated employment rate,percentage points,69.88823529411764,,,,
2015,2014-2019,Malta,MT,MLT,MLT,0,brain_waste,Highly educated employment rate,percentage points,82.8111111111111,90.05833333333334,72.59375,-10.217361111111103,
2015,2014-2019,Montenegro,ME,MNE,MNE,0,brain_waste,Highly educated employment rate,percentage points,72.4388888888889,,67.26666666666667,-5.172222222222231,
2015,2014-2019,Netherlands,NL,NLD,NLD,0,brain_waste,Highly educated employment rate,percentage points,80.30000000000001,80.61764705882354,65.43125,-14.868750000000006,
2015,2014-2019,Norway,NO,NOR,NOR,0,brain_waste,Highly educated employment rate,percentage points,83.43333333333334,83.40588235294118,70.55000000000001,-12.883333333333326,
2015,2014-2019,Poland,PL,POL,POL,0,brain_waste,Highly educated employment rate,percentage points,76.32777777777778,91.8,71.58333333333333,-4.744444444444454,
2015,2014-2019,Portugal,PT,PRT,PRT,0,brain_waste,Highly educated employment rate,percentage points,74.12222222222222,76.06363636363636,54.00909090909091,-20.113131313131312,
2015,2014-2019,Romania,RO,ROU,ROU,0,brain_waste,Highly educated employment rate,percentage points,75.27222222222223,,,,
2015,2014-2019,Serbia,RS,SRB,SRB,0,brain_waste,Highly educated employment rate,percentage points,63.205555555555556,,47.37142857142857,-15.83412698412699,
2015,2014-2019,Slovakia,SK,SVK,SVK,0,brain_waste,Highly educated employment rate,percentage points,70.52777777777777,,,,
2015,2014-2019,Slovenia,SI,SVN,SVN,0,brain_waste,Highly educated employment rate,percentage points,73.27777777777777,72.95,70.59,-2.687777777777768,
2015,2014-2019,Sweden,SE,SWE,SWE,0,brain_waste,Highly educated employment rate,percentage points,82.44999999999999,79.00555555555555,61.5,-20.94999999999999,
2016,2014-2019,Austria,AT,AUT,AUT,0,brain_waste,Highly educated employment rate,percentage points,78.37777777777778,78.58235294117648,57.705882352941174,-20.671895424836606,
2016,2014-2019,Belgium,BE,BEL,BEL,0,brain_waste,Highly educated employment rate,percentage points,74.70555555555556,76.0529411764706,54.03125,-20.674305555555563,
2016,2014-2019,Bulgaria,BG,BGR,BGR,0,brain_waste,Highly educated employment rate,percentage points,75.72777777777777,,,,
2016,2014-2019,Switzerland,CH,CHE,CHE,0,brain_waste,Highly educated employment rate,percentage points,82.96111111111111,80.72222222222223,65.6,-17.361111111111114,
2016,2014-2019,Cyprus,CY,CYP,CYP,0,brain_waste,Highly educated employment rate,percentage points,72.59444444444445,74.85625,55.22,-17.37444444444445,
2016,2014-2019,Czechia,CZ,CZE,CZE,0,brain_waste,Highly educated employment rate,percentage points,77.18333333333334,87.04705882352941,75.64375,-1.53958333333334,
2016,2014-2019,Germany,DE,DEU,DEU,0,brain_waste,Highly educated employment rate,percentage points,81.12777777777778,77.21111111111111,60.233333333333334,-20.894444444444446,
2016,2014-2019,Denmark,DK,DNK,DNK,0,brain_waste,Highly educated employment rate,percentage points,78.30000000000001,78.34666666666666,68.33125,-9.968750000000014,
2016,2014-2019,Spain,ES,ESP,ESP,0,brain_waste,Highly educated employment rate,percentage points,71.37777777777778,63.09444444444445,62.847058823529416,-8.530718954248364,
2016,2014-2019,Estonia,EE,EST,EST,0,brain_waste,Highly educated employment rate,percentage points,81.03333333333333,74.15555555555555,69.34705882352942,-11.686274509803908,
2016,2014-2019,Finland,FI,FIN,FIN,0,brain_waste,Highly educated employment rate,percentage points,76.06666666666666,75.73333333333333,58.80833333333334,-17.258333333333326,
2016,2014-2019,France,FR,FRA,FRA,0,brain_waste,Highly educated employment rate,percentage points,75.01666666666667,72.44444444444444,56.07222222222222,-18.944444444444443,
2016,2014-2019,United Kingdom,UK,GBR,GBR,0,brain_waste,Highly educated employment rate,percentage points,80.97777777777777,80.9388888888889,69.22222222222223,-11.755555555555546,
2016,2014-2019,Greece,EL,GRC,GRC,0,brain_waste,Highly educated employment rate,percentage points,61.983333333333334,62.88,48.675,-13.308333333333337,
2016,2014-2019,Croatia,HR,HRV,HRV,0,brain_waste,Highly educated employment rate,percentage points,70.03333333333333,,,,
2016,2014-2019,Hungary,HU,HUN,HUN,0,brain_waste,Highly educated employment rate,percentage points,76.37222222222222,84.27777777777777,70.8,-5.572222222222223,
2016,2014-2019,Ireland,IE,IRL,IRL,0,brain_waste,Highly educated employment rate,percentage points,76.62777777777778,79.63125,67.28823529411765,-9.339542483660125,
2016,2014-2019,Iceland,IS,ISL,ISL,0,brain_waste,Highly educated employment rate,percentage points,89.92222222222222,94.03,77.95555555555556,-11.966666666666654,
2016,2014-2019,Italy,IT,ITA,ITA,0,brain_waste,Highly educated employment rate,percentage points,72.38888888888889,74.60625,61.71764705882353,-10.671241830065355,
2016,2014-2019,Lithuania,LT,LTU,LTU,0,brain_waste,Highly educated employment rate,percentage points,83.23888888888888,,75.53076923076922,-7.7081196581196565,
2016,2014-2019,Luxembourg,LU,LUX,LUX,0,brain_waste,Highly educated employment rate,percentage points,77.24705882352941,80.45294117647059,69.1875,-8.059558823529414,
2016,2014-2019,Latvia,LV,LVA,LVA,0,brain_waste,Highly educated employment rate,percentage points,82.12222222222222,,69.87058823529412,-12.251633986928098,
2016,2014-2019,North Macedonia,MK,MKD,MKD,0,brain_waste,Highly educated employment rate,percentage points,67.23333333333333,,,,
2016,2014-2019,Malta,MT,MLT,MLT,0,brain_waste,Highly educated employment rate,percentage points,83.05000000000001,90.39999999999999,72.2375,-10.812500000000014,
2016,2014-2019,Montenegro,ME,MNE,MNE,0,brain_waste,Highly educated employment rate,percentage points,71.81666666666666,,66.1625,-5.654166666666669,
2016,2014-2019,Netherlands,NL,NLD,NLD,0,brain_waste,Highly educated employment rate,percentage points,80.35,80.58235294117648,65.24705882352941,-15.10294117647058,
2016,2014-2019,Norway,NO,NOR,NOR,0,brain_waste,Highly educated employment rate,percentage points,82.77222222222223,87.76875,72.89444444444445,-9.87777777777778,
2016,2014-2019,Poland,PL,POL,POL,0,brain_waste,Highly educated employment rate,percentage points,77.05000000000001,76.13749999999999,67.11666666666666,-9.933333333333351,
2016,2014-2019,Portugal,PT,PRT,PRT,0,brain_waste,Highly educated employment rate,percentage points,75.40555555555555,80.61666666666666,58.15,-17.255555555555553,
2016,2014-2019,Romania,RO,ROU,ROU,0,brain_waste,Highly educated employment rate,percentage points,75.73333333333333,,,,
2016,2014-2019,Serbia,RS,SRB,SRB,0,brain_waste,Highly educated employment rate,percentage points,65.02222222222223,,,,
2016,2014-2019,Slovakia,SK,SVK,SVK,0,brain_waste,Highly educated employment rate,percentage points,71.21111111111111,,,,
2016,2014-2019,Slovenia,SI,SVN,SVN,0,brain_waste,Highly educated employment rate,percentage points,75.02222222222223,74.31,67.68333333333334,-7.338888888888889,
2016,2014-2019,Sweden,SE,SWE,SWE,0,brain_waste,Highly educated employment rate,percentage points,83.11111111111111,82.4125,59.94444444444444,-23.16666666666667,
2017,2014-2019,Austria,AT,AUT,AUT,0,brain_waste,Highly educated employment rate,percentage points,78.54444444444444,80.35882352941177,63.788235294117655,-14.756209150326782,
2017,2014-2019,Belgium,BE,BEL,BEL,0,brain_waste,Highly educated employment rate,percentage points,74.70555555555556,72.26666666666667,59.7375,-14.968055555555566,
2017,2014-2019,Bulgaria,BG,BGR,BGR,0,brain_waste,Highly educated employment rate,percentage points,76.99444444444445,,81.2,4.205555555555549,
2017,2014-2019,Switzerland,CH,CHE,CHE,0,brain_waste,Highly educated employment rate,percentage points,82.90555555555555,80.12222222222222,63.56111111111112,-19.344444444444434,
2017,2014-2019,Cyprus,CY,CYP,CYP,0,brain_waste,Highly educated employment rate,percentage points,74.07222222222222,75.43125,58.60625,-15.46597222222222,
2017,2014-2019,Czechia,CZ,CZE,CZE,0,brain_waste,Highly educated employment rate,percentage points,77.9388888888889,86.89375,76.71875,-1.220138888888897,
2017,2014-2019,Germany,DE,DEU,DEU,0,brain_waste,Highly educated employment rate,percentage points,81.42222222222222,78.11666666666666,62.16111111111112,-19.2611111111111,
2017,2014-2019,Denmark,DK,DNK,DNK,0,brain_waste,Highly educated employment rate,percentage points,78.71111111111111,80.54666666666667,68.9,-9.811111111111103,
2017,2014-2019,Spain,ES,ESP,ESP,0,brain_waste,Highly educated employment rate,percentage points,72.67777777777778,66.83333333333333,61.266666666666666,-11.411111111111111,
2017,2014-2019,Estonia,EE,EST,EST,0,brain_waste,Highly educated employment rate,percentage points,82.81666666666666,83.625,70.42941176470588,-12.387254901960787,
2017,2014-2019,Finland,FI,FIN,FIN,0,brain_waste,Highly educated employment rate,percentage points,76.98333333333333,79.09166666666667,61.96666666666667,-15.016666666666666,
2017,2014-2019,France,FR,FRA,FRA,0,brain_waste,Highly educated employment rate,percentage points,75.52777777777777,71.23888888888888,56.48888888888889,-19.038888888888884,
2017,2014-2019,United Kingdom,UK,GBR,GBR,0,brain_waste,Highly educated employment rate,percentage points,80.71666666666667,82.82777777777778,70.78333333333333,-9.933333333333337,
2017,2014-2019,Greece,EL,GRC,GRC,0,brain_waste,Highly educated employment rate,percentage points,63.31111111111112,57.54,54.01875,-9.29236111111112,
2017,2014-2019,Croatia,HR,HRV,HRV,0,brain_waste,Highly educated employment rate,percentage points,71.91666666666667,,,,
2017,2014-2019,Hungary,HU,HUN,HUN,0,brain_waste,Highly educated employment rate,percentage points,75.97777777777777,81.07777777777778,81.80000000000001,5.822222222222237,
2017,2014-2019,Ireland,IE,IRL,IRL,0,brain_waste,Highly educated employment rate,percentage points,78.00555555555556,79.54117647058824,71.15882352941176,-6.846732026143798,
2017,2014-2019,Iceland,IS,ISL,ISL,0,brain_waste,Highly educated employment rate,percentage points,89.32777777777778,97.47500000000001,80.91,-8.417777777777786,
2017,2014-2019,Italy,IT,ITA,ITA,0,brain_waste,Highly educated employment rate,percentage points,72.69444444444444,69.41764705882352,62.37222222222223,-10.322222222222216,
2017,2014-2019,Lithuania,LT,LTU,LTU,0,brain_waste,Highly educated employment rate,percentage points,82.73888888888888,,77.64999999999999,-5.088888888888889,
2017,2014-2019,Luxembourg,LU,LUX,LUX,0,brain_waste,Highly educated employment rate,percentage points,79.40588235294118,80.56470588235294,73.75,-5.655882352941177,
2017,2014-2019,Latvia,LV,LVA,LVA,0,brain_waste,Highly educated employment rate,percentage points,82.85555555555555,,66.10000000000001,-16.755555555555546,
2017,2014-2019,North Macedonia,MK,MKD,MKD,0,brain_waste,Highly educated employment rate,percentage points,67.95555555555556,,,,
2017,2014-2019,Malta,MT,MLT,MLT,0,brain_waste,Highly educated employment rate,percentage points,84.21666666666667,88.82666666666667,79.99375,-4.222916666666663,
2017,2014-2019,Montenegro,ME,MNE,MNE,0,brain_waste,Highly educated employment rate,percentage points,72.32222222222222,,70.04444444444444,-2.2777777777777857,
2017,2014-2019,Netherlands,NL,NLD,NLD,0,brain_waste,Highly educated employment rate,percentage points,80.93333333333334,78.01176470588236,68.3875,-12.545833333333334,
2017,2014-2019,Norway,NO,NOR,NOR,0,brain_waste,Highly educated employment rate,percentage points,82.21666666666667,86.78125,75.72142857142856,-6.495238095238108,
2017,2014-2019,Poland,PL,POL,POL,0,brain_waste,Highly educated employment rate,percentage points,77.86111111111111,83.42222222222222,70.94166666666666,-6.919444444444451,
2017,2014-2019,Portugal,PT,PRT,PRT,0,brain_waste,Highly educated employment rate,percentage points,76.83333333333333,81.01666666666667,66.2,-10.633333333333326,
2017,2014-2019,Romania,RO,ROU,ROU,0,brain_waste,Highly educated employment rate,percentage points,77.76111111111112,,,,
2017,2014-2019,Serbia,RS,SRB,SRB,0,brain_waste,Highly educated employment rate,percentage points,67.67222222222222,,41.2,-26.472222222222214,
2017,2014-2019,Slovakia,SK,SVK,SVK,0,brain_waste,Highly educated employment rate,percentage points,72.28333333333333,,,,
2017,2014-2019,Slovenia,SI,SVN,SVN,0,brain_waste,Highly educated employment rate,percentage points,77.17777777777778,73.26666666666667,81.33333333333333,4.1555555555555515,
2017,2014-2019,Sweden,SE,SWE,SWE,0,brain_waste,Highly educated employment rate,percentage points,83.16111111111111,78.69999999999999,63.3,-19.861111111111114,
2018,2014-2019,Austria,AT,AUT,AUT,0,brain_waste,Highly educated employment rate,percentage points,78.71666666666667,76.51764705882353,65.8,-12.916666666666671,
2018,2014-2019,Belgium,BE,BEL,BEL,0,brain_waste,Highly educated employment rate,percentage points,75.86666666666666,78.32352941176471,61.625,-14.24166666666666,
2018,2014-2019,Bulgaria,BG,BGR,BGR,0,brain_waste,Highly educated employment rate,percentage points,77.5,,72.82000000000001,-4.679999999999993,
2018,2014-2019,Switzerland,CH,CHE,CHE,0,brain_waste,Highly educated employment rate,percentage points,83.13333333333334,81.03333333333335,65.94444444444444,-17.188888888888897,
2018,2014-2019,Cyprus,CY,CYP,CYP,0,brain_waste,Highly educated employment rate,percentage points,77.42222222222222,73.3875,57.294117647058826,-20.12810457516339,
2018,2014-2019,Czechia,CZ,CZE,CZE,0,brain_waste,Highly educated employment rate,percentage points,79.12777777777778,84.45882352941176,73.51176470588236,-5.6160130718954235,
2018,2014-2019,Germany,DE,DEU,DEU,0,brain_waste,Highly educated employment rate,percentage points,81.69444444444444,79.13333333333334,63.050000000000004,-18.64444444444444,
2018,2014-2019,Denmark,DK,DNK,DNK,0,brain_waste,Highly educated employment rate,percentage points,79.13888888888889,76.31875,70.0375,-9.101388888888891,
2018,2014-2019,Spain,ES,ESP,ESP,0,brain_waste,Highly educated employment rate,percentage points,73.53888888888889,68.52777777777777,58.666666666666664,-14.872222222222227,
2018,2014-2019,Estonia,EE,EST,EST,0,brain_waste,Highly educated employment rate,percentage points,83.02777777777777,76.94615384615385,70.36470588235295,-12.663071895424821,
2018,2014-2019,Finland,FI,FIN,FIN,0,brain_waste,Highly educated employment rate,percentage points,78.45555555555556,82.71666666666667,60.5,-17.955555555555563,
2018,2014-2019,France,FR,FRA,FRA,0,brain_waste,Highly educated employment rate,percentage points,75.58888888888889,76.59411764705882,59.370588235294115,-16.218300653594774,
2018,2014-2019,United Kingdom,UK,GBR,GBR,0,brain_waste,Highly educated employment rate,percentage points,80.81666666666666,85.4388888888889,69.27222222222223,-11.544444444444437,
2018,2014-2019,Greece,EL,GRC,GRC,0,brain_waste,Highly educated employment rate,percentage points,65.85,51.28666666666666,50.64375,-15.206249999999997,
2018,2014-2019,Croatia,HR,HRV,HRV,0,brain_waste,Highly educated employment rate,percentage points,71.73888888888888,81.38,,,
2018,2014-2019,Hungary,HU,HUN,HUN,0,brain_waste,Highly educated employment rate,percentage points,76.55555555555556,90.22,87.65454545454546,11.098989898989899,
2018,2014-2019,Ireland,IE,IRL,IRL,0,brain_waste,Highly educated employment rate,percentage points,78.67777777777778,81.15294117647058,70.55882352941177,-8.118954248366009,
2018,2014-2019,Iceland,IS,ISL,ISL,0,brain_waste,Highly educated employment rate,percentage points,88.08333333333333,88.38333333333333,83.97999999999999,-4.103333333333339,
2018,2014-2019,Italy,IT,ITA,ITA,0,brain_waste,Highly educated employment rate,percentage points,73.24444444444445,71.92941176470588,64.0611111111111,-9.183333333333351,
2018,2014-2019,Lithuania,LT,LTU,LTU,0,brain_waste,Highly educated employment rate,percentage points,83.21666666666667,93.7,74.39333333333335,-8.823333333333323,
2018,2014-2019,Luxembourg,LU,LUX,LUX,0,brain_waste,Highly educated employment rate,percentage points,78.15294117647058,81.05882352941177,68.55625,-9.596691176470571,
2018,2014-2019,Latvia,LV,LVA,LVA,0,brain_waste,Highly educated employment rate,percentage points,85.07777777777778,,71.12352941176471,-13.954248366013076,
2018,2014-2019,North Macedonia,MK,MKD,MKD,0,brain_waste,Highly educated employment rate,percentage points,69.07222222222222,,,,
2018,2014-2019,Malta,MT,MLT,MLT,0,brain_waste,Highly educated employment rate,percentage points,84.38333333333334,81.78666666666666,81.35625,-3.027083333333337,
2018,2014-2019,Montenegro,ME,MNE,MNE,0,brain_waste,Highly educated employment rate,percentage points,73.92777777777778,,70.4,-3.5277777777777715,
2018,2014-2019,Netherlands,NL,NLD,NLD,0,brain_waste,Highly educated employment rate,percentage points,81.59444444444445,80.54117647058824,70.85,-10.744444444444454,
2018,2014-2019,Norway,NO,NOR,NOR,0,brain_waste,Highly educated employment rate,percentage points,82.29444444444444,86.36875,76.89333333333335,-5.401111111111092,
2018,2014-2019,Poland,PL,POL,POL,0,brain_waste,Highly educated employment rate,percentage points,78.88888888888889,83.33636363636364,76.83846153846153,-2.0504273504273556,
2018,2014-2019,Portugal,PT,PRT,PRT,0,brain_waste,Highly educated employment rate,percentage points,79.17777777777778,84.66666666666667,72.05,-7.12777777777778,
2018,2014-2019,Romania,RO,ROU,ROU,0,brain_waste,Highly educated employment rate,percentage points,78.26111111111112,,,,
2018,2014-2019,Serbia,RS,SRB,SRB,0,brain_waste,Highly educated employment rate,percentage points,69.19999999999999,,54.879999999999995,-14.319999999999993,
2018,2014-2019,Slovakia,SK,SVK,SVK,0,brain_waste,Highly educated employment rate,percentage points,73.08333333333333,,,,
2018,2014-2019,Slovenia,SI,SVN,SVN,0,brain_waste,Highly educated employment rate,percentage points,79.3111111111111,91.26666666666667,77.5,-1.811111111111103,
2018,2014-2019,Sweden,SE,SWE,SWE,0,brain_waste,Highly educated employment rate,percentage points,83.62777777777778,84.82352941176471,59.7375,-23.890277777777783,
2019,2014-2019,Austria,AT,AUT,AUT,0,brain_waste,Highly educated employment rate,percentage points,78.92777777777778,78.48235294117647,62.11764705882353,-16.810130718954248,
2019,2014-2019,Belgium,BE,BEL,BEL,0,brain_waste,Highly educated employment rate,percentage points,76.24444444444445,74.56111111111112,59.3375,-16.906944444444456,
2019,2014-2019,Bulgaria,BG,BGR,BGR,0,brain_waste,Highly educated employment rate,percentage points,79.9,,,,
2019,2014-2019,Switzerland,CH,CHE,CHE,0,brain_waste,Highly educated employment rate,percentage points,83.35555555555555,81.78333333333333,65.27222222222223,-18.08333333333333,
2019,2014-2019,Cyprus,CY,CYP,CYP,0,brain_waste,Highly educated employment rate,percentage points,78.60555555555555,82.71875,58.94117647058823,-19.664379084967322,
2019,2014-2019,Czechia,CZ,CZE,CZE,0,brain_waste,Highly educated employment rate,percentage points,78.29444444444444,87.45294117647059,76.575,-1.7194444444444343,
2019,2014-2019,Germany,DE,DEU,DEU,0,brain_waste,Highly educated employment rate,percentage points,82.25555555555555,79.6,63.833333333333336,-18.42222222222221,
2019,2014-2019,Denmark,DK,DNK,DNK,0,brain_waste,Highly educated employment rate,percentage points,79.87222222222222,77.26470588235294,75.275,-4.597222222222214,
2019,2014-2019,Spain,ES,ESP,ESP,0,brain_waste,Highly educated employment rate,percentage points,73.98888888888888,67.51666666666667,58.49444444444445,-15.494444444444433,
2019,2014-2019,Estonia,EE,EST,EST,0,brain_waste,Highly educated employment rate,percentage points,83.21666666666667,82.00833333333334,75.10588235294118,-8.110784313725489,
2019,2014-2019,Finland,FI,FIN,FIN,0,brain_waste,Highly educated employment rate,percentage points,78.5,75.99285714285715,64.75833333333334,-13.74166666666666,
2019,2014-2019,France,FR,FRA,FRA,0,brain_waste,Highly educated employment rate,percentage points,75.98333333333333,77.575,61.60588235294117,-14.377450980392162,
2019,2014-2019,United Kingdom,UK,GBR,GBR,0,brain_waste,Highly educated employment rate,percentage points,81.45555555555556,84.17777777777778,71.76111111111112,-9.694444444444443,
2019,2014-2019,Greece,EL,GRC,GRC,0,brain_waste,Highly educated employment rate,percentage points,67.88888888888889,46.51875,50.7625,-17.126388888888883,
2019,2014-2019,Croatia,HR,HRV,HRV,0,brain_waste,Highly educated employment rate,percentage points,72.4388888888889,88.97500000000001,,,
2019,2014-2019,Hungary,HU,HUN,HUN,0,brain_waste,Highly educated employment rate,percentage points,76.9,82.00909090909092,84.66666666666667,7.766666666666666,
