YEAR,period,country,country_key,iso3,is_aggregate,sex,age,citizen_group,citizen_label,employment_rate_pct,obs_flag,conf_status
2019,2014-2019,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,76.1,,
2020,2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,75.3,,
2021,2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,75.1,b,
2022,2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,76.5,,
2023,2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,76.3,,
2024,2020-2024,Slovenia,SVN,SVN,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,76.8,,
2014,2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,58.7,,
2015,2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,60.4,,
2016,2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,62.7,,
2017,2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,64.1,,
2018,2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,65.2,,
2019,2014-2019,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,65.8,,
2020,2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,64.8,,
2021,2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,68.6,b,
2022,2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,70.3,,
2023,2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,70.9,,
2024,2020-2024,Slovakia,SVK,SVK,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,70.5,,
2014,2014-2019,United Kingdom,GBR,GBR,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,70.6,,
2015,2014-2019,United Kingdom,GBR,GBR,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,71.3,,
2016,2014-2019,United Kingdom,GBR,GBR,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,72.2,,
2017,2014-2019,United Kingdom,GBR,GBR,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,73.1,,
2018,2014-2019,United Kingdom,GBR,GBR,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,73.3,,
2019,2014-2019,United Kingdom,GBR,GBR,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,73.9,,
2014,2014-2019,Austria,AUT,AUT,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,49.0,,
2015,2014-2019,Austria,AUT,AUT,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,47.9,,
2016,2014-2019,Austria,AUT,AUT,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,47.0,,
2017,2014-2019,Austria,AUT,AUT,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,49.3,,
2018,2014-2019,Austria,AUT,AUT,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,52.4,,
2019,2014-2019,Austria,AUT,AUT,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,51.5,,
2020,2020-2024,Austria,AUT,AUT,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,47.8,,
2021,2020-2024,Austria,AUT,AUT,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,49.8,b,
2022,2020-2024,Austria,AUT,AUT,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,53.7,,
2023,2020-2024,Austria,AUT,AUT,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,54.7,,
2024,2020-2024,Austria,AUT,AUT,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,55.3,,
2021,2020-2024,Bosnia and Herzegovina,BIH,BIH,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,43.6,bu,
2014,2014-2019,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,30.0,,
2015,2014-2019,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,33.5,,
2016,2014-2019,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,31.6,,
2017,2014-2019,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,29.0,b,
2018,2014-2019,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,31.3,,
2019,2014-2019,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,29.4,,
2020,2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,27.4,,
2021,2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,29.2,b,
2022,2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,34.0,,
2023,2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,37.1,,
2024,2020-2024,Belgium,BEL,BEL,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,39.0,,
2014,2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,53.6,,
2015,2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,53.8,,
2016,2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,55.3,,
2017,2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,54.6,,
2018,2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,55.7,,
2019,2014-2019,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,57.0,,
2020,2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,57.1,,
2021,2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,56.2,b,
2022,2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,57.1,,
2023,2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,57.2,,
2024,2020-2024,Switzerland,CHE,CHE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,58.6,,
2014,2014-2019,Cyprus,CYP,CYP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,75.1,,
2015,2014-2019,Cyprus,CYP,CYP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,70.9,,
2016,2014-2019,Cyprus,CYP,CYP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,65.0,,
2017,2014-2019,Cyprus,CYP,CYP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,64.8,,
2018,2014-2019,Cyprus,CYP,CYP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,63.0,,
2019,2014-2019,Cyprus,CYP,CYP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,67.9,,
2020,2020-2024,Cyprus,CYP,CYP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,66.7,,
2021,2020-2024,Cyprus,CYP,CYP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,71.5,b,
2022,2020-2024,Cyprus,CYP,CYP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,68.4,,
2023,2020-2024,Cyprus,CYP,CYP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,69.5,,
2024,2020-2024,Cyprus,CYP,CYP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,65.6,,
2014,2014-2019,Czechia,CZE,CZE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,61.3,,
2015,2014-2019,Czechia,CZE,CZE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,59.5,,
2016,2014-2019,Czechia,CZE,CZE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,66.4,,
2017,2014-2019,Czechia,CZE,CZE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,63.0,,
2018,2014-2019,Czechia,CZE,CZE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,70.4,,
2019,2014-2019,Czechia,CZE,CZE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,70.6,,
2020,2020-2024,Czechia,CZE,CZE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,69.6,,
2021,2020-2024,Czechia,CZE,CZE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,65.8,b,
2022,2020-2024,Czechia,CZE,CZE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,67.7,,
2023,2020-2024,Czechia,CZE,CZE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,66.9,,
2024,2020-2024,Czechia,CZE,CZE,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,66.3,,
2014,2014-2019,Germany,DEU,DEU,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.0,,
2015,2014-2019,Germany,DEU,DEU,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,45.0,,
2016,2014-2019,Germany,DEU,DEU,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,44.1,,
2017,2014-2019,Germany,DEU,DEU,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,44.9,,
2018,2014-2019,Germany,DEU,DEU,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.1,,
2019,2014-2019,Germany,DEU,DEU,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,47.7,,
2020,2020-2024,Germany,DEU,DEU,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,45.4,b,
2021,2020-2024,Germany,DEU,DEU,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,45.1,b,
2022,2020-2024,Germany,DEU,DEU,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.4,,
2023,2020-2024,Germany,DEU,DEU,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.6,,
2024,2020-2024,Germany,DEU,DEU,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,49.1,,
2014,2014-2019,Denmark,DNK,DNK,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,47.6,,
2015,2014-2019,Denmark,DNK,DNK,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.7,,
2016,2014-2019,Denmark,DNK,DNK,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,51.7,b,
2017,2014-2019,Denmark,DNK,DNK,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,52.0,b,
2018,2014-2019,Denmark,DNK,DNK,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,51.3,,
2019,2014-2019,Denmark,DNK,DNK,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,49.9,,
2020,2020-2024,Denmark,DNK,DNK,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,52.6,,
2014,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,44.7,,
2015,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,44.3,,
2016,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,43.7,,
2017,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,44.7,,
2018,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.0,,
2019,2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.5,,
2020,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,44.1,,
2021,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,45.4,b,
2022,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,47.4,,
2023,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,49.5,,
2024,2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,50.6,,
2014,2014-2019,Estonia,EST,EST,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,59.3,,
2015,2014-2019,Estonia,EST,EST,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,64.4,,
2016,2014-2019,Estonia,EST,EST,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,62.4,,
2017,2014-2019,Estonia,EST,EST,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,66.1,,
2018,2014-2019,Estonia,EST,EST,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,71.0,,
2019,2014-2019,Estonia,EST,EST,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,68.4,,
2020,2020-2024,Estonia,EST,EST,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,70.0,,
2021,2020-2024,Estonia,EST,EST,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,65.7,b,
2022,2020-2024,Estonia,EST,EST,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,68.2,,
2023,2020-2024,Estonia,EST,EST,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,69.0,,
2024,2020-2024,Estonia,EST,EST,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,65.6,,
2014,2014-2019,Greece,GRC,GRC,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,40.1,,
2015,2014-2019,Greece,GRC,GRC,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,41.1,,
2016,2014-2019,Greece,GRC,GRC,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,39.6,,
2017,2014-2019,Greece,GRC,GRC,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,39.5,,
2018,2014-2019,Greece,GRC,GRC,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,38.4,,
2019,2014-2019,Greece,GRC,GRC,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,39.4,,
2020,2020-2024,Greece,GRC,GRC,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,36.5,,
2021,2020-2024,Greece,GRC,GRC,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,37.0,b,
2022,2020-2024,Greece,GRC,GRC,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,39.8,,
2023,2020-2024,Greece,GRC,GRC,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,41.9,,
2024,2020-2024,Greece,GRC,GRC,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,41.8,,
2014,2014-2019,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,45.1,,
2015,2014-2019,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.8,,
2016,2014-2019,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,47.4,,
2017,2014-2019,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,49.6,,
2018,2014-2019,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,50.2,,
2019,2014-2019,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,49.3,,
2020,2020-2024,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,45.7,,
2021,2020-2024,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,49.0,bd,
2022,2020-2024,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,50.2,d,
2023,2020-2024,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,52.5,d,
2024,2020-2024,Spain,ESP,ESP,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,52.7,d,
2014,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,44.8,,
2015,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,44.4,,
2016,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,43.8,,
2017,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,45.0,,
2018,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.3,,
2019,2014-2019,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.7,,
2020,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,44.3,,
2021,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,45.7,b,
2022,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,47.8,,
2023,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,50.1,,
2024,2020-2024,European Union - 27 countries (from 2020),EU27_2020,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,51.3,,
2014,2014-2019,Finland,FIN,FIN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,35.6,,
2015,2014-2019,Finland,FIN,FIN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,36.1,,
2016,2014-2019,Finland,FIN,FIN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,33.9,,
2017,2014-2019,Finland,FIN,FIN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,35.7,,
2018,2014-2019,Finland,FIN,FIN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,39.2,,
2019,2014-2019,Finland,FIN,FIN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,41.4,,
2020,2020-2024,Finland,FIN,FIN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,42.1,,
2021,2020-2024,Finland,FIN,FIN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.1,b,
2022,2020-2024,Finland,FIN,FIN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,57.7,,
2023,2020-2024,Finland,FIN,FIN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,51.2,,
2024,2020-2024,Finland,FIN,FIN,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.4,,
2014,2014-2019,France,FRA,FRA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,37.9,b,
2015,2014-2019,France,FRA,FRA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,36.9,,
2016,2014-2019,France,FRA,FRA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,34.2,,
2017,2014-2019,France,FRA,FRA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,35.7,,
2018,2014-2019,France,FRA,FRA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,37.2,,
2019,2014-2019,France,FRA,FRA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,38.7,,
2020,2020-2024,France,FRA,FRA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,39.1,,
2021,2020-2024,France,FRA,FRA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,42.6,bd,
2022,2020-2024,France,FRA,FRA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,43.3,d,
2023,2020-2024,France,FRA,FRA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,47.5,d,
2024,2020-2024,France,FRA,FRA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,47.2,d,
2015,2014-2019,Croatia,HRV,HRV,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,33.2,u,
2018,2014-2019,Croatia,HRV,HRV,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,39.1,u,
2019,2014-2019,Croatia,HRV,HRV,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,46.8,u,
2020,2020-2024,Croatia,HRV,HRV,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,49.9,u,
2021,2020-2024,Croatia,HRV,HRV,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,71.0,bu,
2022,2020-2024,Croatia,HRV,HRV,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,57.0,u,
