period,country,country_key,iso3,is_aggregate,sex,age,citizen_group,citizen_label,employment_rate_pct,years_observed
2014-2019,Italy,ITA,ITA,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,49.63333333333333,6
2014-2019,Italy,ITA,ITA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,45.78333333333333,6
2014-2019,Italy,ITA,ITA,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,50.699999999999996,6
2014-2019,Italy,ITA,ITA,0,Females,From 15 to 59 years,total,Total,50.583333333333336,6
2014-2019,Italy,ITA,ITA,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,48.61666666666667,6
2014-2019,Italy,ITA,ITA,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,56.95000000000001,6
2014-2019,Italy,ITA,ITA,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,49.93333333333334,6
2014-2019,Italy,ITA,ITA,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,46.300000000000004,6
2014-2019,Italy,ITA,ITA,0,Females,From 15 to 64 years,reporting_country,Reporting-country citizens,48.300000000000004,6
2014-2019,Italy,ITA,ITA,0,Females,From 15 to 64 years,total,Total,48.46666666666667,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,19.15,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,27.600000000000005,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,28.066666666666666,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,28.233333333333334,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 24 years,reporting_country,Reporting-country citizens,18.916666666666668,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 24 years,total,Total,19.7,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,32.916666666666664,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,50.199999999999996,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,48.11666666666667,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,47.333333333333336,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 29 years,reporting_country,Reporting-country citizens,32.45,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 29 years,total,Total,33.949999999999996,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,53.23333333333333,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,68.85000000000001,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,67.35000000000001,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,66.76666666666667,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 39 years,reporting_country,Reporting-country citizens,52.65,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 39 years,total,Total,54.46666666666666,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,68.38333333333334,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,72.46666666666667,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,71.76666666666667,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,71.51666666666667,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 59 years,reporting_country,Reporting-country citizens,68.25,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 59 years,total,Total,68.61666666666667,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,66.23333333333333,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,72.28333333333333,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,71.46666666666667,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,71.18333333333332,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 64 years,reporting_country,Reporting-country citizens,66.05,6
2014-2019,Italy,ITA,ITA,0,Males,From 15 to 64 years,total,Total,66.59999999999998,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,16.433333333333334,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,23.45,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,22.849999999999998,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,22.666666666666668,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,16.249999999999996,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 24 years,total,Total,16.816666666666666,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,29.416666666666668,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,42.449999999999996,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,37.98333333333334,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,36.25,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 29 years,reporting_country,Reporting-country citizens,28.983333333333334,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 29 years,total,Total,29.900000000000002,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,47.550000000000004,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,57.25,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,53.199999999999996,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,51.43333333333334,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 39 years,reporting_country,Reporting-country citizens,47.1,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 39 years,total,Total,47.916666666666664,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,59.666666666666664,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,63.23333333333334,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,60.03333333333333,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,58.61666666666667,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 59 years,reporting_country,Reporting-country citizens,59.53333333333333,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 59 years,total,Total,59.583333333333336,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,57.4,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,63.15,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,59.96666666666667,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,58.550000000000004,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 64 years,reporting_country,Reporting-country citizens,57.21666666666667,6
2014-2019,Italy,ITA,ITA,0,Total,From 15 to 64 years,total,Total,57.48333333333334,6
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,14.66,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,17.020000000000003,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,16.18,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,15.919999999999998,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 24 years,reporting_country,Reporting-country citizens,14.580000000000002,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 24 years,total,Total,14.719999999999999,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,27.940000000000005,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,30.7,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,26.28,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,24.82,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 29 years,reporting_country,Reporting-country citizens,27.9,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 29 years,total,Total,27.74,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,43.42,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,43.66,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,36.78,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,34.059999999999995,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 39 years,reporting_country,Reporting-country citizens,43.38,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 39 years,total,Total,42.559999999999995,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,53.94,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,53.739999999999995,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,46.9,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,43.5,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,53.96,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 59 years,total,Total,53.14,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,51.6,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,53.760000000000005,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,47.120000000000005,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,43.760000000000005,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 64 years,reporting_country,Reporting-country citizens,51.52,5
2020-2024,Italy,ITA,ITA,0,Females,From 15 to 64 years,total,Total,51.06,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,21.88,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,25.240000000000002,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,31.9,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,33.92,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 24 years,reporting_country,Reporting-country citizens,21.82,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 24 years,total,Total,22.68,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,36.339999999999996,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,43.94,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,49.38000000000001,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,50.839999999999996,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 29 years,reporting_country,Reporting-country citizens,36.17999999999999,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 29 years,total,Total,37.46,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,55.44,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,67.48,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,67.96000000000001,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,68.08000000000001,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 39 years,reporting_country,Reporting-country citizens,55.06,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 39 years,total,Total,56.580000000000005,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,70.8,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,75.74,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,74.53999999999999,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,74.14000000000001,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 59 years,reporting_country,Reporting-country citizens,70.67999999999999,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 59 years,total,Total,71.06,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,68.61999999999999,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,75.2,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,74.03999999999999,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,73.64,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 64 years,reporting_country,Reporting-country citizens,68.46000000000001,5
2020-2024,Italy,ITA,ITA,0,Males,From 15 to 64 years,total,Total,69.0,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,18.380000000000003,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,21.18,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,24.580000000000005,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,25.72,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,18.34,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 24 years,total,Total,18.82,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,32.3,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,36.94,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,38.080000000000005,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,38.42,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 29 years,reporting_country,Reporting-country citizens,32.160000000000004,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 29 years,total,Total,32.760000000000005,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,49.540000000000006,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,54.15999999999999,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,52.220000000000006,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,51.52,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 39 years,reporting_country,Reporting-country citizens,49.36,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 39 years,total,Total,49.739999999999995,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,62.379999999999995,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,62.779999999999994,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,60.220000000000006,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,59.120000000000005,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 59 years,reporting_country,Reporting-country citizens,62.379999999999995,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 59 years,total,Total,62.14000000000001,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,60.120000000000005,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,62.459999999999994,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,59.919999999999995,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,58.88000000000001,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 64 years,reporting_country,Reporting-country citizens,60.04,5
2020-2024,Italy,ITA,ITA,0,Total,From 15 to 64 years,total,Total,60.02,5
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,30.16666666666666,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,53.85,2
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,54.35,2
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 24 years,reporting_country,Reporting-country citizens,30.2,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 24 years,total,Total,30.46666666666667,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,48.849999999999994,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,49.51666666666667,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,50.88333333333333,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 29 years,reporting_country,Reporting-country citizens,48.9,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 29 years,total,Total,48.86666666666667,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,61.63333333333333,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,58.550000000000004,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,58.65,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 39 years,reporting_country,Reporting-country citizens,61.63333333333333,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 39 years,total,Total,61.449999999999996,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 59 years,eu27_total,EU27 citizens,70.89999999999999,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,65.16666666666667,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,65.08333333333333,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,70.91666666666667,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 59 years,total,Total,70.26666666666667,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 64 years,eu27_total,EU27 citizens,69.06666666666668,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,59.86666666666667,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,59.76666666666667,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 64 years,reporting_country,Reporting-country citizens,69.06666666666668,6
2014-2019,Latvia,LVA,LVA,0,Females,From 15 to 64 years,total,Total,67.91666666666666,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 24 years,eu27_total,EU27 citizens,35.0,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,48.366666666666674,3
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,48.73333333333333,3
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 24 years,reporting_country,Reporting-country citizens,35.016666666666666,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 24 years,total,Total,35.333333333333336,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 29 years,eu27_total,EU27 citizens,54.61666666666667,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,63.63333333333333,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,63.849999999999994,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 29 years,reporting_country,Reporting-country citizens,54.583333333333336,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 29 years,total,Total,54.93333333333334,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 39 years,eu27_total,EU27 citizens,68.55,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,74.81666666666666,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,74.56666666666666,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 39 years,reporting_country,Reporting-country citizens,68.53333333333333,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 39 years,total,Total,68.96666666666667,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 59 years,eu27_total,EU27 citizens,73.06666666666666,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,74.26666666666667,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,74.33333333333333,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 59 years,reporting_country,Reporting-country citizens,73.10000000000001,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 59 years,total,Total,73.2,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 64 years,eu27_total,EU27 citizens,71.63333333333333,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,69.3,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,69.26666666666667,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 64 years,reporting_country,Reporting-country citizens,71.6,6
2014-2019,Latvia,LVA,LVA,0,Males,From 15 to 64 years,total,Total,71.28333333333335,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 24 years,eu27_total,EU27 citizens,32.63333333333333,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,43.440000000000005,5
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,44.38,5
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,32.666666666666664,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 24 years,total,Total,32.95,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,51.76666666666666,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,57.0,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,57.76666666666667,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 29 years,reporting_country,Reporting-country citizens,51.800000000000004,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 29 years,total,Total,51.96666666666667,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,65.11666666666666,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,67.58333333333334,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,67.48333333333333,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 39 years,reporting_country,Reporting-country citizens,65.1,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 39 years,total,Total,65.26666666666667,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,71.96666666666667,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,75.02000000000001,5
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,69.89999999999999,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,69.88333333333333,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 59 years,reporting_country,Reporting-country citizens,71.96666666666667,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 59 years,total,Total,71.68333333333332,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,70.3,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,73.22,5
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,64.61666666666666,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,64.55,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 64 years,reporting_country,Reporting-country citizens,70.3,6
2014-2019,Latvia,LVA,LVA,0,Total,From 15 to 64 years,total,Total,69.55,6
2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 24 years,eu27_total,EU27 citizens,28.020000000000003,5
2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 24 years,reporting_country,Reporting-country citizens,28.079999999999995,5
2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 24 years,total,Total,27.98,5
2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 29 years,eu27_total,EU27 citizens,44.32,5
2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,50.5,2
2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,51.7,2
2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 29 years,reporting_country,Reporting-country citizens,44.300000000000004,5
2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 29 years,total,Total,44.16,5
2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 39 years,eu27_total,EU27 citizens,61.32000000000001,5
2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,55.44,5
2020-2024,Latvia,LVA,LVA,0,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,55.14,5
