period,country,country_key,iso3,is_aggregate,sex,age,citizen_group,citizen_label,employment_rate_pct,years_observed
2020-2024,Estonia,EST,EST,0,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,35.22,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 24 years,total,Total,35.14,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 29 years,eu27_total,EU27 citizens,52.46,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,64.3,1
2020-2024,Estonia,EST,EST,0,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,52.67999999999999,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,52.96,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 29 years,reporting_country,Reporting-country citizens,52.48,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 29 years,total,Total,52.52,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 39 years,eu27_total,EU27 citizens,68.13999999999999,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,73.08,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,67.62,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,67.16000000000001,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 39 years,reporting_country,Reporting-country citizens,68.11999999999999,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 39 years,total,Total,68.08000000000001,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 59 years,eu27_total,EU27 citizens,76.42,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,78.28,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,74.76,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,74.6,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 59 years,reporting_country,Reporting-country citizens,76.38,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 59 years,total,Total,76.16,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 64 years,eu27_total,EU27 citizens,75.64000000000001,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,77.17999999999999,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,72.28,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,72.04,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 64 years,reporting_country,Reporting-country citizens,75.6,5
2020-2024,Estonia,EST,EST,0,Total,From 15 to 64 years,total,Total,75.1,5
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,eu27_total,EU27 citizens,30.166666666666668,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,35.266666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,27.766666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,no_response,No response,51.050000000000004,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,23.916666666666668,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,reporting_country,Reporting-country citizens,30.03333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,total,Total,29.88333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,eu27_total,EU27 citizens,44.083333333333336,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,50.0,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,38.300000000000004,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,no_response,No response,57.916666666666664,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,32.050000000000004,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,reporting_country,Reporting-country citizens,43.85,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,total,Total,43.31666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,eu27_total,EU27 citizens,57.48333333333334,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,59.63333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,46.78333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,no_response,No response,56.16666666666668,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,39.49999999999999,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,reporting_country,Reporting-country citizens,57.383333333333326,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,stateless,Stateless,33.95,2
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,total,Total,56.083333333333336,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,eu27_total,EU27 citizens,64.76666666666667,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,64.38333333333334,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,52.31666666666667,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,no_response,No response,57.166666666666664,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,44.98333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,64.78333333333332,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,stateless,Stateless,34.275,4
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,total,Total,63.51666666666667,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,eu27_total,EU27 citizens,61.79999999999999,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,63.1,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,51.48333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,no_response,No response,56.28333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,44.416666666666664,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,reporting_country,Reporting-country citizens,61.75,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,stateless,Stateless,33.725,4
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,total,Total,60.73333333333334,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,eu27_total,EU27 citizens,33.583333333333336,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,41.51666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,35.0,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,no_response,No response,47.73333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,32.03333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,reporting_country,Reporting-country citizens,33.38333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,total,Total,33.51666666666667,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,eu27_total,EU27 citizens,48.4,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,60.85,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,51.083333333333336,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,no_response,No response,58.65,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,46.15,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,reporting_country,Reporting-country citizens,47.949999999999996,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,total,Total,48.26666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,eu27_total,EU27 citizens,64.48333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,75.23333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,65.88333333333334,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,no_response,No response,63.25,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,60.883333333333326,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,reporting_country,Reporting-country citizens,64.0,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,stateless,Stateless,47.15,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,total,Total,64.2,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,eu27_total,EU27 citizens,73.86666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,78.51666666666668,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,70.16666666666667,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,no_response,No response,64.56666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,65.26666666666667,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,reporting_country,Reporting-country citizens,73.7,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,49.38333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,73.33333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,eu27_total,EU27 citizens,71.28333333333335,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,76.86666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,69.05,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,no_response,No response,64.33333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,64.36666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,reporting_country,Reporting-country citizens,71.06666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,stateless,Stateless,48.400000000000006,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,total,Total,70.86666666666667,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 24 years,eu27_total,EU27 citizens,31.91666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,38.4,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 24 years,foreign_country,Foreign-country citizens,31.516666666666662,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 24 years,no_response,No response,49.449999999999996,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 24 years,non_eu,Non-EU27 citizens,28.200000000000003,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 24 years,reporting_country,Reporting-country citizens,31.766666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 24 years,total,Total,31.75,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,eu27_total,EU27 citizens,46.26666666666667,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,55.26666666666667,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,foreign_country,Foreign-country citizens,44.616666666666674,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,no_response,No response,58.24999999999999,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,non_eu,Non-EU27 citizens,39.13333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,reporting_country,Reporting-country citizens,45.949999999999996,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,stateless,Stateless,33.95,4
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 29 years,total,Total,45.85,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,eu27_total,EU27 citizens,61.01666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,67.14999999999999,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,foreign_country,Foreign-country citizens,56.13333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,no_response,No response,59.56666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,non_eu,Non-EU27 citizens,50.050000000000004,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,reporting_country,Reporting-country citizens,60.73333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,stateless,Stateless,39.883333333333326,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 39 years,total,Total,60.199999999999996,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,eu27_total,EU27 citizens,69.35000000000001,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,71.3,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,foreign_country,Foreign-country citizens,61.11666666666667,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,no_response,No response,60.73333333333334,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,non_eu,Non-EU27 citizens,55.01666666666667,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,reporting_country,Reporting-country citizens,69.23333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,stateless,Stateless,42.449999999999996,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 59 years,total,Total,68.39999999999999,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,eu27_total,EU27 citizens,66.55,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,69.81666666666666,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,foreign_country,Foreign-country citizens,60.13333333333333,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,no_response,No response,60.199999999999996,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,non_eu,Non-EU27 citizens,54.26666666666667,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,reporting_country,Reporting-country citizens,66.38333333333334,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,stateless,Stateless,41.8,6
2014-2019,Euro area – 21 countries (from 2026),EA21_2026,,1,Total,From 15 to 64 years,total,Total,65.78333333333333,6
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,eu27_total,EU27 citizens,33.02,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,35.04,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,foreign_country,Foreign-country citizens,29.139999999999997,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,non_eu,Non-EU27 citizens,26.3,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,reporting_country,Reporting-country citizens,32.94,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 24 years,total,Total,32.62,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,eu27_total,EU27 citizens,46.739999999999995,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,50.6,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,foreign_country,Foreign-country citizens,41.220000000000006,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,no_response,No response,57.2,1
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,non_eu,Non-EU27 citizens,36.980000000000004,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,reporting_country,Reporting-country citizens,46.620000000000005,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 29 years,total,Total,46.04,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,eu27_total,EU27 citizens,60.459999999999994,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,61.94,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,foreign_country,Foreign-country citizens,49.16,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,no_response,No response,54.0,1
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,non_eu,Non-EU27 citizens,43.08,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,reporting_country,Reporting-country citizens,60.36,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 39 years,total,Total,58.839999999999996,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,eu27_total,EU27 citizens,68.4,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,67.02000000000001,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,foreign_country,Foreign-country citizens,54.279999999999994,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,no_response,No response,56.6,1
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,non_eu,Non-EU27 citizens,47.4,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,reporting_country,Reporting-country citizens,68.47999999999999,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,stateless,Stateless,33.9,2
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 59 years,total,Total,66.76,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,eu27_total,EU27 citizens,65.75999999999999,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,65.75999999999999,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,foreign_country,Foreign-country citizens,53.5,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,no_response,No response,56.0,1
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,non_eu,Non-EU27 citizens,46.8,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,reporting_country,Reporting-country citizens,65.74000000000001,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,stateless,Stateless,34.15,2
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Females,From 15 to 64 years,total,Total,64.34,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,eu27_total,EU27 citizens,36.6,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,eu_mobile,EU27 citizens except reporting country,42.0,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,foreign_country,Foreign-country citizens,39.5,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,non_eu,Non-EU27 citizens,38.4,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,reporting_country,Reporting-country citizens,36.459999999999994,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 24 years,total,Total,36.720000000000006,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,eu27_total,EU27 citizens,50.67999999999999,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,eu_mobile,EU27 citizens except reporting country,59.879999999999995,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,foreign_country,Foreign-country citizens,55.92,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,no_response,No response,56.9,1
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,non_eu,Non-EU27 citizens,54.21999999999999,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,reporting_country,Reporting-country citizens,50.32000000000001,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 29 years,total,Total,50.92,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,eu27_total,EU27 citizens,66.32000000000001,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,eu_mobile,EU27 citizens except reporting country,75.7,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,foreign_country,Foreign-country citizens,69.32000000000001,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,no_response,No response,63.1,2
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,non_eu,Non-EU27 citizens,66.44000000000001,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,reporting_country,Reporting-country citizens,65.89999999999999,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,stateless,Stateless,57.4,4
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 39 years,total,Total,66.34,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,eu27_total,EU27 citizens,76.14,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,eu_mobile,EU27 citizens except reporting country,80.33999999999999,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,foreign_country,Foreign-country citizens,73.5,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,no_response,No response,62.43333333333334,3
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,non_eu,Non-EU27 citizens,69.97999999999999,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,reporting_country,Reporting-country citizens,75.97999999999999,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,stateless,Stateless,55.05,4
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 59 years,total,Total,75.66,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,eu27_total,EU27 citizens,73.88000000000001,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,eu_mobile,EU27 citizens except reporting country,78.94000000000001,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,foreign_country,Foreign-country citizens,72.52000000000001,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,no_response,No response,62.26666666666667,3
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,non_eu,Non-EU27 citizens,69.06,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,reporting_country,Reporting-country citizens,73.66,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,stateless,Stateless,56.04,5
2020-2024,Euro area – 21 countries (from 2026),EA21_2026,,1,Males,From 15 to 64 years,total,Total,73.52000000000001,5
